rank,agent,kd,kills,deaths,assists,win_rate,pick_rate,avg_score,matches,episode,act,placement
18,Killjoy,1.06,14.9,14.0,3.6,0.56,0.008,203,11679,e5,act2,immortal2
19,Cypher,1.08,16.0,14.8,4.1,0.54,0.007,212,10149,e5,act2,immortal2
1,Chamber,1.11,16.9,15.1,2.9,0.5,0.181,224,596139,e5,act2,immortal1
2,Jett,1.06,17.1,16.2,3.5,0.5,0.131,235,432735,e5,act2,immortal1
3,Reyna,1.1,17.4,15.8,3.7,0.52,0.085,238,280347,e5,act2,immortal1
4,Viper,1.0,14.7,14.8,5.5,0.5,0.073,202,241638,e5,act2,immortal1
5,Fade,0.95,14.4,15.1,6.9,0.49,0.062,198,203235,e5,act2,immortal1
6,Sova,0.97,14.5,14.9,5.8,0.5,0.061,200,201399,e5,act2,immortal1
7,Raze,1.04,16.7,16.1,4.7,0.5,0.06,239,198900,e5,act2,immortal1
8,Sage,0.96,14.3,14.9,6.7,0.52,0.055,196,181458,e5,act2,immortal1
9,Brimstone,0.98,14.6,14.9,7.9,0.51,0.055,204,181356,e5,act2,immortal1
10,Omen,0.98,14.9,15.2,6.5,0.5,0.047,202,154887,e5,act2,immortal1
11,KAY/O,0.92,14.4,15.7,8.2,0.46,0.037,203,121839,e5,act2,immortal1
12,Skye,0.96,14.7,15.4,5.8,0.5,0.035,201,116484,e5,act2,immortal1
13,Phoenix,1.1,17.3,15.7,3.9,0.5,0.029,239,95829,e5,act2,immortal1
14,Breach,0.93,14.4,15.4,6.2,0.49,0.024,196,80274,e5,act2,immortal1
15,Neon,0.99,16.6,16.7,3.9,0.48,0.017,228,56508,e5,act2,immortal1
16,Astra,1.03,15.0,14.7,6.0,0.5,0.015,202,49929,e5,act2,immortal1
17,Killjoy,1.03,14.8,14.4,3.8,0.51,0.011,206,35292,e5,act2,immortal1
18,Yoru,1.01,16.0,15.8,3.5,0.5,0.01,218,34374,e5,act2,immortal1
19,Cypher,0.98,14.8,15.1,4.3,0.49,0.009,199,28458,e5,act2,immortal1
1,Chamber,1.11,16.9,15.2,2.9,0.5,0.175,225,793764,e5,act2,ascendant3
2,Jett,1.07,17.2,16.1,3.5,0.5,0.127,237,575637,e5,act2,ascendant3
3,Reyna,1.11,17.6,15.8,3.8,0.5,0.086,241,392241,e5,act2,ascendant3
4,Viper,0.99,14.7,14.8,5.5,0.5,0.072,202,327879,e5,act2,ascendant3
5,Fade,0.96,14.5,15.2,6.9,0.5,0.062,198,279378,e5,act2,ascendant3
6,Sova,0.99,14.5,14.7,5.8,0.51,0.061,202,278154,e5,act2,ascendant3
7,Raze,1.04,16.7,16.0,4.8,0.5,0.061,239,276471,e5,act2,ascendant3
8,Sage,0.96,14.4,14.9,6.7,0.52,0.06,197,272085,e5,act2,ascendant3
9,Brimstone,0.98,14.7,15.0,7.8,0.52,0.057,204,256683,e5,act2,ascendant3
10,Omen,0.97,14.9,15.4,6.3,0.47,0.047,202,211650,e5,act2,ascendant3
11,KAY/O,0.92,14.4,15.7,8.0,0.46,0.037,202,168606,e5,act2,ascendant3
12,Skye,0.95,14.7,15.5,6.0,0.49,0.036,201,165597,e5,act2,ascendant3
13,Phoenix,1.1,17.3,15.7,4.0,0.51,0.031,239,142290,e5,act2,ascendant3
14,Breach,0.92,14.4,15.6,6.1,0.46,0.024,196,107916,e5,act2,ascendant3
15,Neon,0.99,16.5,16.8,4.0,0.48,0.017,229,77367,e5,act2,ascendant3
16,Astra,1.02,15.1,14.8,5.8,0.51,0.016,204,72114,e5,act2,ascendant3
17,Killjoy,1.02,14.7,14.4,3.7,0.49,0.012,202,56712,e5,act2,ascendant3
18,Yoru,1.0,15.9,16.0,3.7,0.48,0.01,216,43197,e5,act2,ascendant3
19,Cypher,1.03,15.3,14.9,4.2,0.49,0.009,204,40545,e5,act2,ascendant3
1,Chamber,1.11,16.7,15.1,3.0,0.5,0.171,224,1136535,e5,act2,ascendant2
2,Jett,1.06,17.2,16.2,3.6,0.49,0.12,236,797895,e5,act2,ascendant2
3,Reyna,1.11,17.5,15.8,3.8,0.5,0.088,241,588234,e5,act2,ascendant2
4,Viper,0.99,14.6,14.7,5.5,0.5,0.072,202,480777,e5,act2,ascendant2
5,Sage,0.95,14.2,14.9,6.7,0.52,0.065,195,434469,e5,act2,ascendant2
6,Fade,0.95,14.4,15.1,6.8,0.5,0.06,198,399942,e5,act2,ascendant2
7,Raze,1.04,16.7,16.1,4.8,0.5,0.06,239,398157,e5,act2,ascendant2
8,Sova,0.97,14.5,14.9,5.7,0.5,0.057,201,379491,e5,act2,ascendant2
9,Brimstone,0.97,14.5,15.0,7.6,0.51,0.055,203,366945,e5,act2,ascendant2
10,Omen,0.96,14.7,15.3,6.2,0.48,0.049,201,326961,e5,act2,ascendant2
11,KAY/O,0.91,14.4,15.7,8.0,0.47,0.04,202,263313,e5,act2,ascendant2
12,Skye,0.96,14.6,15.3,6.0,0.51,0.038,201,253725,e5,act2,ascendant2
13,Phoenix,1.1,17.3,15.7,4.1,0.52,0.032,239,211089,e5,act2,ascendant2
14,Breach,0.94,14.4,15.3,6.1,0.5,0.024,197,162690,e5,act2,ascendant2
15,Neon,0.98,16.4,16.8,4.0,0.47,0.019,226,124899,e5,act2,ascendant2
16,Astra,1.02,15.0,14.6,5.8,0.49,0.015,203,102459,e5,act2,ascendant2
17,Killjoy,1.02,14.8,14.5,3.8,0.52,0.014,204,92259,e5,act2,ascendant2
18,Cypher,0.97,14.5,14.9,4.2,0.45,0.01,197,66504,e5,act2,ascendant2
19,Yoru,0.99,15.9,16.0,3.6,0.48,0.01,218,66453,e5,act2,ascendant2
1,Chamber,1.1,16.6,15.1,3.0,0.5,0.166,223,1506387,e5,act2,ascendant1
2,Jett,1.06,17.1,16.2,3.6,0.49,0.114,236,1039941,e5,act2,ascendant1
3,Reyna,1.11,17.5,15.8,3.9,0.5,0.091,241,831351,e5,act2,ascendant1
4,Viper,0.98,14.5,14.8,5.5,0.5,0.071,200,648516,e5,act2,ascendant1
5,Sage,0.95,14.1,14.9,6.7,0.51,0.071,195,644844,e5,act2,ascendant1
6,Raze,1.03,16.6,16.0,4.8,0.51,0.06,238,545088,e5,act2,ascendant1
7,Fade,0.95,14.4,15.1,6.7,0.5,0.059,198,538458,e5,act2,ascendant1
8,Brimstone,0.98,14.6,14.9,7.5,0.52,0.055,204,502707,e5,act2,ascendant1
9,Sova,0.98,14.4,14.8,5.7,0.5,0.055,201,499086,e5,act2,ascendant1
10,Omen,0.96,14.7,15.3,6.1,0.49,0.05,201,456552,e5,act2,ascendant1
11,KAY/O,0.91,14.3,15.7,7.8,0.46,0.04,201,363018,e5,act2,ascendant1
12,Skye,0.95,14.6,15.4,6.0,0.5,0.039,199,356388,e5,act2,ascendant1
13,Phoenix,1.1,17.2,15.7,4.0,0.52,0.032,239,286671,e5,act2,ascendant1
14,Breach,0.92,14.3,15.5,6.0,0.49,0.024,196,217056,e5,act2,ascendant1
15,Neon,0.97,16.1,16.5,3.9,0.48,0.019,225,172278,e5,act2,ascendant1
16,Killjoy,0.99,14.3,14.4,3.9,0.51,0.016,201,149583,e5,act2,ascendant1
17,Astra,1.03,15.0,14.6,5.7,0.5,0.015,204,138618,e5,act2,ascendant1
18,Yoru,0.99,15.7,15.8,3.6,0.48,0.011,216,98124,e5,act2,ascendant1
19,Cypher,0.99,14.8,14.9,4.3,0.46,0.011,200,96084,e5,act2,ascendant1
1,Chamber,1.1,16.5,15.0,3.0,0.5,0.158,223,1741293,e5,act2,diamond3
2,Jett,1.07,17.2,16.1,3.6,0.5,0.11,238,1210740,e5,act2,diamond3
3,Reyna,1.12,17.6,15.7,3.9,0.5,0.094,242,1038819,e5,act2,diamond3
4,Sage,0.94,13.9,14.9,6.7,0.52,0.076,193,833748,e5,act2,diamond3
5,Viper,0.98,14.4,14.7,5.5,0.51,0.07,199,770967,e5,act2,diamond3
6,Raze,1.04,16.7,16.0,4.8,0.5,0.06,240,661113,e5,act2,diamond3
7,Fade,0.95,14.3,15.0,6.7,0.51,0.059,197,653157,e5,act2,diamond3
8,Brimstone,0.97,14.5,15.0,7.4,0.52,0.056,203,620925,e5,act2,diamond3
9,Sova,0.97,14.3,14.8,5.7,0.5,0.054,200,591651,e5,act2,diamond3
10,Omen,0.97,14.8,15.3,6.0,0.48,0.053,202,586347,e5,act2,diamond3
11,Skye,0.95,14.5,15.3,6.1,0.5,0.04,200,447015,e5,act2,diamond3
12,KAY/O,0.92,14.3,15.6,7.7,0.47,0.04,202,443394,e5,act2,diamond3
13,Phoenix,1.11,17.3,15.6,4.0,0.52,0.032,241,349299,e5,act2,diamond3
14,Breach,0.94,14.4,15.4,5.9,0.49,0.025,199,270555,e5,act2,diamond3
15,Neon,0.98,16.3,16.6,4.0,0.48,0.019,227,208692,e5,act2,diamond3
16,Killjoy,1.0,14.4,14.4,3.8,0.51,0.018,200,203133,e5,act2,diamond3
17,Astra,1.01,15.0,14.8,5.6,0.49,0.015,203,164424,e5,act2,diamond3
18,Yoru,1.02,16.1,15.9,3.6,0.49,0.011,222,125868,e5,act2,diamond3
19,Cypher,1.0,14.7,14.7,4.3,0.5,0.011,199,119544,e5,act2,diamond3
1,Chamber,1.1,16.5,15.0,3.1,0.5,0.153,222,1927392,e5,act2,diamond2
2,Jett,1.07,17.1,16.1,3.6,0.5,0.106,237,1337220,e5,act2,diamond2
3,Reyna,1.12,17.6,15.7,3.9,0.51,0.097,243,1222470,e5,act2,diamond2
4,Sage,0.94,13.9,14.9,6.7,0.51,0.081,193,1021275,e5,act2,diamond2
5,Viper,0.98,14.4,14.7,5.4,0.5,0.068,200,851955,e5,act2,diamond2
6,Raze,1.04,16.6,16.0,4.8,0.5,0.059,239,748119,e5,act2,diamond2
7,Fade,0.95,14.2,15.0,6.6,0.51,0.057,197,718896,e5,act2,diamond2
8,Brimstone,0.96,14.4,15.0,7.2,0.51,0.057,202,716244,e5,act2,diamond2
9,Omen,0.96,14.7,15.3,5.8,0.48,0.055,201,689673,e5,act2,diamond2
10,Sova,0.97,14.4,14.8,5.6,0.5,0.052,201,649485,e5,act2,diamond2
11,Skye,0.94,14.5,15.3,6.1,0.49,0.041,199,510714,e5,act2,diamond2
12,KAY/O,0.9,14.2,15.7,7.7,0.45,0.04,201,502962,e5,act2,diamond2
13,Phoenix,1.11,17.3,15.6,4.0,0.52,0.032,241,402339,e5,act2,diamond2
14,Breach,0.92,14.3,15.5,5.8,0.49,0.024,197,308295,e5,act2,diamond2
15,Killjoy,0.98,14.2,14.4,3.8,0.5,0.021,199,259437,e5,act2,diamond2
16,Neon,0.98,16.2,16.5,4.0,0.48,0.02,227,251073,e5,act2,diamond2
17,Astra,1.02,15.0,14.7,5.6,0.51,0.015,203,187425,e5,act2,diamond2
18,Yoru,0.98,15.5,15.8,3.6,0.47,0.012,215,147747,e5,act2,diamond2
19,Cypher,0.99,14.6,14.8,4.4,0.48,0.011,198,143259,e5,act2,diamond2
1,Chamber,1.09,16.4,15.0,3.1,0.5,0.145,221,2100792,e5,act2,diamond1
2,Reyna,1.12,17.6,15.7,4.0,0.51,0.101,244,1470432,e5,act2,diamond1
3,Jett,1.07,17.1,16.0,3.6,0.5,0.101,238,1468902,e5,act2,diamond1
4,Sage,0.92,13.8,14.9,6.7,0.5,0.086,191,1241442,e5,act2,diamond1
5,Viper,0.97,14.3,14.7,5.4,0.51,0.067,198,972264,e5,act2,diamond1
6,Raze,1.04,16.5,15.9,4.8,0.51,0.06,238,868938,e5,act2,diamond1
7,Brimstone,0.96,14.3,14.9,7.2,0.51,0.058,202,845478,e5,act2,diamond1
8,Fade,0.93,14.1,15.1,6.6,0.5,0.056,196,811818,e5,act2,diamond1
9,Omen,0.96,14.6,15.2,5.7,0.49,0.056,201,810798,e5,act2,diamond1
10,Sova,0.96,14.2,14.8,5.5,0.5,0.05,199,720324,e5,act2,diamond1
11,Skye,0.94,14.3,15.2,6.0,0.49,0.041,198,597414,e5,act2,diamond1
12,KAY/O,0.91,14.1,15.6,7.5,0.46,0.04,200,577218,e5,act2,diamond1
13,Phoenix,1.11,17.2,15.6,4.0,0.5,0.033,240,475575,e5,act2,diamond1
14,Breach,0.93,14.2,15.4,5.7,0.49,0.025,198,355674,e5,act2,diamond1
15,Killjoy,0.98,14.1,14.4,3.9,0.51,0.023,198,330276,e5,act2,diamond1
16,Neon,0.98,16.3,16.6,4.0,0.48,0.02,228,292944,e5,act2,diamond1
17,Astra,1.01,14.8,14.6,5.4,0.5,0.014,203,204204,e5,act2,diamond1
18,Yoru,0.99,15.7,15.9,3.7,0.47,0.012,217,180081,e5,act2,diamond1
19,Cypher,0.97,14.3,14.8,4.4,0.48,0.012,196,170697,e5,act2,diamond1
1,Chamber,1.1,16.5,14.9,3.1,0.5,0.138,223,2227884,e5,act2,platinum3
2,Reyna,1.14,17.8,15.6,4.0,0.51,0.107,247,1727421,e5,act2,platinum3
3,Jett,1.09,17.3,15.9,3.7,0.5,0.098,241,1580337,e5,act2,platinum3
4,Sage,0.93,13.7,14.8,6.7,0.51,0.09,192,1448553,e5,act2,platinum3
5,Viper,0.98,14.4,14.7,5.4,0.51,0.064,201,1039533,e5,act2,platinum3
6,Raze,1.05,16.6,15.8,4.8,0.51,0.061,240,977772,e5,act2,platinum3
7,Brimstone,0.96,14.3,14.9,7.0,0.52,0.058,203,933963,e5,act2,platinum3
8,Omen,0.96,14.7,15.2,5.6,0.49,0.056,202,909585,e5,act2,platinum3
9,Fade,0.95,14.2,15.0,6.6,0.51,0.054,198,866949,e5,act2,platinum3
10,Sova,0.98,14.4,14.7,5.5,0.5,0.049,203,784686,e5,act2,platinum3
11,Skye,0.94,14.3,15.2,6.1,0.5,0.041,199,656115,e5,act2,platinum3
12,KAY/O,0.91,14.1,15.5,7.5,0.47,0.039,201,636582,e5,act2,platinum3
13,Phoenix,1.12,17.3,15.4,4.0,0.52,0.034,243,543150,e5,act2,platinum3
14,Killjoy,0.98,14.1,14.4,3.9,0.5,0.025,199,409224,e5,act2,platinum3
15,Breach,0.93,14.4,15.4,5.7,0.49,0.024,200,394230,e5,act2,platinum3
16,Neon,1.0,16.3,16.3,4.0,0.48,0.022,230,348432,e5,act2,platinum3
17,Astra,1.02,14.9,14.6,5.4,0.5,0.014,204,221034,e5,act2,platinum3
18,Yoru,1.0,15.8,15.8,3.6,0.47,0.013,218,213384,e5,act2,platinum3
19,Cypher,0.98,14.3,14.6,4.3,0.49,0.013,196,201603,e5,act2,platinum3
1,Chamber,1.1,16.3,14.8,3.2,0.5,0.132,223,2324427,e5,act2,platinum2
2,Reyna,1.14,17.7,15.6,4.0,0.51,0.108,247,1890774,e5,act2,platinum2
3,Jett,1.09,17.3,15.9,3.7,0.5,0.095,241,1670046,e5,act2,platinum2
4,Sage,0.92,13.6,14.8,6.6,0.51,0.094,191,1646178,e5,act2,platinum2
5,Viper,0.98,14.2,14.6,5.4,0.5,0.064,200,1127406,e5,act2,platinum2
6,Raze,1.04,16.5,15.8,4.8,0.5,0.062,239,1083138,e5,act2,platinum2
7,Omen,0.97,14.7,15.2,5.5,0.49,0.058,204,1022703,e5,act2,platinum2
8,Brimstone,0.96,14.3,14.9,6.9,0.51,0.057,203,999039,e5,act2,platinum2
9,Fade,0.94,14.1,15.0,6.5,0.5,0.054,197,946356,e5,act2,platinum2
10,Sova,0.97,14.3,14.7,5.4,0.5,0.048,201,836247,e5,act2,platinum2
11,Skye,0.94,14.2,15.2,6.1,0.5,0.041,198,712317,e5,act2,platinum2
12,KAY/O,0.91,14.1,15.5,7.4,0.47,0.039,201,685032,e5,act2,platinum2
13,Phoenix,1.11,17.1,15.4,4.0,0.52,0.034,241,595323,e5,act2,platinum2
14,Killjoy,0.98,14.0,14.3,3.9,0.51,0.027,198,475677,e5,act2,platinum2
15,Breach,0.93,14.3,15.5,5.6,0.48,0.025,200,435081,e5,act2,platinum2
16,Neon,0.99,16.1,16.2,4.0,0.48,0.023,228,401013,e5,act2,platinum2
17,Yoru,0.99,15.6,15.7,3.6,0.47,0.014,217,251940,e5,act2,platinum2
18,Astra,1.03,15.2,14.7,5.3,0.49,0.014,207,237762,e5,act2,platinum2
19,Cypher,0.97,14.2,14.6,4.4,0.49,0.013,196,235824,e5,act2,platinum2
1,Chamber,1.09,16.2,14.8,3.2,0.5,0.126,222,2422194,e5,act2,platinum1
2,Reyna,1.14,17.7,15.5,4.0,0.51,0.111,247,2143683,e5,act2,platinum1
3,Sage,0.91,13.4,14.8,6.6,0.51,0.098,189,1888428,e5,act2,platinum1
4,Jett,1.08,17.0,15.8,3.7,0.5,0.09,239,1728288,e5,act2,platinum1
5,Viper,0.97,14.2,14.6,5.4,0.5,0.063,199,1213902,e5,act2,platinum1
6,Raze,1.03,16.3,15.8,4.8,0.51,0.061,237,1172949,e5,act2,platinum1
7,Omen,0.96,14.6,15.2,5.4,0.49,0.06,202,1152090,e5,act2,platinum1
8,Brimstone,0.95,14.2,14.9,6.8,0.52,0.057,201,1104405,e5,act2,platinum1
9,Fade,0.93,14.0,15.0,6.4,0.5,0.054,196,1034994,e5,act2,platinum1
10,Sova,0.96,14.2,14.7,5.5,0.5,0.047,201,910095,e5,act2,platinum1
11,Skye,0.94,14.2,15.1,6.1,0.5,0.041,199,792591,e5,act2,platinum1
12,KAY/O,0.9,13.9,15.5,7.4,0.47,0.039,199,750669,e5,act2,platinum1
13,Phoenix,1.11,17.0,15.3,3.9,0.51,0.034,241,650097,e5,act2,platinum1
14,Killjoy,0.96,13.7,14.3,3.9,0.51,0.03,196,573852,e5,act2,platinum1
15,Breach,0.92,14.2,15.4,5.5,0.48,0.024,199,467466,e5,act2,platinum1
16,Neon,0.99,16.0,16.2,4.0,0.5,0.024,227,458745,e5,act2,platinum1
17,Yoru,0.98,15.4,15.8,3.7,0.47,0.015,214,292332,e5,act2,platinum1
18,Cypher,0.96,14.0,14.6,4.4,0.49,0.014,193,261579,e5,act2,platinum1
19,Astra,1.01,14.7,14.6,5.2,0.48,0.013,202,245718,e5,act2,platinum1
1,Chamber,1.11,16.3,14.7,3.2,0.51,0.119,223,2383332,e5,act2,gold3
2,Reyna,1.16,17.9,15.4,4.0,0.51,0.116,251,2330853,e5,act2,gold3
3,Sage,0.91,13.5,14.7,6.6,0.5,0.101,190,2026893,e5,act2,gold3
4,Jett,1.09,17.2,15.7,3.7,0.5,0.089,242,1789335,e5,act2,gold3
5,Raze,1.05,16.5,15.7,4.9,0.51,0.062,240,1239759,e5,act2,gold3
6,Viper,0.98,14.2,14.6,5.4,0.5,0.061,201,1227519,e5,act2,gold3
7,Omen,0.97,14.7,15.1,5.2,0.49,0.06,205,1203855,e5,act2,gold3
8,Brimstone,0.96,14.2,14.8,6.7,0.52,0.057,203,1140870,e5,act2,gold3
9,Fade,0.94,14.1,14.9,6.4,0.51,0.051,198,1032240,e5,act2,gold3
10,Sova,0.97,14.2,14.7,5.3,0.5,0.047,202,941919,e5,act2,gold3
11,Skye,0.94,14.2,15.0,6.1,0.5,0.041,200,824517,e5,act2,gold3
12,KAY/O,0.91,14.1,15.4,7.4,0.48,0.038,202,772803,e5,act2,gold3
13,Phoenix,1.12,17.1,15.3,4.0,0.51,0.035,242,706503,e5,act2,gold3
14,Killjoy,0.97,13.8,14.2,4.0,0.5,0.031,198,630462,e5,act2,gold3
15,Neon,1.0,16.1,16.1,4.0,0.49,0.025,229,502758,e5,act2,gold3
16,Breach,0.94,14.4,15.3,5.4,0.5,0.024,203,481083,e5,act2,gold3
17,Yoru,1.0,15.4,15.5,3.7,0.47,0.016,217,327114,e5,act2,gold3
18,Cypher,0.97,14.1,14.5,4.4,0.47,0.014,196,284172,e5,act2,gold3
19,Astra,1.03,14.9,14.5,5.1,0.5,0.012,205,246075,e5,act2,gold3
1,Reyna,1.15,17.8,15.4,4.1,0.51,0.115,250,2383638,e5,act2,gold2
2,Chamber,1.1,16.1,14.7,3.2,0.5,0.114,222,2356557,e5,act2,gold2
3,Sage,0.91,13.4,14.7,6.5,0.51,0.105,189,2176119,e5,act2,gold2
4,Jett,1.1,17.2,15.7,3.7,0.5,0.085,242,1755318,e5,act2,gold2
5,Raze,1.04,16.2,15.6,4.8,0.51,0.063,238,1293411,e5,act2,gold2
6,Omen,0.96,14.6,15.1,5.1,0.49,0.062,203,1274388,e5,act2,gold2
7,Viper,0.97,14.1,14.5,5.3,0.51,0.06,199,1230936,e5,act2,gold2
8,Brimstone,0.96,14.2,14.8,6.7,0.52,0.057,203,1168155,e5,act2,gold2
9,Fade,0.93,13.9,14.9,6.4,0.51,0.052,197,1070286,e5,act2,gold2
10,Sova,0.97,14.1,14.6,5.4,0.5,0.046,202,942582,e5,act2,gold2
11,Skye,0.93,14.0,15.0,6.2,0.5,0.041,197,845121,e5,act2,gold2
12,KAY/O,0.9,13.8,15.3,7.2,0.47,0.039,200,798813,e5,act2,gold2
13,Phoenix,1.11,17.0,15.2,4.0,0.51,0.034,242,710634,e5,act2,gold2
14,Killjoy,0.96,13.7,14.2,4.0,0.51,0.033,197,690846,e5,act2,gold2
15,Neon,0.99,16.0,16.1,4.0,0.48,0.026,228,534990,e5,act2,gold2
16,Breach,0.92,14.1,15.3,5.4,0.5,0.023,200,478431,e5,act2,gold2
17,Yoru,0.99,15.2,15.4,3.6,0.48,0.018,214,375921,e5,act2,gold2
18,Cypher,0.96,13.9,14.5,4.4,0.48,0.015,195,304062,e5,act2,gold2
19,Astra,1.02,14.7,14.4,5.1,0.5,0.012,204,252654,e5,act2,gold2
1,Reyna,1.14,17.6,15.4,4.1,0.51,0.115,248,2427345,e5,act2,gold1
2,Sage,0.9,13.2,14.7,6.5,0.51,0.112,187,2357424,e5,act2,gold1
3,Chamber,1.09,15.9,14.7,3.3,0.5,0.107,220,2263125,e5,act2,gold1
4,Jett,1.08,16.8,15.6,3.8,0.5,0.08,239,1679736,e5,act2,gold1
5,Omen,0.95,14.4,15.1,5.0,0.49,0.063,202,1334823,e5,act2,gold1
6,Raze,1.03,16.0,15.6,4.8,0.5,0.062,236,1304172,e5,act2,gold1
7,Viper,0.95,13.9,14.6,5.3,0.5,0.06,196,1257507,e5,act2,gold1
8,Brimstone,0.94,14.0,14.8,6.5,0.51,0.056,201,1186872,e5,act2,gold1
9,Fade,0.92,13.8,14.9,6.3,0.51,0.052,196,1096449,e5,act2,gold1
10,Sova,0.95,13.8,14.6,5.3,0.5,0.045,198,944316,e5,act2,gold1
11,Skye,0.92,13.7,15.0,6.2,0.5,0.042,195,874344,e5,act2,gold1
12,KAY/O,0.89,13.7,15.3,7.2,0.47,0.039,198,817989,e5,act2,gold1
