rank,agent,kd,kills,deaths,assists,win_rate,pick_rate,avg_score,matches,episode,act,placement
4,Sage,0.95,14.2,14.9,6.8,0.52,0.079,197,419067,e4,act3,diamond3
5,Omen,0.97,14.7,15.2,6.2,0.49,0.07,201,372453,e4,act3,diamond3
6,Raze,1.03,16.4,16.0,4.9,0.52,0.069,237,365415,e4,act3,diamond3
7,Viper,0.98,14.4,14.7,5.4,0.5,0.061,198,325992,e4,act3,diamond3
8,Sova,0.96,14.2,14.8,5.8,0.5,0.059,199,311253,e4,act3,diamond3
9,Brimstone,0.97,14.5,15.0,7.9,0.52,0.054,204,286365,e4,act3,diamond3
10,Fade,0.96,14.4,15.1,7.2,0.51,0.051,199,272136,e4,act3,diamond3
11,Skye,0.94,14.4,15.3,5.8,0.49,0.041,198,220167,e4,act3,diamond3
12,KAY/O,0.91,14.1,15.5,8.0,0.46,0.037,201,194208,e4,act3,diamond3
13,Breach,0.93,14.3,15.4,5.7,0.5,0.022,196,116331,e4,act3,diamond3
14,Killjoy,1.0,14.6,14.5,3.8,0.5,0.019,200,100521,e4,act3,diamond3
15,Neon,0.98,16.1,16.5,3.8,0.49,0.019,225,99450,e4,act3,diamond3
16,Cypher,0.98,14.7,15.0,4.3,0.46,0.014,199,76245,e4,act3,diamond3
17,Yoru,0.99,15.6,15.8,3.5,0.45,0.009,216,48348,e4,act3,diamond3
18,Astra,0.97,14.4,14.8,5.9,0.48,0.008,197,44778,e4,act3,diamond3
19,Phoenix,1.03,16.4,15.9,3.6,0.5,0.005,228,25959,e4,act3,diamond3
1,Chamber,1.11,16.6,15.0,3.1,0.5,0.147,223,842061,e4,act3,diamond2
2,Reyna,1.11,17.4,15.7,3.8,0.51,0.118,239,674577,e4,act3,diamond2
3,Jett,1.06,17.1,16.1,3.5,0.5,0.113,235,644079,e4,act3,diamond2
4,Sage,0.94,14.0,14.9,6.8,0.51,0.084,195,480573,e4,act3,diamond2
5,Omen,0.98,14.8,15.1,6.0,0.49,0.07,202,402492,e4,act3,diamond2
6,Raze,1.04,16.6,16.0,4.8,0.51,0.07,239,398004,e4,act3,diamond2
7,Viper,0.97,14.4,14.8,5.3,0.5,0.059,198,340017,e4,act3,diamond2
8,Sova,0.97,14.3,14.7,5.7,0.5,0.056,201,319668,e4,act3,diamond2
9,Brimstone,0.97,14.5,15.0,7.5,0.51,0.054,204,310488,e4,act3,diamond2
10,Fade,0.96,14.4,15.0,7.1,0.5,0.05,200,288660,e4,act3,diamond2
11,Skye,0.96,14.5,15.2,5.9,0.5,0.042,199,242556,e4,act3,diamond2
12,KAY/O,0.92,14.3,15.6,8.0,0.46,0.036,203,203898,e4,act3,diamond2
13,Breach,0.92,14.1,15.3,5.7,0.47,0.022,195,127908,e4,act3,diamond2
14,Killjoy,1.0,14.4,14.5,3.7,0.51,0.02,200,116892,e4,act3,diamond2
15,Neon,0.99,16.2,16.4,3.8,0.48,0.019,227,107304,e4,act3,diamond2
16,Cypher,0.98,14.5,14.7,4.3,0.49,0.014,197,82824,e4,act3,diamond2
17,Yoru,0.98,15.5,15.8,3.5,0.46,0.01,215,55947,e4,act3,diamond2
18,Astra,1.03,15.3,14.8,5.9,0.5,0.009,207,50439,e4,act3,diamond2
19,Phoenix,1.06,16.6,15.7,3.7,0.49,0.005,232,30957,e4,act3,diamond2
1,Chamber,1.11,16.6,15.0,3.2,0.5,0.143,223,1026477,e4,act3,diamond1
2,Reyna,1.11,17.4,15.7,3.8,0.51,0.122,240,871080,e4,act3,diamond1
3,Jett,1.06,17.0,16.1,3.6,0.5,0.108,235,773364,e4,act3,diamond1
4,Sage,0.94,14.1,14.9,6.8,0.51,0.089,195,636276,e4,act3,diamond1
5,Omen,0.97,14.7,15.2,5.9,0.49,0.071,202,507501,e4,act3,diamond1
6,Raze,1.03,16.5,16.0,4.8,0.5,0.068,238,489294,e4,act3,diamond1
7,Viper,0.98,14.4,14.7,5.3,0.5,0.058,199,415548,e4,act3,diamond1
8,Brimstone,0.98,14.7,15.0,7.5,0.51,0.055,206,394434,e4,act3,diamond1
9,Fade,0.94,14.3,15.2,7.1,0.5,0.051,199,368577,e4,act3,diamond1
10,Sova,0.98,14.4,14.8,5.7,0.5,0.051,201,367557,e4,act3,diamond1
11,Skye,0.95,14.5,15.3,5.8,0.5,0.043,200,306357,e4,act3,diamond1
12,KAY/O,0.91,14.3,15.6,7.8,0.46,0.036,202,258672,e4,act3,diamond1
13,Breach,0.93,14.3,15.4,5.6,0.49,0.023,196,162231,e4,act3,diamond1
14,Killjoy,1.0,14.4,14.4,3.7,0.51,0.022,201,159273,e4,act3,diamond1
15,Neon,0.99,16.2,16.4,3.8,0.49,0.019,227,137343,e4,act3,diamond1
16,Cypher,0.98,14.6,14.9,4.4,0.47,0.015,198,109905,e4,act3,diamond1
17,Yoru,1.0,15.5,15.6,3.5,0.46,0.011,215,76908,e4,act3,diamond1
18,Astra,1.0,15.0,14.9,5.7,0.49,0.009,202,65586,e4,act3,diamond1
19,Phoenix,1.04,16.7,16.1,3.8,0.47,0.006,231,42636,e4,act3,diamond1
1,Chamber,1.13,16.8,14.9,3.2,0.51,0.138,226,1257252,e4,act3,platinum3
2,Reyna,1.13,17.8,15.7,3.9,0.51,0.125,245,1137861,e4,act3,platinum3
3,Jett,1.07,17.3,16.1,3.6,0.5,0.105,239,955944,e4,act3,platinum3
4,Sage,0.95,14.0,14.9,6.8,0.51,0.091,195,829566,e4,act3,platinum3
5,Omen,0.97,14.9,15.3,5.8,0.48,0.071,204,649485,e4,act3,platinum3
6,Raze,1.04,16.6,16.0,4.9,0.5,0.069,240,629799,e4,act3,platinum3
7,Viper,0.99,14.5,14.6,5.3,0.51,0.057,201,519486,e4,act3,platinum3
8,Brimstone,0.97,14.6,15.0,7.3,0.51,0.053,205,486081,e4,act3,platinum3
9,Fade,0.96,14.5,15.0,7.1,0.51,0.051,203,463998,e4,act3,platinum3
10,Sova,0.97,14.4,14.8,5.7,0.5,0.05,203,453543,e4,act3,platinum3
11,Skye,0.95,14.5,15.3,5.8,0.49,0.042,201,384744,e4,act3,platinum3
12,KAY/O,0.92,14.4,15.6,7.8,0.46,0.035,204,319617,e4,act3,platinum3
13,Killjoy,1.0,14.5,14.4,3.9,0.51,0.026,203,235773,e4,act3,platinum3
14,Breach,0.94,14.5,15.4,5.6,0.5,0.023,200,206346,e4,act3,platinum3
15,Neon,1.01,16.7,16.4,3.9,0.49,0.02,231,185844,e4,act3,platinum3
16,Cypher,0.99,14.6,14.8,4.3,0.47,0.015,199,140199,e4,act3,platinum3
17,Yoru,1.02,16.0,15.7,3.5,0.48,0.011,220,97206,e4,act3,platinum3
18,Astra,1.02,15.0,14.8,5.5,0.49,0.01,202,87210,e4,act3,platinum3
19,Phoenix,1.06,16.7,15.7,3.8,0.48,0.007,235,63087,e4,act3,platinum3
1,Chamber,1.12,16.7,14.9,3.2,0.5,0.134,225,1540098,e4,act3,platinum2
2,Reyna,1.12,17.6,15.7,3.9,0.5,0.126,244,1449267,e4,act3,platinum2
3,Jett,1.07,17.1,16.0,3.6,0.5,0.1,237,1147092,e4,act3,platinum2
4,Sage,0.94,14.0,14.8,6.8,0.51,0.096,194,1104150,e4,act3,platinum2
5,Omen,0.98,14.9,15.2,5.7,0.49,0.069,204,798405,e4,act3,platinum2
6,Raze,1.04,16.5,15.9,4.8,0.5,0.069,239,796620,e4,act3,platinum2
7,Viper,0.98,14.4,14.7,5.3,0.5,0.056,200,648924,e4,act3,platinum2
8,Brimstone,0.97,14.6,15.0,7.2,0.52,0.054,205,621639,e4,act3,platinum2
9,Fade,0.96,14.6,15.1,7.0,0.5,0.053,202,613938,e4,act3,platinum2
10,Sova,0.98,14.4,14.7,5.6,0.5,0.049,203,561357,e4,act3,platinum2
11,Skye,0.96,14.7,15.2,5.8,0.5,0.042,202,480828,e4,act3,platinum2
12,KAY/O,0.93,14.4,15.5,7.7,0.46,0.035,205,408153,e4,act3,platinum2
13,Killjoy,0.98,14.2,14.5,3.9,0.5,0.027,200,316404,e4,act3,platinum2
14,Breach,0.93,14.4,15.4,5.5,0.48,0.023,199,259896,e4,act3,platinum2
15,Neon,1.01,16.5,16.3,3.8,0.48,0.021,231,236946,e4,act3,platinum2
16,Cypher,0.97,14.4,14.9,4.3,0.46,0.016,197,189006,e4,act3,platinum2
17,Yoru,1.01,15.8,15.7,3.5,0.47,0.012,218,143463,e4,act3,platinum2
18,Astra,1.02,15.2,14.8,5.5,0.48,0.01,204,113118,e4,act3,platinum2
19,Phoenix,1.06,16.5,15.6,3.7,0.49,0.008,232,87261,e4,act3,platinum2
1,Reyna,1.12,17.6,15.7,3.9,0.51,0.128,244,1857420,e4,act3,platinum1
2,Chamber,1.11,16.5,14.9,3.2,0.5,0.126,224,1834011,e4,act3,platinum1
3,Sage,0.93,13.8,14.8,6.7,0.51,0.1,192,1458549,e4,act3,platinum1
4,Jett,1.07,17.2,16.0,3.6,0.5,0.095,239,1380927,e4,act3,platinum1
5,Raze,1.04,16.5,15.9,4.8,0.51,0.071,239,1028874,e4,act3,platinum1
6,Omen,0.97,14.8,15.3,5.6,0.48,0.071,204,1025151,e4,act3,platinum1
7,Viper,0.97,14.3,14.7,5.3,0.5,0.055,199,802689,e4,act3,platinum1
8,Brimstone,0.96,14.4,14.9,7.1,0.52,0.054,203,780759,e4,act3,platinum1
9,Fade,0.96,14.4,15.1,7.0,0.51,0.053,201,764439,e4,act3,platinum1
10,Sova,0.97,14.3,14.7,5.5,0.5,0.048,202,694110,e4,act3,platinum1
11,Skye,0.96,14.5,15.2,5.9,0.5,0.042,202,609348,e4,act3,platinum1
12,KAY/O,0.92,14.2,15.5,7.6,0.47,0.035,203,507246,e4,act3,platinum1
13,Killjoy,0.98,14.2,14.5,3.9,0.51,0.03,200,440691,e4,act3,platinum1
14,Breach,0.93,14.4,15.5,5.4,0.47,0.022,199,325686,e4,act3,platinum1
15,Neon,1.01,16.4,16.3,3.9,0.49,0.021,231,309315,e4,act3,platinum1
16,Cypher,0.98,14.4,14.8,4.3,0.48,0.017,198,246993,e4,act3,platinum1
17,Yoru,1.0,15.7,15.8,3.5,0.47,0.013,217,182580,e4,act3,platinum1
18,Astra,1.01,15.1,14.9,5.5,0.48,0.01,205,144381,e4,act3,platinum1
19,Phoenix,1.05,16.3,15.5,3.7,0.49,0.009,231,131223,e4,act3,platinum1
1,Reyna,1.15,17.8,15.5,3.9,0.51,0.132,248,2327181,e4,act3,gold3
2,Chamber,1.12,16.6,14.8,3.3,0.51,0.12,225,2101353,e4,act3,gold3
3,Sage,0.94,13.8,14.8,6.7,0.51,0.103,194,1809276,e4,act3,gold3
4,Jett,1.09,17.4,16.0,3.7,0.5,0.093,242,1630827,e4,act3,gold3
5,Raze,1.05,16.6,15.8,4.8,0.51,0.072,241,1260210,e4,act3,gold3
6,Omen,0.99,14.9,15.2,5.5,0.5,0.071,207,1238943,e4,act3,gold3
7,Viper,0.99,14.4,14.6,5.3,0.51,0.054,201,950844,e4,act3,gold3
8,Brimstone,0.98,14.6,14.9,7.0,0.52,0.053,207,934881,e4,act3,gold3
9,Fade,0.96,14.5,15.1,6.9,0.51,0.052,204,915144,e4,act3,gold3
10,Sova,0.98,14.4,14.7,5.5,0.5,0.047,204,821712,e4,act3,gold3
11,Skye,0.96,14.5,15.1,5.9,0.5,0.041,202,721140,e4,act3,gold3
12,KAY/O,0.93,14.3,15.5,7.5,0.47,0.034,205,597618,e4,act3,gold3
13,Killjoy,0.99,14.2,14.3,3.9,0.5,0.033,200,571455,e4,act3,gold3
14,Neon,1.04,16.7,16.2,3.9,0.49,0.022,236,393720,e4,act3,gold3
15,Breach,0.94,14.4,15.3,5.3,0.5,0.022,201,388059,e4,act3,gold3
16,Cypher,0.99,14.4,14.6,4.4,0.49,0.017,198,300951,e4,act3,gold3
17,Yoru,1.01,15.8,15.6,3.5,0.47,0.014,220,251634,e4,act3,gold3
18,Phoenix,1.05,16.4,15.5,3.8,0.49,0.01,231,178704,e4,act3,gold3
19,Astra,1.01,14.9,14.7,5.4,0.51,0.01,205,172533,e4,act3,gold3
1,Reyna,1.15,17.8,15.5,3.9,0.51,0.132,248,2710803,e4,act3,gold2
2,Chamber,1.12,16.4,14.7,3.3,0.51,0.114,224,2348499,e4,act3,gold2
3,Sage,0.93,13.7,14.7,6.7,0.51,0.108,192,2229363,e4,act3,gold2
4,Jett,1.08,17.2,15.9,3.7,0.5,0.087,241,1794537,e4,act3,gold2
5,Raze,1.05,16.5,15.8,4.8,0.51,0.071,240,1455744,e4,act3,gold2
6,Omen,0.98,14.8,15.2,5.3,0.48,0.07,205,1446819,e4,act3,gold2
7,Viper,0.98,14.3,14.6,5.2,0.51,0.053,200,1088187,e4,act3,gold2
8,Brimstone,0.96,14.4,14.9,6.9,0.51,0.053,205,1087167,e4,act3,gold2
9,Fade,0.96,14.4,15.0,6.9,0.51,0.053,202,1081557,e4,act3,gold2
10,Sova,0.98,14.4,14.7,5.5,0.5,0.047,204,961758,e4,act3,gold2
11,Skye,0.96,14.4,15.1,5.9,0.5,0.041,201,851700,e4,act3,gold2
12,Killjoy,0.97,14.1,14.4,3.9,0.5,0.036,199,731748,e4,act3,gold2
13,KAY/O,0.92,14.1,15.4,7.4,0.47,0.034,203,702321,e4,act3,gold2
14,Neon,1.02,16.3,16.1,3.8,0.49,0.023,231,478482,e4,act3,gold2
15,Breach,0.93,14.4,15.4,5.2,0.49,0.022,201,457011,e4,act3,gold2
16,Cypher,0.97,14.2,14.7,4.3,0.49,0.018,196,376380,e4,act3,gold2
17,Yoru,1.0,15.6,15.6,3.5,0.46,0.015,218,312681,e4,act3,gold2
18,Phoenix,1.06,16.5,15.6,3.8,0.48,0.011,233,230724,e4,act3,gold2
19,Astra,1.02,14.9,14.6,5.2,0.5,0.01,205,207417,e4,act3,gold2
1,Reyna,1.14,17.7,15.5,4.0,0.51,0.132,247,3119517,e4,act3,gold1
2,Sage,0.92,13.5,14.7,6.7,0.51,0.114,190,2686782,e4,act3,gold1
3,Chamber,1.1,16.3,14.7,3.3,0.51,0.108,223,2546073,e4,act3,gold1
4,Jett,1.07,17.0,15.9,3.7,0.5,0.082,239,1933104,e4,act3,gold1
5,Omen,0.97,14.8,15.2,5.3,0.49,0.072,205,1688610,e4,act3,gold1
6,Raze,1.04,16.3,15.7,4.8,0.51,0.071,238,1661172,e4,act3,gold1
7,Brimstone,0.96,14.2,14.9,6.8,0.51,0.053,203,1257150,e4,act3,gold1
8,Viper,0.97,14.1,14.6,5.2,0.5,0.053,199,1250979,e4,act3,gold1
9,Fade,0.95,14.2,15.0,6.7,0.5,0.052,201,1214922,e4,act3,gold1
10,Sova,0.96,14.1,14.7,5.4,0.5,0.047,201,1113687,e4,act3,gold1
11,Skye,0.94,14.2,15.0,6.0,0.5,0.042,199,978027,e4,act3,gold1
12,Killjoy,0.97,13.9,14.3,3.9,0.51,0.038,198,896886,e4,act3,gold1
13,KAY/O,0.91,13.9,15.4,7.4,0.47,0.034,201,797436,e4,act3,gold1
14,Neon,1.0,16.2,16.1,3.9,0.49,0.023,229,545292,e4,act3,gold1
15,Breach,0.92,14.1,15.3,5.2,0.49,0.022,199,518925,e4,act3,gold1
16,Cypher,0.97,14.2,14.6,4.4,0.48,0.019,197,444975,e4,act3,gold1
17,Yoru,0.99,15.4,15.6,3.5,0.47,0.016,214,379134,e4,act3,gold1
18,Phoenix,1.05,16.2,15.4,3.8,0.49,0.012,229,292995,e4,act3,gold1
19,Astra,1.0,14.8,14.7,5.1,0.49,0.01,203,236589,e4,act3,gold1
1,Reyna,1.18,18.2,15.3,4.0,0.52,0.14,255,3520326,e4,act3,silver3
2,Sage,0.93,13.7,14.6,6.6,0.51,0.117,193,2944689,e4,act3,silver3
3,Chamber,1.12,16.4,14.6,3.4,0.51,0.102,226,2556987,e4,act3,silver3
4,Jett,1.11,17.4,15.7,3.8,0.51,0.079,245,1985226,e4,act3,silver3
5,Omen,0.99,15.0,15.1,5.2,0.5,0.071,209,1792089,e4,act3,silver3
6,Raze,1.06,16.5,15.6,4.8,0.51,0.07,242,1773933,e4,act3,silver3
7,Brimstone,0.98,14.5,14.8,6.7,0.51,0.052,208,1301928,e4,act3,silver3
8,Viper,0.99,14.3,14.5,5.2,0.51,0.051,202,1295196,e4,act3,silver3
9,Fade,0.96,14.3,15.0,6.7,0.5,0.051,204,1292799,e4,act3,silver3
10,Sova,0.98,14.3,14.6,5.4,0.5,0.045,205,1135260,e4,act3,silver3
11,Skye,0.97,14.4,15.0,6.0,0.5,0.041,203,1026426,e4,act3,silver3
12,Killjoy,0.98,14.0,14.2,4.0,0.52,0.04,201,1013574,e4,act3,silver3
13,KAY/O,0.92,14.1,15.3,7.3,0.47,0.033,204,834105,e4,act3,silver3
14,Neon,1.04,16.5,15.9,4.0,0.49,0.025,235,638316,e4,act3,silver3
15,Breach,0.95,14.5,15.3,5.2,0.49,0.022,204,542385,e4,act3,silver3
16,Cypher,0.98,14.4,14.6,4.5,0.48,0.019,200,487662,e4,act3,silver3
17,Yoru,1.01,15.5,15.4,3.6,0.47,0.018,218,455328,e4,act3,silver3
18,Phoenix,1.08,16.5,15.2,3.8,0.49,0.014,235,349401,e4,act3,silver3
19,Astra,1.03,15.0,14.6,5.1,0.5,0.009,209,229092,e4,act3,silver3
1,Reyna,1.18,18.0,15.3,4.0,0.52,0.136,254,3485034,e4,act3,silver2
2,Sage,0.92,13.5,14.6,6.6,0.51,0.122,192,3124770,e4,act3,silver2
3,Chamber,1.11,16.2,14.6,3.4,0.51,0.096,224,2444481,e4,act3,silver2
4,Jett,1.1,17.1,15.6,3.8,0.51,0.073,243,1876545,e4,act3,silver2
5,Omen,0.98,14.8,15.1,5.1,0.5,0.072,208,1834062,e4,act3,silver2
6,Raze,1.05,16.3,15.5,4.9,0.51,0.071,239,1818456,e4,act3,silver2
7,Fade,0.95,14.1,14.9,6.7,0.5,0.052,202,1337730,e4,act3,silver2
8,Brimstone,0.97,14.3,14.8,6.5,0.52,0.052,206,1328499,e4,act3,silver2
9,Viper,0.97,14.2,14.6,5.2,0.5,0.051,201,1308762,e4,act3,silver2
10,Sova,0.98,14.2,14.6,5.3,0.5,0.046,204,1166013,e4,act3,silver2
11,Killjoy,0.98,13.9,14.2,4.0,0.51,0.043,200,1099407,e4,act3,silver2
12,Skye,0.95,14.1,14.9,6.0,0.5,0.04,200,1031016,e4,act3,silver2
13,KAY/O,0.91,13.9,15.3,7.2,0.47,0.033,203,854046,e4,act3,silver2
14,Neon,1.03,16.3,15.9,4.0,0.49,0.027,233,679779,e4,act3,silver2
15,Breach,0.94,14.4,15.2,5.1,0.5,0.021,204,539019,e4,act3,silver2
16,Yoru,1.0,15.3,15.3,3.6,0.48,0.021,217,524586,e4,act3,silver2
17,Cypher,0.97,14.1,14.5,4.4,0.48,0.019,197,497403,e4,act3,silver2
18,Phoenix,1.07,16.2,15.2,3.8,0.5,0.016,232,397749,e4,act3,silver2
19,Astra,1.02,14.9,14.6,5.0,0.5,0.009,206,223890,e4,act3,silver2
1,Reyna,1.16,17.6,15.2,4.1,0.52,0.134,250,3339072,e4,act3,silver1
2,Sage,0.91,13.2,14.6,6.6,0.51,0.129,189,3212592,e4,act3,silver1
3,Chamber,1.1,15.9,14.5,3.5,0.51,0.089,221,2222733,e4,act3,silver1
4,Omen,0.97,14.6,15.1,4.9,0.49,0.071,206,1770924,e4,act3,silver1
5,Raze,1.03,15.9,15.5,4.9,0.51,0.07,235,1734459,e4,act3,silver1
6,Jett,1.08,16.9,15.6,3.9,0.5,0.069,240,1711407,e4,act3,silver1
7,Fade,0.93,13.9,14.9,6.6,0.5,0.052,199,1301622,e4,act3,silver1
8,Brimstone,0.95,14.0,14.8,6.4,0.5,0.051,203,1278213,e4,act3,silver1
9,Viper,0.96,13.9,14.5,5.2,0.51,0.051,199,1258017,e4,act3,silver1
10,Sova,0.95,13.9,14.6,5.2,0.49,0.046,200,1154640,e4,act3,silver1
11,Killjoy,0.96,13.6,14.2,4.1,0.51,0.046,198,1137045,e4,act3,silver1
12,Skye,0.93,13.9,14.9,6.1,0.5,0.041,198,1007964,e4,act3,silver1
13,KAY/O,0.89,13.6,15.3,7.2,0.47,0.034,199,834156,e4,act3,silver1
14,Neon,1.01,16.0,15.8,4.0,0.49,0.028,230,689010,e4,act3,silver1
