rank,agent,kd,kills,deaths,assists,win_rate,pick_rate,avg_score,matches,episode,act,placement
1,Clove,0.97,17.1,17.7,7.1,0.524,0.106,234,1433967,e8,act3,diamond3
2,Deadlock,1.03,15.2,14.9,4.4,0.509,0.01,204,139707,e8,act3,diamond3
3,Phoenix,1.09,17.0,15.6,4.7,0.504,0.022,236,297432,e8,act3,diamond3
4,Iso,1.13,18.0,16.0,4.4,0.503,0.039,250,529485,e8,act3,diamond3
5,Sage,0.93,13.9,14.9,6.8,0.502,0.031,192,411893,e8,act3,diamond3
6,Gekko,0.93,13.9,14.9,5.2,0.499,0.063,188,853604,e8,act3,diamond3
7,Sova,1.0,14.6,14.6,5.6,0.497,0.066,201,892412,e8,act3,diamond3
8,Fade,0.96,14.4,14.9,6.8,0.497,0.015,197,200900,e8,act3,diamond3
9,Cypher,1.0,14.6,14.5,4.9,0.497,0.077,197,1034696,e8,act3,diamond3
10,Reyna,1.11,17.4,15.7,4.3,0.497,0.096,238,1299871,e8,act3,diamond3
11,Killjoy,1.02,14.7,14.4,3.4,0.496,0.051,200,692810,e8,act3,diamond3
12,Jett,1.07,17.2,16.0,3.4,0.491,0.114,236,1532846,e8,act3,diamond3
13,Raze,1.03,16.5,16.0,4.4,0.49,0.069,234,925543,e8,act3,diamond3
14,Chamber,1.09,16.4,15.0,3.0,0.487,0.047,219,628426,e8,act3,diamond3
15,Skye,0.94,14.2,15.1,7.3,0.484,0.028,195,377892,e8,act3,diamond3
16,Viper,1.02,15.3,14.9,5.3,0.484,0.019,208,256462,e8,act3,diamond3
17,Breach,0.93,14.2,15.3,7.4,0.481,0.02,196,266908,e8,act3,diamond3
18,Brimstone,0.98,14.7,15.0,9.3,0.479,0.018,208,243984,e8,act3,diamond3
19,Neon,0.95,15.9,16.7,4.3,0.477,0.015,222,200134,e8,act3,diamond3
20,Yoru,1.02,16.1,15.8,4.3,0.472,0.011,221,146956,e8,act3,diamond3
1,Clove,0.96,17.0,17.6,7.0,0.524,0.105,234,1574313,e8,act3,diamond2
2,Deadlock,1.01,15.0,14.9,4.3,0.503,0.011,203,159698,e8,act3,diamond2
3,Phoenix,1.09,17.0,15.5,4.7,0.503,0.024,236,354692,e8,act3,diamond2
4,Iso,1.12,17.9,15.9,4.4,0.502,0.038,250,573489,e8,act3,diamond2
5,Sage,0.92,13.8,14.9,6.8,0.5,0.036,191,538942,e8,act3,diamond2
6,Gekko,0.93,13.8,14.9,5.2,0.499,0.063,187,945284,e8,act3,diamond2
7,Sova,0.99,14.5,14.6,5.6,0.498,0.063,201,944823,e8,act3,diamond2
8,Killjoy,1.01,14.6,14.4,3.4,0.496,0.05,199,756984,e8,act3,diamond2
9,Reyna,1.11,17.4,15.7,4.3,0.495,0.099,239,1488568,e8,act3,diamond2
10,Cypher,1.0,14.5,14.5,4.9,0.495,0.074,196,1121551,e8,act3,diamond2
11,Fade,0.95,14.2,14.9,6.7,0.492,0.015,196,233408,e8,act3,diamond2
12,Jett,1.08,17.2,16.0,3.4,0.491,0.109,236,1647844,e8,act3,diamond2
13,Raze,1.03,16.5,16.0,4.4,0.489,0.068,234,1017368,e8,act3,diamond2
14,Chamber,1.09,16.3,14.9,3.0,0.486,0.047,219,708788,e8,act3,diamond2
15,Viper,1.02,15.2,14.9,5.3,0.484,0.018,207,273424,e8,act3,diamond2
16,Skye,0.93,14.1,15.1,7.2,0.484,0.028,194,424088,e8,act3,diamond2
17,Breach,0.93,14.2,15.3,7.2,0.48,0.021,196,310572,e8,act3,diamond2
18,Brimstone,0.98,14.6,15.0,9.1,0.478,0.019,207,285837,e8,act3,diamond2
19,Neon,0.95,15.9,16.7,4.3,0.476,0.016,222,236789,e8,act3,diamond2
20,Yoru,1.01,16.0,15.8,4.3,0.471,0.011,220,169153,e8,act3,diamond2
1,Clove,0.96,16.9,17.6,6.9,0.523,0.104,233,1759900,e8,act3,diamond1
2,Deadlock,1.01,14.9,14.8,4.3,0.502,0.011,202,188244,e8,act3,diamond1
3,Phoenix,1.09,16.9,15.5,4.6,0.501,0.025,236,419089,e8,act3,diamond1
4,Iso,1.12,17.8,15.9,4.4,0.501,0.037,250,623264,e8,act3,diamond1
5,Sage,0.91,13.6,14.9,6.8,0.499,0.041,189,700927,e8,act3,diamond1
6,Gekko,0.92,13.7,14.9,5.1,0.497,0.063,187,1069197,e8,act3,diamond1
7,Reyna,1.11,17.4,15.6,4.3,0.495,0.101,240,1714151,e8,act3,diamond1
8,Sova,0.99,14.4,14.6,5.5,0.495,0.059,201,1004875,e8,act3,diamond1
9,Cypher,1.0,14.4,14.5,4.9,0.494,0.073,196,1238248,e8,act3,diamond1
10,Killjoy,1.0,14.4,14.4,3.4,0.494,0.049,198,840356,e8,act3,diamond1
11,Fade,0.95,14.1,14.9,6.7,0.493,0.016,195,268383,e8,act3,diamond1
12,Raze,1.03,16.5,16.0,4.4,0.49,0.066,234,1126388,e8,act3,diamond1
13,Jett,1.08,17.2,15.9,3.4,0.49,0.105,236,1786324,e8,act3,diamond1
14,Chamber,1.09,16.3,14.9,3.1,0.488,0.047,219,797509,e8,act3,diamond1
15,Viper,1.02,15.1,14.8,5.2,0.482,0.017,207,293784,e8,act3,diamond1
16,Skye,0.93,14.0,15.1,7.2,0.482,0.028,194,483609,e8,act3,diamond1
17,Breach,0.92,14.1,15.3,7.1,0.481,0.021,196,360012,e8,act3,diamond1
18,Brimstone,0.97,14.5,14.9,9.0,0.479,0.02,206,341419,e8,act3,diamond1
19,Neon,0.96,15.9,16.6,4.3,0.476,0.016,223,276819,e8,act3,diamond1
20,Yoru,1.01,15.9,15.7,4.3,0.467,0.012,220,195430,e8,act3,diamond1
1,Clove,0.97,17.0,17.5,6.8,0.527,0.103,235,1952717,e8,act3,platinum3
2,Deadlock,1.01,15.0,14.8,4.3,0.504,0.011,203,218829,e8,act3,platinum3
3,Iso,1.13,17.9,15.8,4.4,0.504,0.037,251,698186,e8,act3,platinum3
4,Phoenix,1.11,17.0,15.4,4.6,0.503,0.026,238,500057,e8,act3,platinum3
5,Sage,0.92,13.6,14.8,6.8,0.501,0.046,190,869826,e8,act3,platinum3
6,Gekko,0.93,13.8,14.8,5.1,0.501,0.062,188,1171684,e8,act3,platinum3
7,Sova,1.0,14.5,14.5,5.5,0.499,0.056,203,1057674,e8,act3,platinum3
8,Reyna,1.13,17.6,15.6,4.3,0.499,0.106,243,2009690,e8,act3,platinum3
9,Cypher,1.0,14.5,14.4,4.9,0.497,0.071,197,1343237,e8,act3,platinum3
10,Killjoy,1.01,14.4,14.3,3.5,0.496,0.048,199,913814,e8,act3,platinum3
11,Fade,0.95,14.2,14.9,6.6,0.496,0.016,197,303328,e8,act3,platinum3
12,Jett,1.09,17.3,15.8,3.5,0.493,0.102,239,1951706,e8,act3,platinum3
13,Raze,1.04,16.5,15.9,4.4,0.491,0.066,236,1249712,e8,act3,platinum3
14,Chamber,1.1,16.4,14.8,3.1,0.49,0.046,221,884526,e8,act3,platinum3
15,Viper,1.02,15.1,14.8,5.2,0.484,0.016,208,312127,e8,act3,platinum3
16,Skye,0.93,14.1,15.1,7.2,0.483,0.028,195,539277,e8,act3,platinum3
17,Breach,0.93,14.2,15.3,6.9,0.483,0.021,198,406654,e8,act3,platinum3
18,Brimstone,0.98,14.6,14.9,8.8,0.481,0.021,207,402436,e8,act3,platinum3
19,Neon,0.97,16.0,16.5,4.3,0.478,0.017,225,326199,e8,act3,platinum3
20,Yoru,1.02,15.9,15.7,4.3,0.467,0.012,221,227889,e8,act3,platinum3
1,Clove,0.97,16.9,17.5,6.6,0.526,0.101,235,2105818,e8,act3,platinum2
2,Phoenix,1.1,17.0,15.4,4.6,0.502,0.027,238,566785,e8,act3,platinum2
3,Iso,1.13,17.8,15.8,4.4,0.501,0.036,250,745575,e8,act3,platinum2
4,Deadlock,1.01,14.9,14.8,4.3,0.5,0.012,202,249985,e8,act3,platinum2
5,Sage,0.91,13.5,14.8,6.8,0.5,0.05,189,1051602,e8,act3,platinum2
6,Gekko,0.92,13.7,14.8,5.1,0.499,0.061,188,1276977,e8,act3,platinum2
7,Sova,1.0,14.5,14.5,5.4,0.498,0.053,203,1106698,e8,act3,platinum2
8,Reyna,1.13,17.6,15.5,4.3,0.498,0.107,243,2226937,e8,act3,platinum2
9,Cypher,1.0,14.4,14.4,4.9,0.497,0.069,197,1448762,e8,act3,platinum2
10,Killjoy,1.0,14.3,14.3,3.5,0.495,0.047,198,983840,e8,act3,platinum2
11,Jett,1.09,17.3,15.8,3.5,0.493,0.098,239,2049854,e8,act3,platinum2
12,Fade,0.94,14.1,14.9,6.5,0.492,0.016,196,338836,e8,act3,platinum2
13,Raze,1.04,16.5,15.8,4.4,0.491,0.065,236,1352718,e8,act3,platinum2
14,Chamber,1.1,16.3,14.8,3.1,0.49,0.046,221,958554,e8,act3,platinum2
15,Viper,1.02,15.1,14.7,5.2,0.484,0.016,208,330191,e8,act3,platinum2
16,Breach,0.93,14.2,15.3,6.7,0.482,0.022,198,455933,e8,act3,platinum2
17,Brimstone,0.97,14.5,14.9,8.7,0.481,0.022,207,464988,e8,act3,platinum2
18,Skye,0.93,14.0,15.1,7.2,0.481,0.028,195,593662,e8,act3,platinum2
19,Neon,0.97,16.0,16.5,4.2,0.477,0.018,225,380397,e8,act3,platinum2
20,Yoru,1.01,15.9,15.6,4.3,0.467,0.013,220,264728,e8,act3,platinum2
1,Clove,0.96,16.8,17.4,6.5,0.525,0.099,233,2294493,e8,act3,platinum1
2,Phoenix,1.1,16.8,15.3,4.5,0.5,0.028,237,646640,e8,act3,platinum1
3,Iso,1.11,17.6,15.8,4.4,0.5,0.034,248,788449,e8,act3,platinum1
4,Gekko,0.92,13.6,14.8,5.1,0.5,0.062,187,1423503,e8,act3,platinum1
5,Reyna,1.13,17.5,15.5,4.3,0.499,0.107,243,2480894,e8,act3,platinum1
6,Deadlock,0.99,14.7,14.8,4.3,0.498,0.012,200,287014,e8,act3,platinum1
7,Sage,0.9,13.3,14.8,6.8,0.498,0.055,187,1274789,e8,act3,platinum1
8,Sova,0.99,14.3,14.5,5.4,0.497,0.051,201,1182247,e8,act3,platinum1
9,Cypher,0.99,14.2,14.4,4.9,0.495,0.069,195,1594175,e8,act3,platinum1
10,Killjoy,0.99,14.2,14.3,3.6,0.494,0.048,197,1101714,e8,act3,platinum1
11,Jett,1.09,17.2,15.7,3.5,0.493,0.093,239,2147446,e8,act3,platinum1
12,Raze,1.04,16.4,15.8,4.4,0.492,0.063,235,1464799,e8,act3,platinum1
13,Fade,0.93,13.9,14.9,6.5,0.491,0.017,194,389059,e8,act3,platinum1
14,Chamber,1.1,16.2,14.7,3.2,0.49,0.044,220,1027345,e8,act3,platinum1
15,Viper,1.01,14.9,14.7,5.2,0.483,0.015,207,357199,e8,act3,platinum1
16,Breach,0.92,14.1,15.3,6.6,0.483,0.022,197,510785,e8,act3,platinum1
17,Skye,0.92,13.8,15.1,7.2,0.48,0.029,193,669834,e8,act3,platinum1
18,Brimstone,0.97,14.3,14.9,8.5,0.479,0.023,205,537872,e8,act3,platinum1
19,Neon,0.97,15.9,16.4,4.2,0.478,0.019,224,438886,e8,act3,platinum1
20,Yoru,1.0,15.7,15.6,4.2,0.467,0.013,218,302985,e8,act3,platinum1
1,Clove,0.97,16.9,17.4,6.4,0.528,0.098,236,2408619,e8,act3,gold3
2,Iso,1.13,17.7,15.7,4.4,0.504,0.034,250,840628,e8,act3,gold3
3,Phoenix,1.11,16.9,15.2,4.5,0.503,0.029,239,718417,e8,act3,gold3
4,Gekko,0.92,13.6,14.8,5.1,0.503,0.061,189,1499581,e8,act3,gold3
5,Reyna,1.15,17.7,15.4,4.3,0.502,0.111,246,2741242,e8,act3,gold3
6,Deadlock,1.0,14.7,14.7,4.3,0.5,0.013,202,317832,e8,act3,gold3
7,Sage,0.91,13.4,14.7,6.8,0.5,0.059,188,1457581,e8,act3,gold3
8,Killjoy,1.0,14.2,14.2,3.6,0.498,0.047,198,1155134,e8,act3,gold3
9,Sova,0.99,14.4,14.5,5.4,0.498,0.049,203,1199190,e8,act3,gold3
10,Cypher,1.0,14.3,14.3,4.9,0.498,0.068,197,1672032,e8,act3,gold3
11,Jett,1.11,17.3,15.6,3.6,0.497,0.089,241,2202143,e8,act3,gold3
12,Fade,0.94,14.0,14.9,6.4,0.494,0.017,195,417644,e8,act3,gold3
13,Raze,1.05,16.4,15.7,4.5,0.494,0.063,237,1544977,e8,act3,gold3
14,Chamber,1.11,16.2,14.7,3.2,0.493,0.043,222,1054044,e8,act3,gold3
15,Viper,1.02,14.9,14.6,5.2,0.487,0.015,208,370722,e8,act3,gold3
16,Skye,0.92,13.8,15.0,7.2,0.483,0.029,195,712487,e8,act3,gold3
17,Breach,0.93,14.2,15.2,6.5,0.483,0.022,199,540609,e8,act3,gold3
18,Brimstone,0.98,14.4,14.8,8.4,0.483,0.024,207,601972,e8,act3,gold3
19,Neon,0.98,16.0,16.3,4.2,0.482,0.02,227,494181,e8,act3,gold3
20,Astra,1.04,15.1,14.6,6.0,0.469,0.005,209,123339,e8,act3,gold3
1,Clove,0.96,16.7,17.3,6.3,0.526,0.096,234,2388530,e8,act3,gold2
2,Reyna,1.14,17.5,15.3,4.3,0.502,0.111,245,2768374,e8,act3,gold2
3,Phoenix,1.1,16.7,15.2,4.5,0.501,0.03,237,745152,e8,act3,gold2
4,Gekko,0.91,13.5,14.8,5.0,0.5,0.061,187,1524501,e8,act3,gold2
5,Iso,1.11,17.4,15.7,4.4,0.5,0.033,247,826190,e8,act3,gold2
6,Sage,0.9,13.2,14.7,6.7,0.499,0.064,187,1599767,e8,act3,gold2
7,Deadlock,0.98,14.5,14.7,4.3,0.498,0.013,199,334766,e8,act3,gold2
8,Killjoy,0.99,14.0,14.2,3.6,0.497,0.047,197,1164227,e8,act3,gold2
9,Jett,1.1,17.2,15.6,3.6,0.497,0.084,240,2099611,e8,act3,gold2
10,Sova,0.98,14.2,14.5,5.3,0.497,0.047,201,1171928,e8,act3,gold2
11,Cypher,0.99,14.1,14.3,4.9,0.496,0.067,195,1673717,e8,act3,gold2
12,Raze,1.04,16.3,15.7,4.5,0.493,0.061,235,1517521,e8,act3,gold2
13,Fade,0.93,13.7,14.9,6.4,0.491,0.018,194,437394,e8,act3,gold2
14,Chamber,1.1,16.1,14.6,3.2,0.491,0.041,220,1027959,e8,act3,gold2
15,Breach,0.93,14.1,15.2,6.3,0.485,0.022,198,552791,e8,act3,gold2
16,Brimstone,0.97,14.3,14.8,8.2,0.482,0.026,206,635653,e8,act3,gold2
