rank,agent,kd,kills,deaths,assists,win_rate,pick_rate,avg_score,matches,episode,act,placement
22,Neon,1.01,16.5,16.4,4.3,0.494,0.005,227,1774,e8,act2,immortal3
23,Harbor,0.96,14.5,15.2,5.9,0.473,0.002,194,702,e8,act2,immortal3
24,KAY/O,0.95,14.8,15.6,10.1,0.445,0.013,206,5306,e8,act2,immortal3
1,Phoenix,1.11,17.4,15.7,4.6,0.531,0.017,238,11493,e8,act2,immortal2
2,Sage,1.0,15.0,15.0,6.8,0.523,0.014,206,9421,e8,act2,immortal2
3,Clove,1.01,18.3,18.2,8.3,0.521,0.001,243,622,e8,act2,immortal2
4,Deadlock,1.07,16.0,15.0,4.3,0.52,0.007,212,5048,e8,act2,immortal2
5,Brimstone,0.99,14.8,14.9,9.7,0.512,0.026,206,17791,e8,act2,immortal2
6,Reyna,1.12,17.7,15.8,4.1,0.51,0.107,239,73214,e8,act2,immortal2
7,Sova,1.0,14.7,14.7,5.6,0.503,0.086,201,58552,e8,act2,immortal2
8,Killjoy,1.05,15.4,14.6,3.1,0.503,0.048,205,32532,e8,act2,immortal2
9,Jett,1.09,17.6,16.1,3.2,0.503,0.157,238,107739,e8,act2,immortal2
10,Cypher,1.04,15.2,14.7,4.5,0.502,0.095,201,65349,e8,act2,immortal2
11,Viper,1.03,15.2,14.8,5.3,0.501,0.06,205,40993,e8,act2,immortal2
12,Raze,1.05,17.0,16.2,4.2,0.5,0.086,238,58833,e8,act2,immortal2
13,Gekko,0.96,14.4,15.0,5.1,0.499,0.042,191,29069,e8,act2,immortal2
14,Astra,1.07,15.7,14.7,7.4,0.497,0.008,210,5689,e8,act2,immortal2
15,Fade,0.99,14.9,15.0,7.0,0.494,0.014,201,9388,e8,act2,immortal2
16,Omen,1.0,15.0,15.0,8.2,0.493,0.098,202,67248,e8,act2,immortal2
17,Yoru,1.05,16.6,15.9,4.2,0.492,0.018,225,12212,e8,act2,immortal2
18,Skye,0.97,14.6,15.1,7.5,0.49,0.04,198,27367,e8,act2,immortal2
19,Chamber,1.12,16.9,15.1,2.7,0.489,0.039,223,26937,e8,act2,immortal2
20,Iso,1.05,16.9,16.0,3.9,0.486,0.003,232,2367,e8,act2,immortal2
21,Neon,0.99,16.4,16.6,4.3,0.483,0.005,225,3345,e8,act2,immortal2
22,Breach,0.95,14.4,15.2,8.1,0.48,0.012,196,8237,e8,act2,immortal2
23,Harbor,0.93,14.3,15.4,6.1,0.462,0.002,193,1524,e8,act2,immortal2
24,KAY/O,0.93,14.5,15.6,9.8,0.443,0.014,203,9557,e8,act2,immortal2
1,Clove,0.97,17.3,17.8,7.9,0.534,0.001,236,1538,e8,act2,immortal1
2,Sage,0.98,14.7,15.0,6.9,0.518,0.019,201,35963,e8,act2,immortal1
3,Phoenix,1.1,17.2,15.7,4.6,0.508,0.018,237,34316,e8,act2,immortal1
4,Deadlock,1.05,15.7,15.0,4.3,0.505,0.007,208,13975,e8,act2,immortal1
5,Brimstone,0.99,14.8,15.0,9.6,0.502,0.027,206,50355,e8,act2,immortal1
6,Reyna,1.12,17.6,15.8,4.1,0.499,0.107,239,201592,e8,act2,immortal1
7,Cypher,1.02,15.0,14.7,4.5,0.498,0.093,199,175593,e8,act2,immortal1
8,Killjoy,1.04,15.2,14.6,3.1,0.497,0.043,204,80354,e8,act2,immortal1
9,Gekko,0.95,14.3,15.0,5.1,0.497,0.044,190,82658,e8,act2,immortal1
10,Astra,1.05,15.5,14.8,7.3,0.497,0.01,209,18359,e8,act2,immortal1
11,Sova,0.99,14.6,14.7,5.6,0.494,0.082,200,154328,e8,act2,immortal1
12,Viper,1.02,15.1,14.8,5.2,0.494,0.058,204,109389,e8,act2,immortal1
13,Fade,0.98,14.7,15.0,6.7,0.493,0.013,199,24907,e8,act2,immortal1
14,Raze,1.04,16.9,16.2,4.3,0.493,0.081,236,153209,e8,act2,immortal1
15,Jett,1.08,17.5,16.2,3.2,0.492,0.154,236,291194,e8,act2,immortal1
16,Skye,0.96,14.6,15.1,7.4,0.492,0.038,198,72652,e8,act2,immortal1
17,Omen,1.0,15.0,15.1,8.0,0.489,0.099,203,186274,e8,act2,immortal1
18,Chamber,1.11,16.8,15.1,2.7,0.484,0.047,222,88239,e8,act2,immortal1
19,Neon,0.97,16.1,16.6,4.3,0.475,0.005,222,9916,e8,act2,immortal1
20,Yoru,1.03,16.3,15.9,4.2,0.475,0.018,223,33767,e8,act2,immortal1
21,Breach,0.94,14.4,15.2,7.8,0.473,0.014,196,27305,e8,act2,immortal1
22,Iso,1.04,16.8,16.2,3.9,0.455,0.004,231,7756,e8,act2,immortal1
23,Harbor,0.94,14.4,15.4,6.0,0.452,0.003,194,5039,e8,act2,immortal1
24,KAY/O,0.93,14.5,15.6,9.6,0.442,0.016,203,29418,e8,act2,immortal1
1,Clove,1.0,17.9,17.9,7.6,0.537,0.001,243,2301,e8,act2,ascendant3
2,Sage,0.97,14.6,15.0,6.9,0.517,0.023,200,68087,e8,act2,ascendant3
3,Brimstone,0.99,14.7,14.9,9.5,0.509,0.028,206,81376,e8,act2,ascendant3
4,Phoenix,1.1,17.2,15.7,4.6,0.505,0.021,237,60781,e8,act2,ascendant3
5,Reyna,1.12,17.7,15.8,4.1,0.503,0.105,239,308985,e8,act2,ascendant3
6,Deadlock,1.04,15.6,15.0,4.3,0.502,0.008,208,22611,e8,act2,ascendant3
7,Cypher,1.02,15.0,14.6,4.6,0.499,0.092,200,270890,e8,act2,ascendant3
8,Killjoy,1.04,15.2,14.6,3.2,0.498,0.039,204,116464,e8,act2,ascendant3
9,Gekko,0.95,14.2,15.0,5.1,0.498,0.046,191,134609,e8,act2,ascendant3
10,Viper,1.02,15.1,14.8,5.2,0.498,0.057,204,167425,e8,act2,ascendant3
11,Sova,0.99,14.6,14.7,5.6,0.497,0.078,201,231436,e8,act2,ascendant3
12,Fade,0.99,14.7,15.0,6.7,0.494,0.013,200,38801,e8,act2,ascendant3
13,Jett,1.08,17.4,16.1,3.3,0.493,0.15,237,443539,e8,act2,ascendant3
14,Astra,1.05,15.5,14.8,7.2,0.493,0.011,209,31303,e8,act2,ascendant3
15,Skye,0.97,14.6,15.1,7.4,0.493,0.038,199,111071,e8,act2,ascendant3
16,Raze,1.04,16.8,16.2,4.3,0.491,0.081,237,239761,e8,act2,ascendant3
17,Chamber,1.11,16.8,15.1,2.8,0.49,0.05,222,146762,e8,act2,ascendant3
18,Omen,1.0,15.0,15.1,7.9,0.489,0.098,203,289742,e8,act2,ascendant3
19,Yoru,1.03,16.4,15.9,4.2,0.478,0.017,223,51707,e8,act2,ascendant3
20,Neon,0.97,16.2,16.6,4.2,0.476,0.006,223,16697,e8,act2,ascendant3
21,Breach,0.94,14.4,15.3,7.7,0.475,0.016,196,47270,e8,act2,ascendant3
22,Iso,1.03,16.8,16.3,4.0,0.452,0.005,231,14119,e8,act2,ascendant3
23,Harbor,0.94,14.4,15.3,5.9,0.45,0.003,195,9713,e8,act2,ascendant3
24,KAY/O,0.93,14.5,15.6,9.5,0.443,0.017,203,50531,e8,act2,ascendant3
1,Clove,0.96,17.2,17.9,7.5,0.512,0.001,234,3833,e8,act2,ascendant2
2,Brimstone,0.99,14.7,14.9,9.3,0.512,0.029,206,123579,e8,act2,ascendant2
3,Sage,0.96,14.4,15.0,6.9,0.51,0.027,198,118837,e8,act2,ascendant2
4,Phoenix,1.1,17.3,15.7,4.6,0.509,0.022,238,93323,e8,act2,ascendant2
5,Reyna,1.12,17.6,15.8,4.1,0.501,0.102,239,440676,e8,act2,ascendant2
6,Deadlock,1.03,15.5,15.0,4.3,0.5,0.008,207,34547,e8,act2,ascendant2
7,Sova,0.99,14.6,14.7,5.6,0.498,0.076,200,326943,e8,act2,ascendant2
8,Astra,1.05,15.5,14.8,7.1,0.497,0.011,208,47498,e8,act2,ascendant2
9,Cypher,1.02,14.9,14.6,4.6,0.497,0.092,200,398599,e8,act2,ascendant2
10,Killjoy,1.03,15.0,14.6,3.3,0.496,0.038,203,165871,e8,act2,ascendant2
11,Gekko,0.95,14.2,15.0,5.1,0.496,0.047,190,204681,e8,act2,ascendant2
12,Viper,1.01,15.0,14.8,5.2,0.495,0.057,204,245448,e8,act2,ascendant2
13,Jett,1.08,17.4,16.1,3.3,0.492,0.142,237,613258,e8,act2,ascendant2
14,Raze,1.03,16.7,16.2,4.3,0.492,0.079,236,342178,e8,act2,ascendant2
15,Skye,0.96,14.6,15.2,7.3,0.491,0.037,199,161373,e8,act2,ascendant2
16,Fade,0.98,14.7,15.0,6.7,0.49,0.014,199,59683,e8,act2,ascendant2
17,Omen,0.99,15.0,15.1,7.7,0.49,0.098,203,425971,e8,act2,ascendant2
18,Chamber,1.11,16.7,15.1,2.9,0.489,0.052,222,224068,e8,act2,ascendant2
19,Yoru,1.02,16.2,15.9,4.2,0.478,0.017,221,73969,e8,act2,ascendant2
20,Neon,0.97,16.1,16.6,4.3,0.476,0.006,222,27219,e8,act2,ascendant2
21,Breach,0.94,14.4,15.3,7.5,0.472,0.017,197,75475,e8,act2,ascendant2
22,Iso,1.03,16.7,16.2,4.0,0.454,0.006,231,23891,e8,act2,ascendant2
23,Harbor,0.93,14.2,15.3,5.9,0.45,0.004,193,16729,e8,act2,ascendant2
24,KAY/O,0.92,14.5,15.6,9.3,0.447,0.019,203,82026,e8,act2,ascendant2
1,Clove,0.96,17.1,17.8,7.4,0.522,0.001,235,4295,e8,act2,ascendant1
2,Brimstone,0.98,14.6,14.9,9.2,0.511,0.03,205,167489,e8,act2,ascendant1
3,Sage,0.95,14.3,15.0,6.9,0.508,0.032,196,180198,e8,act2,ascendant1
4,Deadlock,1.03,15.4,15.0,4.2,0.505,0.008,206,45872,e8,act2,ascendant1
5,Phoenix,1.1,17.2,15.7,4.6,0.505,0.022,237,126647,e8,act2,ascendant1
6,Reyna,1.12,17.6,15.8,4.2,0.502,0.1,240,565241,e8,act2,ascendant1
7,Sova,0.99,14.6,14.7,5.5,0.497,0.072,200,406921,e8,act2,ascendant1
8,Viper,1.01,14.9,14.8,5.2,0.497,0.056,203,316455,e8,act2,ascendant1
9,Cypher,1.01,14.8,14.6,4.6,0.496,0.091,199,512145,e8,act2,ascendant1
10,Gekko,0.94,14.1,15.0,5.1,0.496,0.048,190,273053,e8,act2,ascendant1
11,Skye,0.96,14.5,15.1,7.3,0.494,0.037,198,211126,e8,act2,ascendant1
12,Fade,0.97,14.6,15.0,6.6,0.492,0.014,198,80145,e8,act2,ascendant1
13,Jett,1.08,17.3,16.1,3.4,0.492,0.135,237,760938,e8,act2,ascendant1
14,Astra,1.04,15.4,14.8,6.9,0.492,0.012,208,65443,e8,act2,ascendant1
15,Killjoy,1.02,14.9,14.6,3.3,0.492,0.038,201,215399,e8,act2,ascendant1
16,Raze,1.03,16.7,16.2,4.4,0.489,0.077,235,434996,e8,act2,ascendant1
17,Chamber,1.1,16.7,15.1,2.9,0.489,0.052,222,295372,e8,act2,ascendant1
18,Omen,0.99,14.9,15.1,7.5,0.489,0.099,203,558487,e8,act2,ascendant1
19,Breach,0.94,14.4,15.3,7.4,0.477,0.019,197,104784,e8,act2,ascendant1
20,Yoru,1.02,16.2,15.9,4.2,0.476,0.017,222,94803,e8,act2,ascendant1
21,Neon,0.97,16.0,16.5,4.2,0.467,0.007,222,37787,e8,act2,ascendant1
22,Iso,1.02,16.6,16.2,4.0,0.454,0.006,229,33841,e8,act2,ascendant1
23,Harbor,0.93,14.2,15.4,5.9,0.45,0.004,193,24695,e8,act2,ascendant1
24,KAY/O,0.92,14.4,15.6,9.2,0.448,0.021,202,118329,e8,act2,ascendant1
1,Clove,0.97,17.1,17.7,7.2,0.523,0.001,236,4765,e8,act2,diamond3
2,Phoenix,1.1,17.2,15.6,4.6,0.509,0.024,238,155868,e8,act2,diamond3
3,Brimstone,0.98,14.6,14.9,9.1,0.508,0.031,205,202815,e8,act2,diamond3
4,Sage,0.94,14.1,15.0,6.9,0.508,0.037,195,240728,e8,act2,diamond3
5,Reyna,1.12,17.6,15.7,4.2,0.503,0.1,241,659787,e8,act2,diamond3
6,Gekko,0.94,14.1,15.0,5.1,0.499,0.05,190,325851,e8,act2,diamond3
7,Cypher,1.01,14.8,14.6,4.6,0.498,0.089,198,586597,e8,act2,diamond3
8,Deadlock,1.02,15.3,15.0,4.2,0.498,0.009,205,56305,e8,act2,diamond3
9,Sova,0.99,14.5,14.7,5.5,0.498,0.069,200,452831,e8,act2,diamond3
10,Viper,1.01,14.9,14.8,5.2,0.497,0.055,203,360079,e8,act2,diamond3
11,Raze,1.03,16.7,16.1,4.4,0.493,0.076,236,496727,e8,act2,diamond3
12,Killjoy,1.02,14.8,14.5,3.4,0.493,0.038,201,250820,e8,act2,diamond3
13,Skye,0.96,14.5,15.1,7.3,0.493,0.037,198,244179,e8,act2,diamond3
14,Jett,1.08,17.3,16.1,3.4,0.492,0.128,237,843025,e8,act2,diamond3
15,Fade,0.96,14.5,15.0,6.5,0.491,0.015,198,98949,e8,act2,diamond3
16,Astra,1.04,15.4,14.8,6.8,0.491,0.012,207,77518,e8,act2,diamond3
17,Chamber,1.11,16.6,15.0,3.0,0.491,0.053,222,350970,e8,act2,diamond3
18,Omen,0.99,14.9,15.1,7.4,0.489,0.1,203,654719,e8,act2,diamond3
19,Breach,0.93,14.3,15.4,7.2,0.477,0.019,197,127707,e8,act2,diamond3
20,Yoru,1.02,16.2,15.9,4.2,0.475,0.016,222,108200,e8,act2,diamond3
21,Neon,0.97,16.0,16.5,4.2,0.471,0.007,222,47187,e8,act2,diamond3
22,Harbor,0.92,14.1,15.3,5.8,0.459,0.005,192,32109,e8,act2,diamond3
23,Iso,1.02,16.5,16.2,4.0,0.456,0.007,229,44808,e8,act2,diamond3
24,KAY/O,0.92,14.3,15.6,9.1,0.451,0.022,202,147761,e8,act2,diamond3
1,Brimstone,0.97,14.5,14.9,8.9,0.51,0.032,204,223865,e8,act2,diamond2
2,Sage,0.93,14.0,15.0,6.9,0.506,0.042,193,292113,e8,act2,diamond2
3,Phoenix,1.1,17.2,15.6,4.5,0.505,0.025,238,178123,e8,act2,diamond2
4,Deadlock,1.02,15.3,14.9,4.2,0.503,0.009,205,64599,e8,act2,diamond2
5,Reyna,1.12,17.6,15.7,4.2,0.502,0.102,241,715177,e8,act2,diamond2
6,Gekko,0.93,14.0,15.0,5.0,0.499,0.05,189,348924,e8,act2,diamond2
7,Sova,0.98,14.5,14.7,5.5,0.499,0.065,200,459742,e8,act2,diamond2
8,Viper,1.0,14.8,14.8,5.2,0.497,0.053,202,374107,e8,act2,diamond2
9,Cypher,1.01,14.7,14.6,4.6,0.496,0.087,197,608445,e8,act2,diamond2
10,Jett,1.08,17.3,16.0,3.4,0.492,0.123,238,865292,e8,act2,diamond2
11,Skye,0.95,14.4,15.1,7.2,0.492,0.037,197,263206,e8,act2,diamond2
12,Astra,1.03,15.2,14.8,6.6,0.492,0.012,206,83345,e8,act2,diamond2
13,Raze,1.03,16.6,16.1,4.4,0.492,0.074,235,522865,e8,act2,diamond2
14,Killjoy,1.01,14.6,14.5,3.4,0.491,0.038,199,267820,e8,act2,diamond2
15,Chamber,1.1,16.6,15.0,3.0,0.491,0.054,221,379778,e8,act2,diamond2
16,Fade,0.95,14.3,15.0,6.4,0.49,0.016,197,111948,e8,act2,diamond2
17,Omen,0.98,14.8,15.1,7.2,0.488,0.1,202,700705,e8,act2,diamond2
18,Breach,0.93,14.4,15.4,7.0,0.476,0.02,197,141362,e8,act2,diamond2
19,Yoru,1.02,16.1,15.8,4.2,0.473,0.017,221,116345,e8,act2,diamond2
20,Neon,0.97,16.0,16.5,4.2,0.473,0.008,223,56791,e8,act2,diamond2
21,Harbor,0.92,14.1,15.2,5.8,0.458,0.005,192,38358,e8,act2,diamond2
22,Iso,1.01,16.4,16.2,4.0,0.454,0.008,228,54273,e8,act2,diamond2
23,KAY/O,0.91,14.2,15.6,9.0,0.447,0.024,201,165584,e8,act2,diamond2
1,Clove,0.97,17.2,17.7,7.0,0.536,0.001,236,5649,e8,act2,diamond1
2,Brimstone,0.96,14.4,14.9,8.7,0.505,0.033,203,275714,e8,act2,diamond1
3,Phoenix,1.1,17.1,15.5,4.5,0.505,0.027,238,223575,e8,act2,diamond1
4,Sage,0.92,13.8,15.0,6.9,0.504,0.047,191,392235,e8,act2,diamond1
5,Reyna,1.13,17.6,15.7,4.2,0.502,0.103,242,866953,e8,act2,diamond1
6,Gekko,0.93,13.9,15.0,5.0,0.498,0.05,189,422525,e8,act2,diamond1
7,Deadlock,1.01,15.1,14.9,4.2,0.497,0.01,204,80745,e8,act2,diamond1
8,Viper,1.0,14.7,14.7,5.2,0.496,0.052,202,437387,e8,act2,diamond1
9,Sova,0.98,14.4,14.7,5.4,0.496,0.062,200,518374,e8,act2,diamond1
10,Cypher,1.0,14.6,14.5,4.7,0.495,0.085,197,715429,e8,act2,diamond1
11,Jett,1.08,17.3,16.0,3.4,0.492,0.118,238,989417,e8,act2,diamond1
12,Chamber,1.1,16.5,15.0,3.0,0.492,0.053,221,445862,e8,act2,diamond1
13,Astra,1.02,15.1,14.8,6.5,0.491,0.012,205,100678,e8,act2,diamond1
14,Fade,0.95,14.3,15.0,6.4,0.491,0.017,196,138963,e8,act2,diamond1
15,Raze,1.03,16.6,16.1,4.4,0.49,0.073,235,609524,e8,act2,diamond1
16,Skye,0.94,14.3,15.1,7.2,0.489,0.037,196,313582,e8,act2,diamond1
17,Killjoy,1.0,14.5,14.5,3.4,0.488,0.038,198,321115,e8,act2,diamond1
18,Omen,0.98,14.8,15.1,7.0,0.485,0.099,202,832246,e8,act2,diamond1
19,Breach,0.93,14.3,15.3,6.8,0.48,0.021,197,172860,e8,act2,diamond1
20,Yoru,1.02,16.0,15.8,4.2,0.472,0.017,220,140010,e8,act2,diamond1
21,Neon,0.97,15.9,16.4,4.2,0.469,0.009,222,74428,e8,act2,diamond1
22,Harbor,0.92,13.9,15.2,5.7,0.457,0.006,191,48539,e8,act2,diamond1
23,Iso,1.01,16.4,16.2,4.0,0.454,0.009,228,71447,e8,act2,diamond1
24,KAY/O,0.91,14.1,15.6,8.8,0.449,0.024,200,205701,e8,act2,diamond1
1,Clove,0.98,17.2,17.6,6.9,0.524,0.001,238,6170,e8,act2,platinum3
2,Phoenix,1.11,17.2,15.5,4.5,0.509,0.028,240,264038,e8,act2,platinum3
3,Brimstone,0.97,14.5,14.9,8.6,0.507,0.034,205,321734,e8,act2,platinum3
4,Sage,0.93,13.8,14.9,6.9,0.506,0.05,192,471668,e8,act2,platinum3
5,Reyna,1.14,17.8,15.6,4.2,0.503,0.107,245,1007785,e8,act2,platinum3
6,Gekko,0.93,14.0,14.9,5.0,0.5,0.049,190,463724,e8,act2,platinum3
7,Sova,0.99,14.5,14.6,5.4,0.5,0.058,201,545779,e8,act2,platinum3
8,Viper,1.01,14.8,14.7,5.1,0.499,0.05,204,472924,e8,act2,platinum3
9,Deadlock,1.01,15.1,14.9,4.2,0.499,0.01,204,95884,e8,act2,platinum3
10,Cypher,1.01,14.6,14.5,4.7,0.499,0.083,198,777133,e8,act2,platinum3
11,Jett,1.1,17.4,15.9,3.5,0.495,0.115,240,1078475,e8,act2,platinum3
12,Astra,1.04,15.2,14.7,6.3,0.495,0.012,207,110709,e8,act2,platinum3
13,Killjoy,1.0,14.5,14.4,3.5,0.494,0.038,199,356402,e8,act2,platinum3
14,Chamber,1.11,16.6,14.9,3.1,0.493,0.052,223,488459,e8,act2,platinum3
15,Raze,1.04,16.7,16.0,4.4,0.492,0.072,237,674847,e8,act2,platinum3
16,Skye,0.95,14.3,15.1,7.1,0.492,0.037,198,346838,e8,act2,platinum3
17,Fade,0.95,14.3,15.0,6.3,0.491,0.017,197,158358,e8,act2,platinum3
18,Omen,0.99,14.9,15.1,6.8,0.489,0.098,204,922501,e8,act2,platinum3
19,Breach,0.94,14.4,15.3,6.7,0.481,0.021,199,194888,e8,act2,platinum3
20,Yoru,1.03,16.1,15.7,4.2,0.474,0.017,222,158696,e8,act2,platinum3
21,Neon,0.98,16.1,16.4,4.2,0.472,0.01,225,91998,e8,act2,platinum3
22,Harbor,0.92,14.0,15.2,5.7,0.46,0.006,192,57008,e8,act2,platinum3
23,Iso,1.02,16.5,16.1,4.1,0.457,0.009,230,88629,e8,act2,platinum3
24,KAY/O,0.91,14.2,15.5,8.7,0.455,0.025,201,230898,e8,act2,platinum3
1,Clove,0.97,16.9,17.5,6.7,0.517,0.001,236,6750,e8,act2,platinum2
2,Phoenix,1.11,17.1,15.4,4.5,0.507,0.029,239,306953,e8,act2,platinum2
3,Brimstone,0.97,14.4,14.9,8.4,0.505,0.035,204,368624,e8,act2,platinum2
4,Sage,0.92,13.7,14.9,6.9,0.502,0.055,190,572708,e8,act2,platinum2
5,Reyna,1.14,17.8,15.6,4.2,0.502,0.108,245,1137040,e8,act2,platinum2
6,Gekko,0.93,13.9,14.9,5.0,0.5,0.05,190,520286,e8,act2,platinum2
7,Viper,1.0,14.7,14.7,5.1,0.498,0.049,203,514901,e8,act2,platinum2
8,Sova,0.99,14.4,14.6,5.3,0.497,0.056,201,585632,e8,act2,platinum2
9,Cypher,1.0,14.5,14.5,4.7,0.497,0.082,197,858905,e8,act2,platinum2
10,Deadlock,1.0,14.9,14.9,4.2,0.495,0.011,203,113659,e8,act2,platinum2
11,Jett,1.09,17.4,15.9,3.5,0.495,0.11,240,1150464,e8,act2,platinum2
12,Astra,1.03,15.2,14.7,6.2,0.495,0.012,208,120926,e8,act2,platinum2
13,Chamber,1.11,16.5,14.9,3.1,0.493,0.051,223,530696,e8,act2,platinum2
14,Killjoy,1.0,14.4,14.4,3.5,0.492,0.038,198,398768,e8,act2,platinum2
15,Raze,1.04,16.6,16.0,4.4,0.492,0.071,236,741576,e8,act2,platinum2
16,Fade,0.95,14.2,15.0,6.3,0.489,0.017,197,182239,e8,act2,platinum2
17,Skye,0.94,14.2,15.1,7.1,0.488,0.037,197,392353,e8,act2,platinum2
18,Omen,0.98,14.9,15.1,6.6,0.488,0.098,204,1031829,e8,act2,platinum2
19,Breach,0.93,14.3,15.3,6.6,0.482,0.021,199,223296,e8,act2,platinum2
20,Neon,0.98,15.9,16.3,4.1,0.472,0.011,224,114022,e8,act2,platinum2
21,Yoru,1.02,16.0,15.7,4.2,0.471,0.017,221,182771,e8,act2,platinum2
22,Harbor,0.91,13.9,15.2,5.6,0.46,0.006,192,67976,e8,act2,platinum2
23,Iso,1.01,16.3,16.1,4.1,0.457,0.01,229,108658,e8,act2,platinum2
24,KAY/O,0.91,14.0,15.5,8.7,0.454,0.025,200,262342,e8,act2,platinum2
1,Clove,0.96,16.7,17.5,6.7,0.517,0.001,233,7793,e8,act2,platinum1
2,Phoenix,1.1,17.0,15.4,4.5,0.508,0.03,238,357693,e8,act2,platinum1
3,Brimstone,0.96,14.2,14.9,8.3,0.505,0.036,203,433192,e8,act2,platinum1
4,Reyna,1.14,17.7,15.5,4.2,0.502,0.109,245,1306642,e8,act2,platinum1
5,Sage,0.91,13.5,14.9,6.9,0.502,0.059,188,707089,e8,act2,platinum1
6,Deadlock,0.99,14.8,14.9,4.1,0.498,0.011,201,136737,e8,act2,platinum1
7,Sova,0.98,14.3,14.6,5.3,0.498,0.053,200,640714,e8,act2,platinum1
8,Gekko,0.92,13.8,14.9,4.9,0.498,0.05,189,601115,e8,act2,platinum1
9,Viper,1.0,14.6,14.6,5.1,0.498,0.048,202,573141,e8,act2,platinum1
10,Cypher,1.0,14.4,14.4,4.7,0.495,0.082,196,978417,e8,act2,platinum1
