rank,agent,kd,kills,deaths,assists,win_rate,pick_rate,avg_score,matches,episode,act,placement
7,Killjoy,0.98,14.1,14.4,3.8,0.51,0.081,197,5445,e2,act1,diamond3
8,Sova,1.02,14.5,14.2,6.7,0.54,0.076,207,5108,e2,act1,diamond3
9,Cypher,0.96,14.1,14.6,5.0,0.5,0.051,194,3457,e2,act1,diamond3
10,Phoenix,1.06,16.3,15.4,4.4,0.53,0.051,232,3444,e2,act1,diamond3
11,Yoru,0.92,14.7,15.9,3.9,0.48,0.023,204,1544,e2,act1,diamond3
12,Breach,0.93,14.3,15.4,6.5,0.45,0.018,199,1190,e2,act1,diamond3
13,Viper,0.99,14.6,14.7,3.3,0.49,0.007,202,491,e2,act1,diamond3
14,Skye,0.91,13.9,15.1,4.8,0.45,0.006,194,422,e2,act1,diamond3
1,Reyna,1.11,17.2,15.5,4.4,0.51,0.156,241,14478,e2,act1,diamond2
2,Jett,1.09,17.0,15.6,3.6,0.49,0.143,238,13304,e2,act1,diamond2
3,Sage,0.95,13.8,14.6,7.1,0.52,0.106,194,9880,e2,act1,diamond2
4,Raze,1.03,16.1,15.7,4.9,0.5,0.098,236,9086,e2,act1,diamond2
5,Brimstone,0.95,14.2,14.8,5.6,0.5,0.095,201,8796,e2,act1,diamond2
6,Omen,0.96,14.6,15.2,4.1,0.51,0.081,202,7545,e2,act1,diamond2
7,Killjoy,0.98,13.9,14.2,3.8,0.5,0.077,197,7203,e2,act1,diamond2
8,Sova,0.99,14.2,14.4,6.4,0.49,0.072,204,6739,e2,act1,diamond2
9,Cypher,0.98,14.4,14.7,4.9,0.49,0.054,198,4977,e2,act1,diamond2
10,Phoenix,1.04,16.3,15.6,4.5,0.5,0.052,229,4862,e2,act1,diamond2
11,Yoru,0.92,14.5,15.8,3.8,0.44,0.029,203,2714,e2,act1,diamond2
12,Breach,0.91,14.1,15.6,6.7,0.45,0.022,196,2058,e2,act1,diamond2
13,Viper,0.95,14.3,15.1,3.5,0.47,0.008,196,768,e2,act1,diamond2
14,Skye,0.9,13.5,15.0,5.2,0.49,0.006,193,591,e2,act1,diamond2
1,Reyna,1.11,17.2,15.5,4.5,0.52,0.152,242,14886,e2,act1,diamond1
2,Jett,1.08,17.0,15.7,3.6,0.5,0.139,237,13638,e2,act1,diamond1
3,Sage,0.95,13.9,14.7,7.0,0.51,0.113,196,11135,e2,act1,diamond1
4,Raze,1.04,16.4,15.8,4.8,0.5,0.098,239,9612,e2,act1,diamond1
5,Brimstone,0.94,14.1,15.0,5.6,0.5,0.092,200,9014,e2,act1,diamond1
6,Omen,0.96,14.7,15.3,4.1,0.48,0.084,203,8293,e2,act1,diamond1
7,Killjoy,0.98,13.9,14.3,3.9,0.52,0.078,197,7655,e2,act1,diamond1
8,Sova,0.99,14.3,14.4,6.5,0.49,0.069,206,6746,e2,act1,diamond1
9,Phoenix,1.06,16.4,15.5,4.4,0.52,0.057,231,5572,e2,act1,diamond1
10,Cypher,0.95,14.0,14.8,4.8,0.46,0.05,193,4930,e2,act1,diamond1
11,Yoru,0.91,14.4,15.8,3.9,0.43,0.029,202,2824,e2,act1,diamond1
12,Breach,0.87,13.4,15.4,6.0,0.41,0.023,193,2233,e2,act1,diamond1
13,Viper,0.97,14.2,14.7,3.5,0.49,0.009,199,874,e2,act1,diamond1
14,Skye,0.91,14.0,15.4,5.0,0.49,0.008,190,744,e2,act1,diamond1
1,Reyna,1.11,17.2,15.5,4.5,0.5,0.151,244,22101,e2,act1,platinum3
2,Jett,1.08,17.0,15.6,3.6,0.5,0.132,238,19391,e2,act1,platinum3
3,Sage,0.95,13.9,14.6,7.1,0.52,0.114,196,16692,e2,act1,platinum3
4,Brimstone,0.94,14.1,15.0,5.5,0.5,0.094,201,13705,e2,act1,platinum3
5,Raze,1.04,16.3,15.7,4.9,0.51,0.092,239,13534,e2,act1,platinum3
6,Omen,0.96,14.7,15.3,3.9,0.5,0.087,202,12811,e2,act1,platinum3
7,Killjoy,0.96,13.8,14.4,3.9,0.5,0.079,197,11641,e2,act1,platinum3
8,Sova,0.99,14.1,14.3,6.6,0.51,0.072,204,10601,e2,act1,platinum3
9,Phoenix,1.05,16.3,15.5,4.4,0.51,0.059,232,8638,e2,act1,platinum3
10,Cypher,0.96,14.0,14.5,4.8,0.49,0.051,195,7476,e2,act1,platinum3
11,Yoru,0.9,14.2,15.9,4.0,0.44,0.029,201,4187,e2,act1,platinum3
12,Breach,0.91,14.0,15.4,6.2,0.45,0.023,198,3330,e2,act1,platinum3
13,Viper,0.99,14.5,14.7,3.3,0.52,0.008,203,1219,e2,act1,platinum3
14,Skye,0.88,13.3,15.1,4.7,0.47,0.008,190,1112,e2,act1,platinum3
1,Reyna,1.13,17.4,15.4,4.5,0.5,0.152,246,25330,e2,act1,platinum2
2,Jett,1.09,17.0,15.6,3.6,0.5,0.129,238,21442,e2,act1,platinum2
3,Sage,0.95,13.8,14.6,7.0,0.52,0.117,196,19527,e2,act1,platinum2
4,Raze,1.05,16.3,15.6,4.9,0.51,0.095,239,15856,e2,act1,platinum2
5,Brimstone,0.95,14.1,14.9,5.5,0.51,0.092,203,15384,e2,act1,platinum2
6,Omen,0.95,14.5,15.3,4.0,0.49,0.084,202,14003,e2,act1,platinum2
7,Killjoy,0.97,13.9,14.4,3.9,0.5,0.076,197,12585,e2,act1,platinum2
8,Sova,0.98,14.1,14.4,6.3,0.49,0.069,204,11473,e2,act1,platinum2
9,Phoenix,1.06,16.4,15.5,4.4,0.5,0.06,233,9988,e2,act1,platinum2
10,Cypher,0.95,13.9,14.6,4.8,0.49,0.048,193,8012,e2,act1,platinum2
11,Yoru,0.9,14.2,15.8,3.9,0.42,0.033,202,5411,e2,act1,platinum2
12,Breach,0.88,13.8,15.7,5.9,0.44,0.025,195,4137,e2,act1,platinum2
13,Viper,0.96,13.9,14.4,3.3,0.46,0.011,201,1760,e2,act1,platinum2
14,Skye,0.92,13.7,14.9,4.7,0.47,0.009,193,1499,e2,act1,platinum2
1,Reyna,1.12,17.3,15.5,4.5,0.51,0.157,246,34109,e2,act1,platinum1
2,Jett,1.09,16.9,15.5,3.7,0.5,0.126,239,27276,e2,act1,platinum1
3,Sage,0.94,13.7,14.6,7.0,0.51,0.118,195,25508,e2,act1,platinum1
4,Raze,1.04,16.2,15.6,5.0,0.52,0.098,239,21175,e2,act1,platinum1
5,Brimstone,0.95,14.2,15.0,5.5,0.5,0.089,202,19220,e2,act1,platinum1
6,Omen,0.96,14.6,15.3,3.9,0.49,0.083,203,17928,e2,act1,platinum1
7,Killjoy,0.96,13.8,14.4,3.9,0.5,0.076,197,16439,e2,act1,platinum1
8,Sova,0.98,14.1,14.4,6.2,0.5,0.068,204,14759,e2,act1,platinum1
9,Phoenix,1.06,16.4,15.5,4.4,0.49,0.057,232,12428,e2,act1,platinum1
10,Cypher,0.96,14.1,14.7,4.8,0.48,0.048,196,10493,e2,act1,platinum1
11,Yoru,0.92,14.5,15.8,3.9,0.46,0.034,204,7441,e2,act1,platinum1
12,Breach,0.91,14.1,15.4,5.9,0.47,0.025,199,5464,e2,act1,platinum1
13,Viper,0.97,14.2,14.6,3.4,0.49,0.011,200,2372,e2,act1,platinum1
14,Skye,0.93,13.9,15.0,4.8,0.5,0.009,197,1984,e2,act1,platinum1
1,Reyna,1.14,17.5,15.4,4.5,0.51,0.154,248,43791,e2,act1,gold3
2,Sage,0.94,13.6,14.5,7.0,0.52,0.123,195,34961,e2,act1,gold3
3,Jett,1.1,16.9,15.5,3.7,0.51,0.12,240,34148,e2,act1,gold3
4,Raze,1.05,16.3,15.5,5.0,0.51,0.098,240,27864,e2,act1,gold3
5,Brimstone,0.95,14.3,14.9,5.5,0.51,0.086,204,24479,e2,act1,gold3
6,Omen,0.95,14.5,15.2,3.8,0.49,0.085,204,24088,e2,act1,gold3
7,Killjoy,0.97,13.8,14.3,3.9,0.5,0.076,198,21587,e2,act1,gold3
8,Sova,1.0,14.3,14.4,6.3,0.51,0.068,209,19264,e2,act1,gold3
9,Phoenix,1.06,16.2,15.3,4.3,0.5,0.059,233,16690,e2,act1,gold3
10,Cypher,0.95,14.0,14.7,4.9,0.48,0.045,195,12710,e2,act1,gold3
11,Yoru,0.93,14.5,15.6,3.8,0.44,0.039,206,11021,e2,act1,gold3
12,Breach,0.91,14.0,15.4,5.7,0.47,0.023,199,6507,e2,act1,gold3
13,Viper,0.99,14.4,14.5,3.4,0.49,0.012,205,3483,e2,act1,gold3
14,Skye,0.91,13.5,14.8,4.7,0.47,0.011,192,3014,e2,act1,gold3
1,Reyna,1.14,17.4,15.3,4.5,0.5,0.155,248,56576,e2,act1,gold2
2,Sage,0.94,13.6,14.5,7.0,0.51,0.126,195,46076,e2,act1,gold2
3,Jett,1.11,17.1,15.4,3.7,0.5,0.116,242,42533,e2,act1,gold2
4,Raze,1.05,16.2,15.5,5.0,0.51,0.097,240,35470,e2,act1,gold2
5,Omen,0.97,14.7,15.2,3.9,0.49,0.084,207,30536,e2,act1,gold2
6,Brimstone,0.96,14.3,14.9,5.5,0.51,0.083,205,30437,e2,act1,gold2
7,Killjoy,0.97,13.8,14.2,4.0,0.51,0.073,199,26705,e2,act1,gold2
8,Sova,0.98,14.1,14.4,6.1,0.5,0.069,206,25325,e2,act1,gold2
9,Phoenix,1.08,16.4,15.2,4.4,0.5,0.059,236,21453,e2,act1,gold2
10,Cypher,0.96,14.0,14.5,4.9,0.49,0.047,197,17013,e2,act1,gold2
11,Yoru,0.92,14.4,15.6,3.9,0.44,0.041,205,14941,e2,act1,gold2
12,Breach,0.91,14.0,15.3,5.5,0.47,0.024,201,8734,e2,act1,gold2
13,Viper,0.97,14.2,14.7,3.5,0.47,0.013,202,4733,e2,act1,gold2
14,Skye,0.93,13.7,14.7,4.6,0.48,0.013,195,4569,e2,act1,gold2
1,Reyna,1.16,17.6,15.2,4.5,0.52,0.154,251,70782,e2,act1,gold1
2,Sage,0.94,13.6,14.4,6.9,0.52,0.128,196,58830,e2,act1,gold1
3,Jett,1.11,17.0,15.3,3.8,0.52,0.113,242,51862,e2,act1,gold1
4,Raze,1.05,16.1,15.4,5.0,0.51,0.098,239,44994,e2,act1,gold1
5,Omen,0.96,14.5,15.1,3.8,0.48,0.083,205,38135,e2,act1,gold1
6,Brimstone,0.95,14.2,14.9,5.4,0.51,0.081,205,37420,e2,act1,gold1
7,Killjoy,0.96,13.7,14.2,4.0,0.51,0.076,198,34863,e2,act1,gold1
8,Sova,0.98,14.1,14.4,6.1,0.51,0.069,207,31818,e2,act1,gold1
9,Phoenix,1.07,16.1,15.1,4.3,0.49,0.06,234,27470,e2,act1,gold1
10,Yoru,0.93,14.4,15.5,3.9,0.45,0.045,207,20623,e2,act1,gold1
11,Cypher,0.96,13.9,14.5,4.9,0.48,0.044,197,20218,e2,act1,gold1
12,Breach,0.91,14.0,15.4,5.6,0.47,0.024,201,10934,e2,act1,gold1
13,Viper,0.98,14.2,14.4,3.5,0.48,0.015,204,6937,e2,act1,gold1
14,Skye,0.91,13.6,15.0,4.6,0.46,0.013,194,6008,e2,act1,gold1
1,Reyna,1.15,17.5,15.1,4.5,0.51,0.151,252,84579,e2,act1,silver3
2,Sage,0.94,13.5,14.4,6.9,0.52,0.134,195,75042,e2,act1,silver3
3,Jett,1.11,16.9,15.2,3.8,0.51,0.109,242,61133,e2,act1,silver3
4,Raze,1.06,16.1,15.2,4.9,0.51,0.098,240,54800,e2,act1,silver3
5,Omen,0.97,14.6,15.1,3.8,0.49,0.085,207,47587,e2,act1,silver3
6,Brimstone,0.97,14.3,14.7,5.3,0.51,0.078,207,43917,e2,act1,silver3
7,Killjoy,0.97,13.6,14.0,4.0,0.52,0.076,199,42703,e2,act1,silver3
8,Sova,0.99,14.1,14.3,5.9,0.51,0.069,207,38582,e2,act1,silver3
9,Phoenix,1.07,16.2,15.1,4.4,0.51,0.059,234,33203,e2,act1,silver3
10,Yoru,0.93,14.3,15.4,3.9,0.46,0.047,206,26626,e2,act1,silver3
11,Cypher,0.97,13.9,14.4,4.9,0.5,0.043,197,23925,e2,act1,silver3
12,Breach,0.92,14.0,15.2,5.3,0.49,0.023,201,12820,e2,act1,silver3
13,Viper,0.98,14.2,14.6,3.5,0.48,0.015,204,8646,e2,act1,silver3
14,Skye,0.92,13.6,14.8,4.5,0.49,0.015,195,8302,e2,act1,silver3
1,Reyna,1.16,17.4,15.0,4.5,0.51,0.149,251,91313,e2,act1,silver2
2,Sage,0.93,13.3,14.3,6.8,0.51,0.137,193,83788,e2,act1,silver2
3,Jett,1.11,16.8,15.1,3.9,0.51,0.106,241,64982,e2,act1,silver2
4,Raze,1.04,15.8,15.1,5.0,0.51,0.101,237,62224,e2,act1,silver2
5,Omen,0.96,14.5,15.0,3.8,0.5,0.082,206,50224,e2,act1,silver2
6,Brimstone,0.96,14.2,14.8,5.4,0.5,0.075,207,46315,e2,act1,silver2
7,Killjoy,0.97,13.6,14.0,4.1,0.52,0.073,200,44603,e2,act1,silver2
8,Sova,0.98,14.0,14.3,5.9,0.5,0.07,207,42804,e2,act1,silver2
9,Phoenix,1.07,16.0,15.0,4.3,0.5,0.06,233,37036,e2,act1,silver2
10,Yoru,0.94,14.4,15.4,3.8,0.45,0.049,208,29976,e2,act1,silver2
11,Cypher,0.95,13.7,14.4,4.8,0.48,0.043,196,26510,e2,act1,silver2
12,Breach,0.91,13.8,15.1,5.3,0.48,0.022,200,13569,e2,act1,silver2
13,Skye,0.9,13.2,14.8,4.4,0.47,0.017,191,10239,e2,act1,silver2
14,Viper,0.97,13.9,14.4,3.5,0.48,0.016,201,10066,e2,act1,silver2
1,Reyna,1.16,17.2,14.9,4.6,0.52,0.149,251,96239,e2,act1,silver1
2,Sage,0.93,13.3,14.3,6.8,0.52,0.139,193,89851,e2,act1,silver1
3,Jett,1.1,16.5,15.0,3.9,0.51,0.104,239,67286,e2,act1,silver1
4,Raze,1.03,15.5,15.1,4.9,0.51,0.102,234,66201,e2,act1,silver1
5,Omen,0.97,14.5,14.9,3.8,0.49,0.081,207,52360,e2,act1,silver1
6,Sova,0.97,13.9,14.2,5.8,0.51,0.071,206,46192,e2,act1,silver1
7,Killjoy,0.97,13.6,14.0,4.2,0.52,0.071,200,45789,e2,act1,silver1
8,Brimstone,0.96,14.1,14.7,5.3,0.51,0.071,207,45693,e2,act1,silver1
9,Phoenix,1.06,15.7,14.8,4.3,0.51,0.062,231,40095,e2,act1,silver1
10,Yoru,0.94,14.3,15.2,3.8,0.46,0.049,207,31653,e2,act1,silver1
11,Cypher,0.96,13.7,14.3,4.9,0.48,0.042,197,27444,e2,act1,silver1
12,Breach,0.91,13.7,15.1,5.1,0.48,0.022,199,14145,e2,act1,silver1
13,Skye,0.91,13.3,14.7,4.4,0.49,0.019,192,12032,e2,act1,silver1
14,Viper,0.96,14.0,14.6,3.6,0.49,0.018,202,11321,e2,act1,silver1
1,Sage,0.92,13.0,14.2,6.7,0.51,0.151,191,84294,e2,act1,bronze3
2,Reyna,1.16,17.0,14.7,4.5,0.52,0.146,249,81371,e2,act1,bronze3
3,Raze,1.02,15.3,15.0,5.0,0.51,0.105,232,58788,e2,act1,bronze3
4,Jett,1.08,16.0,14.9,3.9,0.51,0.099,234,55514,e2,act1,bronze3
5,Omen,0.97,14.4,14.8,3.7,0.5,0.079,207,44066,e2,act1,bronze3
6,Sova,0.96,13.7,14.3,5.7,0.5,0.072,204,40097,e2,act1,bronze3
7,Killjoy,0.97,13.3,13.8,4.2,0.52,0.071,200,39858,e2,act1,bronze3
8,Brimstone,0.95,13.8,14.5,5.2,0.52,0.064,204,35906,e2,act1,bronze3
9,Phoenix,1.05,15.4,14.7,4.3,0.51,0.062,228,34704,e2,act1,bronze3
10,Yoru,0.94,14.1,15.0,3.8,0.46,0.051,206,28769,e2,act1,bronze3
11,Cypher,0.94,13.3,14.1,4.9,0.5,0.04,194,22463,e2,act1,bronze3
12,Skye,0.9,13.0,14.5,4.4,0.48,0.021,191,11527,e2,act1,bronze3
13,Breach,0.9,13.6,15.1,5.1,0.48,0.02,199,10916,e2,act1,bronze3
14,Viper,0.95,13.7,14.5,3.7,0.5,0.019,200,10681,e2,act1,bronze3
1,Sage,0.92,12.9,14.0,6.6,0.52,0.149,191,75774,e2,act1,bronze2
2,Reyna,1.15,16.8,14.5,4.5,0.52,0.147,247,74646,e2,act1,bronze2
3,Raze,1.03,15.1,14.7,4.9,0.51,0.111,231,56174,e2,act1,bronze2
4,Jett,1.06,15.6,14.7,3.9,0.51,0.099,230,50045,e2,act1,bronze2
5,Omen,0.96,14.1,14.6,3.8,0.5,0.075,205,38025,e2,act1,bronze2
6,Sova,0.94,13.4,14.2,5.6,0.49,0.073,201,36914,e2,act1,bronze2
7,Killjoy,0.96,13.2,13.8,4.3,0.53,0.067,198,34197,e2,act1,bronze2
8,Phoenix,1.03,15.0,14.5,4.2,0.51,0.065,223,33079,e2,act1,bronze2
9,Brimstone,0.95,13.7,14.5,5.1,0.5,0.06,204,30285,e2,act1,bronze2
10,Yoru,0.94,14.1,14.9,3.9,0.47,0.052,206,26577,e2,act1,bronze2
11,Cypher,0.95,13.4,14.1,4.9,0.49,0.039,195,20003,e2,act1,bronze2
12,Skye,0.9,13.0,14.4,4.3,0.5,0.023,191,11540,e2,act1,bronze2
13,Viper,0.94,13.5,14.4,3.7,0.49,0.021,199,10493,e2,act1,bronze2
14,Breach,0.9,13.5,15.0,5.1,0.47,0.019,200,9892,e2,act1,bronze2
1,Sage,0.91,12.7,14.0,6.4,0.51,0.156,189,56689,e2,act1,bronze1
2,Reyna,1.13,16.3,14.4,4.5,0.51,0.145,241,52766,e2,act1,bronze1
3,Raze,1.01,14.8,14.7,4.9,0.52,0.118,226,42880,e2,act1,bronze1
4,Jett,1.04,15.1,14.6,3.9,0.5,0.1,224,36246,e2,act1,bronze1
5,Omen,0.97,14.0,14.5,3.8,0.52,0.072,205,26166,e2,act1,bronze1
6,Sova,0.94,13.1,14.0,5.5,0.52,0.07,199,25579,e2,act1,bronze1
7,Phoenix,1.02,14.7,14.4,4.3,0.51,0.066,219,24169,e2,act1,bronze1
8,Killjoy,0.95,12.9,13.7,4.2,0.53,0.064,196,23319,e2,act1,bronze1
9,Yoru,0.93,13.7,14.8,3.9,0.48,0.056,203,20488,e2,act1,bronze1
10,Brimstone,0.94,13.5,14.4,5.0,0.5,0.051,202,18727,e2,act1,bronze1
11,Cypher,0.94,13.1,13.9,4.8,0.51,0.037,193,13581,e2,act1,bronze1
12,Skye,0.89,12.8,14.4,4.3,0.5,0.024,189,8679,e2,act1,bronze1
13,Viper,0.91,12.9,14.3,3.6,0.49,0.023,193,8397,e2,act1,bronze1
14,Breach,0.91,13.3,14.6,5.0,0.5,0.018,197,6501,e2,act1,bronze1
1,Sage,0.89,12.3,13.9,6.2,0.52,0.157,184,47093,e2,act1,iron3
2,Reyna,1.1,15.6,14.2,4.5,0.52,0.14,233,41910,e2,act1,iron3
3,Raze,0.99,14.4,14.5,4.9,0.52,0.124,221,37260,e2,act1,iron3
4,Jett,0.99,14.2,14.4,3.9,0.51,0.105,213,31408,e2,act1,iron3
5,Phoenix,0.97,13.9,14.4,4.1,0.5,0.073,210,21755,e2,act1,iron3
6,Sova,0.9,12.6,14.0,5.2,0.49,0.071,192,21364,e2,act1,iron3
7,Omen,0.93,13.4,14.4,3.8,0.51,0.067,198,19951,e2,act1,iron3
8,Killjoy,0.94,12.8,13.6,4.3,0.52,0.059,195,17669,e2,act1,iron3
9,Yoru,0.92,13.3,14.5,3.7,0.48,0.056,197,16870,e2,act1,iron3
10,Brimstone,0.91,13.0,14.2,4.8,0.51,0.045,196,13420,e2,act1,iron3
11,Cypher,0.92,12.7,13.8,4.8,0.51,0.035,187,10571,e2,act1,iron3
12,Skye,0.87,12.4,14.3,4.3,0.5,0.026,185,7700,e2,act1,iron3
13,Viper,0.89,12.7,14.3,3.7,0.49,0.025,189,7633,e2,act1,iron3
14,Breach,0.9,13.1,14.6,4.8,0.47,0.016,195,4888,e2,act1,iron3
1,Sage,0.85,11.7,13.7,5.7,0.53,0.153,176,21367,e2,act1,iron2
2,Reyna,1.04,14.6,14.0,4.3,0.52,0.14,220,19600,e2,act1,iron2
3,Raze,0.95,13.5,14.2,4.8,0.52,0.129,210,18015,e2,act1,iron2
4,Jett,0.93,13.2,14.1,3.7,0.52,0.107,200,15020,e2,act1,iron2
5,Phoenix,0.93,13.0,14.0,3.9,0.5,0.077,198,10778,e2,act1,iron2
6,Sova,0.86,11.9,13.9,5.0,0.51,0.069,182,9649,e2,act1,iron2
7,Omen,0.88,12.6,14.3,3.5,0.49,0.063,188,8837,e2,act1,iron2
8,Yoru,0.87,12.3,14.2,3.7,0.5,0.062,185,8660,e2,act1,iron2
9,Killjoy,0.9,12.0,13.4,4.0,0.52,0.052,185,7223,e2,act1,iron2
10,Brimstone,0.88,12.2,13.9,4.6,0.5,0.04,185,5608,e2,act1,iron2
11,Cypher,0.86,11.7,13.6,4.6,0.49,0.035,176,4910,e2,act1,iron2
12,Viper,0.82,11.7,14.2,3.6,0.46,0.03,178,4150,e2,act1,iron2
13,Skye,0.85,11.9,14.0,4.2,0.51,0.027,179,3736,e2,act1,iron2
14,Breach,0.86,12.3,14.3,4.6,0.47,0.018,185,2494,e2,act1,iron2
1,Sage,0.8,10.6,13.2,5.1,0.52,0.146,163,7990,e2,act1,iron1
2,Raze,0.92,12.5,13.6,4.5,0.53,0.14,198,7661,e2,act1,iron1
3,Reyna,1.0,13.5,13.5,4.1,0.52,0.136,206,7429,e2,act1,iron1
4,Jett,0.86,12.0,13.9,3.4,0.5,0.117,182,6366,e2,act1,iron1
5,Phoenix,0.87,11.7,13.5,3.7,0.5,0.083,180,4512,e2,act1,iron1
6,Yoru,0.82,11.4,13.8,3.4,0.51,0.068,172,3717,e2,act1,iron1
7,Sova,0.8,10.7,13.4,4.6,0.52,0.064,167,3489,e2,act1,iron1
8,Omen,0.83,11.6,13.9,3.4,0.51,0.063,174,3461,e2,act1,iron1
9,Killjoy,0.82,10.7,12.9,3.8,0.52,0.043,169,2332,e2,act1,iron1
10,Brimstone,0.8,10.9,13.6,4.2,0.49,0.037,168,2044,e2,act1,iron1
11,Cypher,0.87,11.4,13.1,4.3,0.52,0.033,174,1786,e2,act1,iron1
12,Viper,0.75,10.4,13.8,3.2,0.47,0.032,160,1770,e2,act1,iron1
13,Skye,0.75,10.3,13.7,3.8,0.5,0.024,157,1333,e2,act1,iron1
14,Breach,0.81,10.8,13.3,4.4,0.54,0.013,168,732,e2,act1,iron
