Act,Placement,Agent,Rank,KD,K,D,A,First_Blood_Rate,Pick_Rate,Win_Rate,Avg._Score,Matches
Ep4-Act2,Bronze 1,Killjoy,8,0.9,12.8,14.2,4.2,0.1,0.056,0.53,189,738225
Ep4-Act2,Bronze 1,Viper,9,0.89,12.9,14.6,5.0,0.1,0.051,0.5,188,678147
Ep4-Act2,Bronze 1,Brimstone,10,0.89,13.2,14.8,6.5,0.1,0.05,0.51,193,655044
Ep4-Act2,Bronze 1,Skye,11,0.86,12.7,14.7,6.2,0.1,0.046,0.5,185,603330
Ep4-Act2,Bronze 1,Yoru,12,0.91,13.9,15.2,3.7,0.1,0.036,0.47,200,468792
Ep4-Act2,Bronze 1,Neon,13,0.93,14.5,15.7,3.9,0.2,0.031,0.49,212,414936
Ep4-Act2,Bronze 1,KAY/O,14,0.83,12.6,15.2,7.0,0.1,0.03,0.48,188,391833
Ep4-Act2,Bronze 1,Cypher,15,0.9,13.0,14.3,4.5,0.1,0.027,0.49,185,358938
Ep4-Act2,Bronze 1,Phoenix,16,0.95,14.3,15.0,3.9,0.2,0.025,0.48,210,326859
Ep4-Act2,Bronze 1,Breach,17,0.86,13.1,15.2,4.3,0.1,0.018,0.49,189,237762
Ep4-Act2,Bronze 1,Astra,18,0.93,13.6,14.6,4.5,0.1,0.008,0.49,192,101847
Ep4-Act2,Bronze 2,Sage,1,0.88,12.8,14.5,6.6,0.1,0.146,0.51,184,2626806
Ep4-Act2,Bronze 2,Reyna,2,1.1,16.7,15.2,4.2,0.2,0.126,0.51,240,2257209
Ep4-Act2,Bronze 2,Jett,3,1.09,16.5,15.2,3.9,0.2,0.101,0.51,237,1816212
Ep4-Act2,Bronze 2,Chamber,4,1.03,14.9,14.5,3.8,0.1,0.068,0.51,210,1213494
Ep4-Act2,Bronze 2,Sova,5,0.91,13.3,14.5,5.5,0.1,0.063,0.5,195,1132404
Ep4-Act2,Bronze 2,Omen,6,0.94,14.2,15.0,4.7,0.1,0.063,0.49,202,1123989
Ep4-Act2,Bronze 2,Raze,7,0.98,15.1,15.3,4.8,0.1,0.063,0.51,225,1122765
Ep4-Act2,Bronze 2,Killjoy,8,0.93,13.2,14.1,4.2,0.1,0.055,0.52,194,987870
Ep4-Act2,Bronze 2,Brimstone,9,0.92,13.7,14.8,6.6,0.1,0.053,0.51,200,956709
Ep4-Act2,Bronze 2,Viper,10,0.92,13.5,14.6,5.1,0.1,0.051,0.5,194,906423
Ep4-Act2,Bronze 2,Skye,11,0.89,13.1,14.8,6.1,0.1,0.045,0.49,190,799068
Ep4-Act2,Bronze 2,Yoru,12,0.94,14.3,15.2,3.8,0.1,0.031,0.47,204,562785
Ep4-Act2,Bronze 2,KAY/O,13,0.87,13.1,15.1,7.1,0.1,0.03,0.47,194,530298
Ep4-Act2,Bronze 2,Neon,14,0.97,15.2,15.6,3.9,0.2,0.029,0.49,221,520557
Ep4-Act2,Bronze 2,Cypher,15,0.92,13.3,14.5,4.4,0.1,0.027,0.48,189,479553
Ep4-Act2,Bronze 2,Phoenix,16,0.99,14.9,15.0,3.9,0.2,0.023,0.49,217,413814
Ep4-Act2,Bronze 2,Breach,17,0.89,13.6,15.1,4.2,0.1,0.019,0.5,195,346698
Ep4-Act2,Bronze 2,Astra,18,0.96,13.9,14.5,4.6,0.1,0.008,0.49,197,145554
Ep4-Act2,Bronze 3,Sage,1,0.91,13.2,14.5,6.7,0.1,0.138,0.51,189,2864262
Ep4-Act2,Bronze 3,Reyna,2,1.14,17.2,15.2,4.1,0.2,0.131,0.52,246,2712180
Ep4-Act2,Bronze 3,Jett,3,1.12,17.1,15.2,3.9,0.2,0.11,0.51,244,2278374
Ep4-Act2,Bronze 3,Chamber,4,1.06,15.4,14.5,3.7,0.1,0.073,0.51,216,1505265
Ep4-Act2,Bronze 3,Raze,5,1.01,15.5,15.4,4.9,0.1,0.063,0.51,231,1298205
Ep4-Act2,Bronze 3,Omen,6,0.97,14.5,15.0,4.8,0.1,0.062,0.49,205,1290198
Ep4-Act2,Bronze 3,Sova,7,0.95,13.8,14.5,5.6,0.1,0.062,0.51,201,1284792
Ep4-Act2,Bronze 3,Brimstone,8,0.94,14.0,14.8,6.8,0.1,0.056,0.52,203,1166829
Ep4-Act2,Bronze 3,Killjoy,9,0.95,13.5,14.2,4.1,0.1,0.055,0.52,197,1150560
Ep4-Act2,Bronze 3,Viper,10,0.95,13.8,14.5,5.2,0.1,0.051,0.51,198,1065339
Ep4-Act2,Bronze 3,Skye,11,0.92,13.7,14.9,6.1,0.1,0.044,0.5,196,918561
Ep4-Act2,Bronze 3,KAY/O,12,0.89,13.5,15.2,7.2,0.1,0.029,0.48,198,594099
Ep4-Act2,Bronze 3,Yoru,13,0.96,14.6,15.3,3.7,0.1,0.028,0.47,209,578340
Ep4-Act2,Bronze 3,Neon,14,1.0,15.8,15.8,4.0,0.2,0.026,0.5,229,542895
Ep4-Act2,Bronze 3,Cypher,15,0.95,13.8,14.5,4.5,0.1,0.026,0.49,194,533205
Ep4-Act2,Bronze 3,Breach,16,0.92,14.0,15.2,4.3,0.1,0.02,0.49,200,412284
Ep4-Act2,Bronze 3,Phoenix,17,1.02,15.4,15.1,4.0,0.2,0.019,0.5,223,403308
Ep4-Act2,Bronze 3,Astra,18,0.99,14.4,14.6,4.6,0.1,0.008,0.48,203,162945
Ep4-Act2,Silver 1,Sage,1,0.91,13.2,14.6,6.7,0.1,0.133,0.51,189,3241560
Ep4-Act2,Silver 1,Reyna,2,1.14,17.5,15.3,4.1,0.2,0.132,0.51,248,3217233
Ep4-Act2,Silver 1,Jett,3,1.13,17.4,15.3,3.9,0.2,0.118,0.51,246,2885019
Ep4-Act2,Silver 1,Chamber,4,1.07,15.6,14.6,3.6,0.1,0.076,0.51,217,1842630
Ep4-Act2,Silver 1,Sova,5,0.96,13.9,14.5,5.7,0.1,0.064,0.5,202,1559988
Ep4-Act2,Silver 1,Raze,6,1.03,15.9,15.5,4.9,0.1,0.062,0.51,235,1508784
Ep4-Act2,Silver 1,Omen,7,0.97,14.6,15.1,5.0,0.1,0.062,0.49,206,1500522
Ep4-Act2,Silver 1,Brimstone,8,0.96,14.2,14.8,7.0,0.1,0.058,0.51,205,1421013
Ep4-Act2,Silver 1,Killjoy,9,0.95,13.6,14.3,4.1,0.1,0.052,0.51,197,1257405
Ep4-Act2,Silver 1,Viper,10,0.96,14.0,14.6,5.2,0.1,0.051,0.5,199,1234047
Ep4-Act2,Silver 1,Skye,11,0.92,13.8,15.0,6.1,0.1,0.044,0.5,197,1073091
Ep4-Act2,Silver 1,KAY/O,12,0.88,13.6,15.3,7.2,0.1,0.028,0.47,199,690132
Ep4-Act2,Silver 1,Yoru,13,0.98,15.0,15.4,3.7,0.1,0.025,0.47,213,601137
Ep4-Act2,Silver 1,Cypher,14,0.96,14.0,14.5,4.4,0.1,0.025,0.49,196,598281
Ep4-Act2,Silver 1,Neon,15,1.0,15.9,15.9,3.9,0.2,0.023,0.48,230,570843
Ep4-Act2,Silver 1,Breach,16,0.92,14.0,15.2,4.3,0.1,0.021,0.49,200,510816
Ep4-Act2,Silver 1,Phoenix,17,1.04,15.8,15.2,3.9,0.2,0.017,0.48,227,421005
Ep4-Act2,Silver 1,Astra,18,1.0,14.7,14.6,4.7,0.1,0.009,0.49,204,212670
Ep4-Act2,Silver 2,Reyna,1,1.16,17.8,15.3,4.1,0.2,0.133,0.51,251,3227127
Ep4-Act2,Silver 2,Jett,2,1.15,17.7,15.4,3.8,0.2,0.128,0.51,250,3103860
Ep4-Act2,Silver 2,Sage,3,0.92,13.5,14.6,6.7,0.1,0.126,0.51,191,3050259
Ep4-Act2,Silver 2,Chamber,4,1.09,15.9,14.6,3.6,0.1,0.081,0.51,220,1978800
Ep4-Act2,Silver 2,Sova,5,0.97,14.1,14.5,5.8,0.1,0.064,0.51,204,1559325
Ep4-Act2,Silver 2,Raze,6,1.04,16.2,15.6,4.9,0.2,0.062,0.5,239,1506234
Ep4-Act2,Silver 2,Omen,7,0.98,14.8,15.1,5.1,0.1,0.062,0.49,208,1501287
Ep4-Act2,Silver 2,Brimstone,8,0.96,14.4,14.9,7.1,0.1,0.059,0.52,206,1428612
Ep4-Act2,Silver 2,Viper,9,0.97,14.1,14.6,5.2,0.1,0.051,0.5,200,1251438
Ep4-Act2,Silver 2,Killjoy,10,0.97,13.9,14.3,4.0,0.1,0.049,0.5,200,1187688
Ep4-Act2,Silver 2,Skye,11,0.94,14.1,15.0,6.0,0.1,0.043,0.49,200,1051569
Ep4-Act2,Silver 2,KAY/O,12,0.9,13.9,15.4,7.3,0.1,0.028,0.46,202,683910
Ep4-Act2,Silver 2,Cypher,13,0.97,14.1,14.5,4.4,0.1,0.023,0.49,197,570282
Ep4-Act2,Silver 2,Yoru,14,0.99,15.3,15.5,3.6,0.1,0.023,0.46,215,564621
Ep4-Act2,Silver 2,Breach,15,0.93,14.2,15.4,4.3,0.1,0.022,0.48,201,530961
Ep4-Act2,Silver 2,Neon,16,1.01,16.1,16.0,3.9,0.2,0.022,0.48,231,526779
Ep4-Act2,Silver 2,Phoenix,17,1.06,16.2,15.3,3.9,0.2,0.015,0.48,232,365619
Ep4-Act2,Silver 2,Astra,18,1.01,14.9,14.7,4.8,0.1,0.009,0.49,207,214353
Ep4-Act2,Silver 3,Reyna,1,1.16,17.9,15.4,4.0,0.2,0.136,0.51,252,3191121
Ep4-Act2,Silver 3,Jett,2,1.16,17.9,15.4,3.8,0.2,0.135,0.51,252,3157104
Ep4-Act2,Silver 3,Sage,3,0.93,13.7,14.7,6.7,0.1,0.119,0.51,193,2782050
Ep4-Act2,Silver 3,Chamber,4,1.1,16.2,14.7,3.6,0.1,0.087,0.51,222,2030820
Ep4-Act2,Silver 3,Sova,5,0.98,14.3,14.6,5.8,0.1,0.065,0.51,206,1511793
Ep4-Act2,Silver 3,Brimstone,6,0.98,14.5,14.9,7.2,0.1,0.061,0.52,208,1421625
Ep4-Act2,Silver 3,Raze,7,1.05,16.4,15.7,4.9,0.2,0.061,0.5,240,1418259
Ep4-Act2,Silver 3,Omen,8,0.99,14.9,15.1,5.2,0.1,0.06,0.49,208,1413057
Ep4-Act2,Silver 3,Viper,9,0.98,14.3,14.6,5.2,0.1,0.051,0.5,201,1192788
Ep4-Act2,Silver 3,Killjoy,10,0.98,13.9,14.3,4.0,0.1,0.046,0.52,200,1070949
Ep4-Act2,Silver 3,Skye,11,0.95,14.3,15.1,5.9,0.1,0.043,0.5,201,1011381
Ep4-Act2,Silver 3,KAY/O,12,0.91,14.0,15.3,7.3,0.1,0.028,0.47,203,665091
Ep4-Act2,Silver 3,Cypher,13,0.97,14.3,14.7,4.5,0.1,0.023,0.48,199,536265
Ep4-Act2,Silver 3,Breach,14,0.94,14.4,15.3,4.3,0.1,0.022,0.49,203,509286
Ep4-Act2,Silver 3,Yoru,15,1.0,15.5,15.4,3.6,0.1,0.021,0.48,218,491640
Ep4-Act2,Silver 3,Neon,16,1.03,16.4,15.9,3.9,0.2,0.019,0.49,234,455430
Ep4-Act2,Silver 3,Phoenix,17,1.07,16.5,15.4,3.9,0.2,0.014,0.48,234,324870
Ep4-Act2,Silver 3,Astra,18,1.03,15.1,14.7,4.9,0.1,0.009,0.49,208,204153
Ep4-Act2,Gold 1,Jett,1,1.12,17.5,15.6,3.7,0.2,0.137,0.5,245,2894454
Ep4-Act2,Gold 1,Reyna,2,1.12,17.4,15.6,4.0,0.2,0.13,0.51,244,2750940
Ep4-Act2,Gold 1,Sage,3,0.91,13.5,14.7,6.7,0.1,0.12,0.51,190,2543013
Ep4-Act2,Gold 1,Chamber,4,1.08,15.9,14.8,3.5,0.1,0.092,0.51,218,1941978
Ep4-Act2,Gold 1,Sova,5,0.97,14.1,14.6,5.9,0.1,0.067,0.5,202,1416678
Ep4-Act2,Gold 1,Brimstone,6,0.95,14.3,15.0,7.4,0.1,0.062,0.51,204,1310751
Ep4-Act2,Gold 1,Omen,7,0.97,14.7,15.2,5.3,0.1,0.061,0.49,205,1297440
Ep4-Act2,Gold 1,Raze,8,1.02,16.1,15.8,4.8,0.2,0.059,0.5,235,1241187
Ep4-Act2,Gold 1,Viper,9,0.96,14.1,14.6,5.2,0.1,0.053,0.5,198,1122969
Ep4-Act2,Gold 1,Killjoy,10,0.96,13.9,14.4,3.9,0.1,0.044,0.51,198,939981
Ep4-Act2,Gold 1,Skye,11,0.93,14.1,15.1,5.8,0.1,0.043,0.5,198,919224
Ep4-Act2,Gold 1,KAY/O,12,0.9,14.0,15.5,7.5,0.1,0.029,0.47,201,611643
Ep4-Act2,Gold 1,Breach,13,0.92,14.2,15.4,4.3,0.1,0.023,0.49,198,484704
Ep4-Act2,Gold 1,Cypher,14,0.95,14.0,14.7,4.4,0.1,0.023,0.47,194,484143
Ep4-Act2,Gold 1,Yoru,15,0.99,15.3,15.6,3.6,0.1,0.019,0.47,214,401268
Ep4-Act2,Gold 1,Neon,16,1.0,16.0,16.1,3.8,0.2,0.018,0.48,229,374034
Ep4-Act2,Gold 1,Phoenix,17,1.04,16.2,15.5,3.8,0.2,0.012,0.48,229,252399
Ep4-Act2,Gold 1,Astra,18,1.0,14.8,14.8,5.0,0.1,0.009,0.49,203,192678
Ep4-Act2,Gold 2,Jett,1,1.13,17.6,15.6,3.7,0.2,0.145,0.51,246,2622012
Ep4-Act2,Gold 2,Reyna,2,1.13,17.6,15.6,4.0,0.2,0.129,0.51,246,2327028
Ep4-Act2,Gold 2,Sage,3,0.93,13.7,14.7,6.8,0.1,0.112,0.51,192,2019345
Ep4-Act2,Gold 2,Chamber,4,1.09,16.1,14.7,3.5,0.1,0.098,0.51,220,1761744
Ep4-Act2,Gold 2,Sova,5,0.98,14.3,14.6,6.0,0.1,0.068,0.51,203,1230069
Ep4-Act2,Gold 2,Brimstone,6,0.97,14.4,15.0,7.6,0.1,0.062,0.52,206,1126437
Ep4-Act2,Gold 2,Omen,7,0.97,14.8,15.2,5.3,0.1,0.061,0.48,205,1094868
Ep4-Act2,Gold 2,Raze,8,1.04,16.4,15.8,4.8,0.2,0.06,0.5,239,1080588
Ep4-Act2,Gold 2,Viper,9,0.97,14.3,14.7,5.2,0.1,0.053,0.5,200,950538
Ep4-Act2,Gold 2,Skye,10,0.94,14.3,15.2,5.8,0.1,0.043,0.5,199,783513
Ep4-Act2,Gold 2,Killjoy,11,0.97,14.0,14.4,3.9,0.1,0.041,0.5,198,736695
Ep4-Act2,Gold 2,KAY/O,12,0.91,14.1,15.5,7.5,0.1,0.03,0.47,202,534582
Ep4-Act2,Gold 2,Cypher,13,0.97,14.3,14.7,4.4,0.1,0.023,0.48,197,411876
Ep4-Act2,Gold 2,Breach,14,0.93,14.4,15.4,4.3,0.1,0.023,0.48,200,409683
Ep4-Act2,Gold 2,Yoru,15,0.98,15.4,15.7,3.6,0.2,0.018,0.46,215,323034
Ep4-Act2,Gold 2,Neon,16,1.01,16.3,16.2,3.8,0.2,0.016,0.49,231,292791
Ep4-Act2,Gold 2,Phoenix,17,1.04,16.3,15.6,3.8,0.2,0.011,0.48,230,194463
Ep4-Act2,Gold 2,Astra,18,1.01,15.1,14.9,5.0,0.1,0.009,0.48,205,160038
Ep4-Act2,Gold 3,Jett,1,1.13,17.8,15.7,3.7,0.2,0.152,0.51,247,2301273
Ep4-Act2,Gold 3,Reyna,2,1.13,17.6,15.6,3.9,0.2,0.13,0.51,245,1958961
Ep4-Act2,Gold 3,Sage,3,0.94,13.9,14.7,6.8,0.1,0.107,0.52,194,1610121
Ep4-Act2,Gold 3,Chamber,4,1.1,16.3,14.8,3.5,0.1,0.102,0.52,221,1543566
Ep4-Act2,Gold 3,Sova,5,0.99,14.4,14.6,6.0,0.1,0.069,0.52,205,1047693
Ep4-Act2,Gold 3,Brimstone,6,0.97,14.6,15.0,7.7,0.1,0.064,0.51,207,964512
Ep4-Act2,Gold 3,Raze,7,1.04,16.5,15.9,4.8,0.2,0.06,0.51,239,899793
Ep4-Act2,Gold 3,Omen,8,0.98,14.9,15.3,5.4,0.1,0.06,0.48,206,899028
Ep4-Act2,Gold 3,Viper,9,0.98,14.3,14.6,5.2,0.1,0.053,0.51,200,800037
Ep4-Act2,Gold 3,Skye,10,0.96,14.5,15.2,5.7,0.1,0.043,0.49,202,645762
Ep4-Act2,Gold 3,Killjoy,11,0.99,14.2,14.3,3.9,0.1,0.037,0.52,200,561867
Ep4-Act2,Gold 3,KAY/O,12,0.91,14.2,15.5,7.6,0.1,0.03,0.47,203,451401
Ep4-Act2,Gold 3,Breach,13,0.95,14.5,15.3,4.4,0.1,0.022,0.5,201,339252
Ep4-Act2,Gold 3,Cypher,14,0.98,14.4,14.7,4.3,0.1,0.021,0.48,197,324054
Ep4-Act2,Gold 3,Yoru,15,1.0,15.6,15.7,3.6,0.1,0.016,0.47,217,247401
Ep4-Act2,Gold 3,Neon,16,1.01,16.4,16.3,3.8,0.2,0.014,0.47,232,215475
Ep4-Act2,Gold 3,Phoenix,17,1.06,16.5,15.5,3.8,0.2,0.01,0.48,232,148971
Ep4-Act2,Gold 3,Astra,18,1.02,15.3,15.0,5.3,0.1,0.009,0.48,207,133518
Ep4-Act2,Platinum 1,Jett,1,1.11,17.5,15.8,3.7,0.2,0.154,0.5,242,1882665
Ep4-Act2,Platinum 1,Reyna,2,1.11,17.4,15.7,3.9,0.2,0.127,0.51,241,1552032
Ep4-Act2,Platinum 1,Chamber,3,1.09,16.2,14.9,3.4,0.1,0.108,0.5,219,1320339
Ep4-Act2,Platinum 1,Sage,4,0.93,13.8,14.8,6.8,0.1,0.103,0.51,192,1264800
Ep4-Act2,Platinum 1,Sova,5,0.97,14.2,14.6,6.0,0.1,0.073,0.5,202,889083
Ep4-Act2,Platinum 1,Brimstone,6,0.96,14.4,15.0,7.9,0.1,0.065,0.52,205,793407
Ep4-Act2,Platinum 1,Omen,7,0.96,14.8,15.3,5.6,0.1,0.06,0.48,203,733227
Ep4-Act2,Platinum 1,Raze,8,1.02,16.3,15.9,4.8,0.2,0.057,0.5,236,696966
Ep4-Act2,Platinum 1,Viper,9,0.97,14.3,14.8,5.2,0.1,0.053,0.5,198,654330
Ep4-Act2,Platinum 1,Skye,10,0.93,14.2,15.2,5.7,0.1,0.045,0.49,198,549627
Ep4-Act2,Platinum 1,Killjoy,11,0.97,14.2,14.5,3.8,0.1,0.036,0.5,198,436458
Ep4-Act2,Platinum 1,KAY/O,12,0.91,14.2,15.6,7.7,0.1,0.031,0.46,202,380358
Ep4-Act2,Platinum 1,Breach,13,0.93,14.2,15.3,4.4,0.1,0.023,0.49,196,279072
Ep4-Act2,Platinum 1,Cypher,14,0.98,14.5,14.8,4.3,0.1,0.021,0.49,198,259131
Ep4-Act2,Platinum 1,Yoru,15,0.97,15.3,15.8,3.5,0.2,0.015,0.47,212,186762
Ep4-Act2,Platinum 1,Neon,16,0.99,16.1,16.3,3.7,0.2,0.013,0.48,229,163302
Ep4-Act2,Platinum 1,Astra,17,1.02,15.1,14.8,5.3,0.1,0.009,0.5,205,107508
Ep4-Act2,Platinum 1,Phoenix,18,1.03,16.4,15.9,3.7,0.2,0.008,0.46,228,99705
Ep4-Act2,Platinum 2,Jett,1,1.11,17.6,15.8,3.6,0.2,0.161,0.5,242,1551828
Ep4-Act2,Platinum 2,Reyna,2,1.11,17.4,15.7,3.9,0.2,0.124,0.51,241,1200438
Ep4-Act2,Platinum 2,Chamber,3,1.09,16.3,15.0,3.4,0.1,0.112,0.51,220,1081863
Ep4-Act2,Platinum 2,Sage,4,0.94,13.9,14.9,6.8,0.1,0.098,0.5,194,948957
Ep4-Act2,Platinum 2,Sova,5,0.98,14.3,14.7,6.1,0.1,0.075,0.5,202,725424
Ep4-Act2,Platinum 2,Brimstone,6,0.97,14.5,15.0,8.0,0.1,0.066,0.52,206,633726
Ep4-Act2,Platinum 2,Omen,7,0.98,14.9,15.2,5.7,0.1,0.06,0.5,205,580023
Ep4-Act2,Platinum 2,Raze,8,1.03,16.5,16.0,4.8,0.2,0.058,0.5,238,558297
Ep4-Act2,Platinum 2,Viper,9,0.98,14.4,14.7,5.2,0.1,0.055,0.5,199,531828
Ep4-Act2,Platinum 2,Skye,10,0.95,14.5,15.2,5.7,0.1,0.043,0.5,200,419832
Ep4-Act2,Platinum 2,Killjoy,11,0.98,14.2,14.5,3.8,0.1,0.032,0.49,199,314058
Ep4-Act2,Platinum 2,KAY/O,12,0.91,14.2,15.6,7.8,0.1,0.031,0.46,203,298503
Ep4-Act2,Platinum 2,Breach,13,0.92,14.3,15.4,4.4,0.1,0.022,0.48,197,216393
Ep4-Act2,Platinum 2,Cypher,14,0.98,14.5,14.8,4.4,0.1,0.02,0.48,198,194820
Ep4-Act2,Platinum 2,Yoru,15,0.98,15.4,15.8,3.6,0.2,0.014,0.47,213,139791
Ep4-Act2,Platinum 2,Neon,16,0.99,16.2,16.3,3.8,0.2,0.012,0.48,228,118575
