Act,Placement,Agent,Rank,KD,K,D,A,First_Blood_Rate,Pick_Rate,Win_Rate,Avg._Score,Matches
Ep2-Act1,Bronze 3,Jett,4,1.08,16.0,14.9,3.9,0.2,0.099,0.51,234,55514
Ep2-Act1,Bronze 3,Omen,5,0.97,14.4,14.8,3.7,0.1,0.079,0.5,207,44066
Ep2-Act1,Bronze 3,Sova,6,0.96,13.7,14.3,5.7,0.1,0.072,0.5,204,40097
Ep2-Act1,Bronze 3,Killjoy,7,0.97,13.3,13.8,4.2,0.1,0.071,0.52,200,39858
Ep2-Act1,Bronze 3,Brimstone,8,0.95,13.8,14.5,5.2,0.1,0.064,0.52,204,35906
Ep2-Act1,Bronze 3,Phoenix,9,1.05,15.4,14.7,4.3,0.2,0.062,0.51,228,34704
Ep2-Act1,Bronze 3,Yoru,10,0.94,14.1,15.0,3.8,0.1,0.051,0.46,206,28769
Ep2-Act1,Bronze 3,Cypher,11,0.94,13.3,14.1,4.9,0.1,0.04,0.5,194,22463
Ep2-Act1,Bronze 3,Skye,12,0.9,13.0,14.5,4.4,0.1,0.021,0.48,191,11527
Ep2-Act1,Bronze 3,Breach,13,0.9,13.6,15.1,5.1,0.1,0.02,0.48,199,10916
Ep2-Act1,Bronze 3,Viper,14,0.95,13.7,14.5,3.7,0.1,0.019,0.5,200,10681
Ep2-Act1,Silver 1,Reyna,1,1.16,17.2,14.9,4.6,0.2,0.149,0.52,251,96239
Ep2-Act1,Silver 1,Sage,2,0.93,13.3,14.3,6.8,0.1,0.139,0.52,193,89851
Ep2-Act1,Silver 1,Jett,3,1.1,16.5,15.0,3.9,0.2,0.104,0.51,239,67286
Ep2-Act1,Silver 1,Raze,4,1.03,15.5,15.1,4.9,0.1,0.102,0.51,234,66201
Ep2-Act1,Silver 1,Omen,5,0.97,14.5,14.9,3.8,0.1,0.081,0.49,207,52360
Ep2-Act1,Silver 1,Sova,6,0.97,13.9,14.2,5.8,0.1,0.071,0.51,206,46192
Ep2-Act1,Silver 1,Killjoy,7,0.97,13.6,14.0,4.2,0.1,0.071,0.52,200,45789
Ep2-Act1,Silver 1,Brimstone,8,0.96,14.1,14.7,5.3,0.1,0.071,0.51,207,45693
Ep2-Act1,Silver 1,Phoenix,9,1.06,15.7,14.8,4.3,0.2,0.062,0.51,231,40095
Ep2-Act1,Silver 1,Yoru,10,0.94,14.3,15.2,3.8,0.1,0.049,0.46,207,31653
Ep2-Act1,Silver 1,Cypher,11,0.96,13.7,14.3,4.9,0.1,0.042,0.48,197,27444
Ep2-Act1,Silver 1,Breach,12,0.91,13.7,15.1,5.1,0.1,0.022,0.48,199,14145
Ep2-Act1,Silver 1,Skye,13,0.91,13.3,14.7,4.4,0.1,0.019,0.49,192,12032
Ep2-Act1,Silver 1,Viper,14,0.96,14.0,14.6,3.6,0.1,0.018,0.49,202,11321
Ep2-Act1,Silver 2,Reyna,1,1.16,17.4,15.0,4.5,0.2,0.149,0.51,251,91313
Ep2-Act1,Silver 2,Sage,2,0.93,13.3,14.3,6.8,0.1,0.137,0.51,193,83788
Ep2-Act1,Silver 2,Jett,3,1.11,16.8,15.1,3.9,0.2,0.106,0.51,241,64982
Ep2-Act1,Silver 2,Raze,4,1.04,15.8,15.1,5.0,0.1,0.101,0.51,237,62224
Ep2-Act1,Silver 2,Omen,5,0.96,14.5,15.0,3.8,0.1,0.082,0.5,206,50224
Ep2-Act1,Silver 2,Brimstone,6,0.96,14.2,14.8,5.4,0.1,0.075,0.5,207,46315
Ep2-Act1,Silver 2,Killjoy,7,0.97,13.6,14.0,4.1,0.1,0.073,0.52,200,44603
Ep2-Act1,Silver 2,Sova,8,0.98,14.0,14.3,5.9,0.1,0.07,0.5,207,42804
Ep2-Act1,Silver 2,Phoenix,9,1.07,16.0,15.0,4.3,0.2,0.06,0.5,233,37036
Ep2-Act1,Silver 2,Yoru,10,0.94,14.4,15.4,3.8,0.1,0.049,0.45,208,29976
Ep2-Act1,Silver 2,Cypher,11,0.95,13.7,14.4,4.8,0.1,0.043,0.48,196,26510
Ep2-Act1,Silver 2,Breach,12,0.91,13.8,15.1,5.3,0.1,0.022,0.48,200,13569
Ep2-Act1,Silver 2,Skye,13,0.9,13.2,14.8,4.4,0.1,0.017,0.47,191,10239
Ep2-Act1,Silver 2,Viper,14,0.97,13.9,14.4,3.5,0.1,0.016,0.48,201,10066
Ep2-Act1,Silver 3,Reyna,1,1.15,17.5,15.1,4.5,0.2,0.151,0.51,252,84579
Ep2-Act1,Silver 3,Sage,2,0.94,13.5,14.4,6.9,0.1,0.134,0.52,195,75042
Ep2-Act1,Silver 3,Jett,3,1.11,16.9,15.2,3.8,0.2,0.109,0.51,242,61133
Ep2-Act1,Silver 3,Raze,4,1.06,16.1,15.2,4.9,0.1,0.098,0.51,240,54800
Ep2-Act1,Silver 3,Omen,5,0.97,14.6,15.1,3.8,0.1,0.085,0.49,207,47587
Ep2-Act1,Silver 3,Brimstone,6,0.97,14.3,14.7,5.3,0.1,0.078,0.51,207,43917
Ep2-Act1,Silver 3,Killjoy,7,0.97,13.6,14.0,4.0,0.1,0.076,0.52,199,42703
Ep2-Act1,Silver 3,Sova,8,0.99,14.1,14.3,5.9,0.1,0.069,0.51,207,38582
Ep2-Act1,Silver 3,Phoenix,9,1.07,16.2,15.1,4.4,0.2,0.059,0.51,234,33203
Ep2-Act1,Silver 3,Yoru,10,0.93,14.3,15.4,3.9,0.1,0.047,0.46,206,26626
Ep2-Act1,Silver 3,Cypher,11,0.97,13.9,14.4,4.9,0.1,0.043,0.5,197,23925
Ep2-Act1,Silver 3,Breach,12,0.92,14.0,15.2,5.3,0.1,0.023,0.49,201,12820
Ep2-Act1,Silver 3,Viper,13,0.98,14.2,14.6,3.5,0.1,0.015,0.48,204,8646
Ep2-Act1,Silver 3,Skye,14,0.92,13.6,14.8,4.5,0.1,0.015,0.49,195,8302
Ep2-Act1,Gold 1,Reyna,1,1.16,17.6,15.2,4.5,0.2,0.154,0.52,251,70782
Ep2-Act1,Gold 1,Sage,2,0.94,13.6,14.4,6.9,0.1,0.128,0.52,196,58830
Ep2-Act1,Gold 1,Jett,3,1.11,17.0,15.3,3.8,0.2,0.113,0.52,242,51862
Ep2-Act1,Gold 1,Raze,4,1.05,16.1,15.4,5.0,0.1,0.098,0.51,239,44994
Ep2-Act1,Gold 1,Omen,5,0.96,14.5,15.1,3.8,0.1,0.083,0.48,205,38135
Ep2-Act1,Gold 1,Brimstone,6,0.95,14.2,14.9,5.4,0.1,0.081,0.51,205,37420
Ep2-Act1,Gold 1,Killjoy,7,0.96,13.7,14.2,4.0,0.1,0.076,0.51,198,34863
Ep2-Act1,Gold 1,Sova,8,0.98,14.1,14.4,6.1,0.1,0.069,0.51,207,31818
Ep2-Act1,Gold 1,Phoenix,9,1.07,16.1,15.1,4.3,0.2,0.06,0.49,234,27470
Ep2-Act1,Gold 1,Yoru,10,0.93,14.4,15.5,3.9,0.1,0.045,0.45,207,20623
Ep2-Act1,Gold 1,Cypher,11,0.96,13.9,14.5,4.9,0.1,0.044,0.48,197,20218
Ep2-Act1,Gold 1,Breach,12,0.91,14.0,15.4,5.6,0.1,0.024,0.47,201,10934
Ep2-Act1,Gold 1,Viper,13,0.98,14.2,14.4,3.5,0.1,0.015,0.48,204,6937
Ep2-Act1,Gold 1,Skye,14,0.91,13.6,15.0,4.6,0.1,0.013,0.46,194,6008
Ep2-Act1,Gold 2,Reyna,1,1.14,17.4,15.3,4.5,0.2,0.155,0.5,248,56576
Ep2-Act1,Gold 2,Sage,2,0.94,13.6,14.5,7.0,0.1,0.126,0.51,195,46076
Ep2-Act1,Gold 2,Jett,3,1.11,17.1,15.4,3.7,0.2,0.116,0.5,242,42533
Ep2-Act1,Gold 2,Raze,4,1.05,16.2,15.5,5.0,0.1,0.097,0.51,240,35470
Ep2-Act1,Gold 2,Omen,5,0.97,14.7,15.2,3.9,0.1,0.084,0.49,207,30536
Ep2-Act1,Gold 2,Brimstone,6,0.96,14.3,14.9,5.5,0.1,0.083,0.51,205,30437
Ep2-Act1,Gold 2,Killjoy,7,0.97,13.8,14.2,4.0,0.1,0.073,0.51,199,26705
Ep2-Act1,Gold 2,Sova,8,0.98,14.1,14.4,6.1,0.1,0.069,0.5,206,25325
Ep2-Act1,Gold 2,Phoenix,9,1.08,16.4,15.2,4.4,0.2,0.059,0.5,236,21453
Ep2-Act1,Gold 2,Cypher,10,0.96,14.0,14.5,4.9,0.1,0.047,0.49,197,17013
Ep2-Act1,Gold 2,Yoru,11,0.92,14.4,15.6,3.9,0.1,0.041,0.44,205,14941
Ep2-Act1,Gold 2,Breach,12,0.91,14.0,15.3,5.5,0.1,0.024,0.47,201,8734
Ep2-Act1,Gold 2,Viper,13,0.97,14.2,14.7,3.5,0.1,0.013,0.47,202,4733
Ep2-Act1,Gold 2,Skye,14,0.93,13.7,14.7,4.6,0.1,0.013,0.48,195,4569
Ep2-Act1,Gold 3,Reyna,1,1.14,17.5,15.4,4.5,0.2,0.154,0.51,248,43791
Ep2-Act1,Gold 3,Sage,2,0.94,13.6,14.5,7.0,0.1,0.123,0.52,195,34961
Ep2-Act1,Gold 3,Jett,3,1.1,16.9,15.5,3.7,0.2,0.12,0.51,240,34148
Ep2-Act1,Gold 3,Raze,4,1.05,16.3,15.5,5.0,0.1,0.098,0.51,240,27864
Ep2-Act1,Gold 3,Brimstone,5,0.95,14.3,14.9,5.5,0.1,0.086,0.51,204,24479
Ep2-Act1,Gold 3,Omen,6,0.95,14.5,15.2,3.8,0.1,0.085,0.49,204,24088
Ep2-Act1,Gold 3,Killjoy,7,0.97,13.8,14.3,3.9,0.1,0.076,0.5,198,21587
Ep2-Act1,Gold 3,Sova,8,1.0,14.3,14.4,6.3,0.1,0.068,0.51,209,19264
Ep2-Act1,Gold 3,Phoenix,9,1.06,16.2,15.3,4.3,0.2,0.059,0.5,233,16690
Ep2-Act1,Gold 3,Cypher,10,0.95,14.0,14.7,4.9,0.1,0.045,0.48,195,12710
Ep2-Act1,Gold 3,Yoru,11,0.93,14.5,15.6,3.8,0.2,0.039,0.44,206,11021
Ep2-Act1,Gold 3,Breach,12,0.91,14.0,15.4,5.7,0.1,0.023,0.47,199,6507
Ep2-Act1,Gold 3,Viper,13,0.99,14.4,14.5,3.4,0.1,0.012,0.49,205,3483
Ep2-Act1,Gold 3,Skye,14,0.91,13.5,14.8,4.7,0.1,0.011,0.47,192,3014
Ep2-Act1,Platinum 1,Reyna,1,1.12,17.3,15.5,4.5,0.2,0.157,0.51,246,34109
Ep2-Act1,Platinum 1,Jett,2,1.09,16.9,15.5,3.7,0.2,0.126,0.5,239,27276
Ep2-Act1,Platinum 1,Sage,3,0.94,13.7,14.6,7.0,0.1,0.118,0.51,195,25508
Ep2-Act1,Platinum 1,Raze,4,1.04,16.2,15.6,5.0,0.2,0.098,0.52,239,21175
Ep2-Act1,Platinum 1,Brimstone,5,0.95,14.2,15.0,5.5,0.1,0.089,0.5,202,19220
Ep2-Act1,Platinum 1,Omen,6,0.96,14.6,15.3,3.9,0.1,0.083,0.49,203,17928
Ep2-Act1,Platinum 1,Killjoy,7,0.96,13.8,14.4,3.9,0.1,0.076,0.5,197,16439
Ep2-Act1,Platinum 1,Sova,8,0.98,14.1,14.4,6.2,0.1,0.068,0.5,204,14759
Ep2-Act1,Platinum 1,Phoenix,9,1.06,16.4,15.5,4.4,0.2,0.057,0.49,232,12428
Ep2-Act1,Platinum 1,Cypher,10,0.96,14.1,14.7,4.8,0.1,0.048,0.48,196,10493
Ep2-Act1,Platinum 1,Yoru,11,0.92,14.5,15.8,3.9,0.1,0.034,0.46,204,7441
Ep2-Act1,Platinum 1,Breach,12,0.91,14.1,15.4,5.9,0.1,0.025,0.47,199,5464
Ep2-Act1,Platinum 1,Viper,13,0.97,14.2,14.6,3.4,0.1,0.011,0.49,200,2372
Ep2-Act1,Platinum 1,Skye,14,0.93,13.9,15.0,4.8,0.1,0.009,0.5,197,1984
Ep2-Act1,Platinum 2,Reyna,1,1.13,17.4,15.4,4.5,0.2,0.152,0.5,246,25330
Ep2-Act1,Platinum 2,Jett,2,1.09,17.0,15.6,3.6,0.2,0.129,0.5,238,21442
Ep2-Act1,Platinum 2,Sage,3,0.95,13.8,14.6,7.0,0.1,0.117,0.52,196,19527
Ep2-Act1,Platinum 2,Raze,4,1.05,16.3,15.6,4.9,0.1,0.095,0.51,239,15856
Ep2-Act1,Platinum 2,Brimstone,5,0.95,14.1,14.9,5.5,0.1,0.092,0.51,203,15384
Ep2-Act1,Platinum 2,Omen,6,0.95,14.5,15.3,4.0,0.1,0.084,0.49,202,14003
Ep2-Act1,Platinum 2,Killjoy,7,0.97,13.9,14.4,3.9,0.1,0.076,0.5,197,12585
Ep2-Act1,Platinum 2,Sova,8,0.98,14.1,14.4,6.3,0.1,0.069,0.49,204,11473
Ep2-Act1,Platinum 2,Phoenix,9,1.06,16.4,15.5,4.4,0.2,0.06,0.5,233,9988
Ep2-Act1,Platinum 2,Cypher,10,0.95,13.9,14.6,4.8,0.1,0.048,0.49,193,8012
Ep2-Act1,Platinum 2,Yoru,11,0.9,14.2,15.8,3.9,0.1,0.033,0.42,202,5411
Ep2-Act1,Platinum 2,Breach,12,0.88,13.8,15.7,5.9,0.1,0.025,0.44,195,4137
Ep2-Act1,Platinum 2,Viper,13,0.96,13.9,14.4,3.3,0.1,0.011,0.46,201,1760
Ep2-Act1,Platinum 2,Skye,14,0.92,13.7,14.9,4.7,0.1,0.009,0.47,193,1499
Ep2-Act1,Platinum 3,Reyna,1,1.11,17.2,15.5,4.5,0.2,0.151,0.5,244,22101
Ep2-Act1,Platinum 3,Jett,2,1.08,17.0,15.6,3.6,0.2,0.132,0.5,238,19391
Ep2-Act1,Platinum 3,Sage,3,0.95,13.9,14.6,7.1,0.1,0.114,0.52,196,16692
Ep2-Act1,Platinum 3,Brimstone,4,0.94,14.1,15.0,5.5,0.1,0.094,0.5,201,13705
Ep2-Act1,Platinum 3,Raze,5,1.04,16.3,15.7,4.9,0.2,0.092,0.51,239,13534
Ep2-Act1,Platinum 3,Omen,6,0.96,14.7,15.3,3.9,0.1,0.087,0.5,202,12811
Ep2-Act1,Platinum 3,Killjoy,7,0.96,13.8,14.4,3.9,0.1,0.079,0.5,197,11641
Ep2-Act1,Platinum 3,Sova,8,0.99,14.1,14.3,6.6,0.1,0.072,0.51,204,10601
Ep2-Act1,Platinum 3,Phoenix,9,1.05,16.3,15.5,4.4,0.2,0.059,0.51,232,8638
Ep2-Act1,Platinum 3,Cypher,10,0.96,14.0,14.5,4.8,0.1,0.051,0.49,195,7476
Ep2-Act1,Platinum 3,Yoru,11,0.9,14.2,15.9,4.0,0.1,0.029,0.44,201,4187
Ep2-Act1,Platinum 3,Breach,12,0.91,14.0,15.4,6.2,0.1,0.023,0.45,198,3330
Ep2-Act1,Platinum 3,Viper,13,0.99,14.5,14.7,3.3,0.1,0.008,0.52,203,1219
Ep2-Act1,Platinum 3,Skye,14,0.88,13.3,15.1,4.7,0.1,0.008,0.47,190,1112
Ep2-Act1,Diamond 1,Reyna,1,1.11,17.2,15.5,4.5,0.2,0.152,0.52,242,14886
Ep2-Act1,Diamond 1,Jett,2,1.08,17.0,15.7,3.6,0.2,0.139,0.5,237,13638
Ep2-Act1,Diamond 1,Sage,3,0.95,13.9,14.7,7.0,0.1,0.113,0.51,196,11135
Ep2-Act1,Diamond 1,Raze,4,1.04,16.4,15.8,4.8,0.1,0.098,0.5,239,9612
Ep2-Act1,Diamond 1,Brimstone,5,0.94,14.1,15.0,5.6,0.1,0.092,0.5,200,9014
Ep2-Act1,Diamond 1,Omen,6,0.96,14.7,15.3,4.1,0.1,0.084,0.48,203,8293
Ep2-Act1,Diamond 1,Killjoy,7,0.98,13.9,14.3,3.9,0.1,0.078,0.52,197,7655
Ep2-Act1,Diamond 1,Sova,8,0.99,14.3,14.4,6.5,0.1,0.069,0.49,206,6746
Ep2-Act1,Diamond 1,Phoenix,9,1.06,16.4,15.5,4.4,0.2,0.057,0.52,231,5572
Ep2-Act1,Diamond 1,Cypher,10,0.95,14.0,14.8,4.8,0.1,0.05,0.46,193,4930
Ep2-Act1,Diamond 1,Yoru,11,0.91,14.4,15.8,3.9,0.1,0.029,0.43,202,2824
Ep2-Act1,Diamond 1,Breach,12,0.87,13.4,15.4,6.0,0.1,0.023,0.41,193,2233
Ep2-Act1,Diamond 1,Viper,13,0.97,14.2,14.7,3.5,0.1,0.009,0.49,199,874
Ep2-Act1,Diamond 1,Skye,14,0.91,14.0,15.4,5.0,0.1,0.008,0.49,190,744
Ep2-Act1,Diamond 2,Reyna,1,1.11,17.2,15.5,4.4,0.2,0.156,0.51,241,14478
Ep2-Act1,Diamond 2,Jett,2,1.09,17.0,15.6,3.6,0.2,0.143,0.49,238,13304
Ep2-Act1,Diamond 2,Sage,3,0.95,13.8,14.6,7.1,0.1,0.106,0.52,194,9880
Ep2-Act1,Diamond 2,Raze,4,1.03,16.1,15.7,4.9,0.1,0.098,0.5,236,9086
Ep2-Act1,Diamond 2,Brimstone,5,0.95,14.2,14.8,5.6,0.1,0.095,0.5,201,8796
Ep2-Act1,Diamond 2,Omen,6,0.96,14.6,15.2,4.1,0.1,0.081,0.51,202,7545
Ep2-Act1,Diamond 2,Killjoy,7,0.98,13.9,14.2,3.8,0.1,0.077,0.5,197,7203
Ep2-Act1,Diamond 2,Sova,8,0.99,14.2,14.4,6.4,0.1,0.072,0.49,204,6739
Ep2-Act1,Diamond 2,Cypher,9,0.98,14.4,14.7,4.9,0.1,0.054,0.49,198,4977
Ep2-Act1,Diamond 2,Phoenix,10,1.04,16.3,15.6,4.5,0.2,0.052,0.5,229,4862
Ep2-Act1,Diamond 2,Yoru,11,0.92,14.5,15.8,3.8,0.1,0.029,0.44,203,2714
Ep2-Act1,Diamond 2,Breach,12,0.91,14.1,15.6,6.7,0.1,0.022,0.45,196,2058
Ep2-Act1,Diamond 2,Viper,13,0.95,14.3,15.1,3.5,0.1,0.008,0.47,196,768
Ep2-Act1,Diamond 2,Skye,14,0.9,13.5,15.0,5.2,0.1,0.006,0.49,193,591
Ep2-Act1,Diamond 3,Reyna,1,1.11,17.3,15.6,4.4,0.2,0.155,0.49,243,10430
Ep2-Act1,Diamond 3,Jett,2,1.09,17.1,15.7,3.6,0.2,0.146,0.51,238,9861
Ep2-Act1,Diamond 3,Sage,3,0.97,14.2,14.6,7.2,0.1,0.105,0.53,199,7104
Ep2-Act1,Diamond 3,Raze,4,1.04,16.4,15.8,4.9,0.2,0.099,0.51,240,6673
Ep2-Act1,Diamond 3,Brimstone,5,0.95,14.2,15.0,5.6,0.1,0.098,0.5,201,6623
Ep2-Act1,Diamond 3,Omen,6,0.96,14.6,15.2,4.1,0.1,0.084,0.49,200,5639
Ep2-Act1,Diamond 3,Killjoy,7,0.98,14.1,14.4,3.8,0.1,0.081,0.51,197,5445
Ep2-Act1,Diamond 3,Sova,8,1.02,14.5,14.2,6.7,0.1,0.076,0.54,207,5108
Ep2-Act1,Diamond 3,Cypher,9,0.96,14.1,14.6,5.0,0.1,0.051,0.5,194,3457
Ep2-Act1,Diamond 3,Phoenix,10,1.06,16.3,15.4,4.4,0.2,0.051,0.53,232,3444
Ep2-Act1,Diamond 3,Yoru,11,0.92,14.7,15.9,3.9,0.1,0.023,0.48,204,1544
Ep2-Act1,Diamond 3,Breach,12,0.93,14.3,15.4,6.5,0.1,0.018,0.45,199,1190
Ep2-Act1,Diamond 3,Viper,13,0.99,14.6,14.7,3.3,0.1,0.007,0.49,202,491
