Act,Placement,Agent,Rank,KD,K,D,A,First_Blood_Rate,Pick_Rate,Win_Rate,Avg._Score,Matches
Ep3-Act1,Gold 1,Viper,8,0.98,14.1,14.5,5.2,0.1,0.05,0.5,199,1172439
Ep3-Act1,Gold 1,Skye,9,0.96,14.4,15.0,4.7,0.1,0.044,0.5,200,1020612
Ep3-Act1,Gold 1,Brimstone,10,0.95,14.2,14.9,6.5,0.1,0.043,0.51,201,1011024
Ep3-Act1,Gold 1,KAY/O,11,0.9,13.8,15.4,7.0,0.1,0.037,0.46,198,876180
Ep3-Act1,Gold 1,Phoenix,12,1.04,16.0,15.4,4.0,0.2,0.036,0.48,230,850170
Ep3-Act1,Gold 1,Cypher,13,0.97,14.0,14.5,4.2,0.1,0.035,0.48,195,820284
Ep3-Act1,Gold 1,Yoru,14,0.95,14.9,15.6,3.5,0.2,0.015,0.44,211,357357
Ep3-Act1,Gold 1,Breach,15,0.93,14.3,15.4,5.2,0.1,0.015,0.49,201,338946
Ep3-Act1,Gold 1,Astra,16,0.99,14.4,14.6,4.8,0.1,0.013,0.49,199,298860
Ep3-Act1,Gold 2,Reyna,1,1.15,17.7,15.4,4.1,0.2,0.145,0.51,249,2617881
Ep3-Act1,Gold 2,Jett,2,1.13,17.6,15.5,3.8,0.2,0.144,0.5,248,2604621
Ep3-Act1,Gold 2,Sage,3,0.95,13.9,14.6,5.1,0.1,0.139,0.51,192,2518431
Ep3-Act1,Gold 2,Omen,4,0.97,14.7,15.1,5.3,0.1,0.083,0.49,204,1495371
Ep3-Act1,Gold 2,Raze,5,1.04,16.3,15.6,4.9,0.2,0.07,0.5,240,1264137
Ep3-Act1,Gold 2,Sova,6,0.99,14.4,14.5,6.0,0.1,0.07,0.5,206,1263729
Ep3-Act1,Gold 2,Killjoy,7,1.0,14.2,14.2,4.0,0.1,0.064,0.52,203,1161117
Ep3-Act1,Gold 2,Viper,8,0.99,14.3,14.5,5.3,0.1,0.05,0.5,201,904434
Ep3-Act1,Gold 2,Skye,9,0.98,14.7,15.0,4.6,0.1,0.045,0.5,204,822426
Ep3-Act1,Gold 2,Brimstone,10,0.97,14.4,14.9,6.6,0.1,0.041,0.51,203,747048
Ep3-Act1,Gold 2,Cypher,11,0.97,14.2,14.6,4.2,0.1,0.036,0.48,195,652596
Ep3-Act1,Gold 2,Phoenix,12,1.06,16.2,15.4,4.0,0.2,0.036,0.49,232,643977
Ep3-Act1,Gold 2,KAY/O,13,0.91,14.0,15.4,7.1,0.1,0.035,0.45,199,637806
Ep3-Act1,Gold 2,Yoru,14,0.98,15.2,15.5,3.4,0.2,0.014,0.44,215,259743
Ep3-Act1,Gold 2,Breach,15,0.94,14.4,15.3,5.3,0.1,0.014,0.48,204,256734
Ep3-Act1,Gold 2,Astra,16,1.01,14.7,14.7,4.9,0.1,0.014,0.49,202,248727
Ep3-Act1,Gold 3,Jett,1,1.14,17.7,15.6,3.8,0.2,0.149,0.5,248,2076006
Ep3-Act1,Gold 3,Reyna,2,1.15,17.8,15.5,4.1,0.2,0.148,0.51,250,2051526
Ep3-Act1,Gold 3,Sage,3,0.96,14.0,14.6,5.2,0.1,0.135,0.52,193,1879095
Ep3-Act1,Gold 3,Omen,4,0.98,14.8,15.1,5.4,0.1,0.085,0.5,204,1182537
Ep3-Act1,Gold 3,Sova,5,1.01,14.5,14.4,6.0,0.1,0.071,0.52,207,979914
Ep3-Act1,Gold 3,Raze,6,1.05,16.5,15.7,4.9,0.2,0.068,0.51,241,949926
Ep3-Act1,Gold 3,Killjoy,7,1.0,14.2,14.2,4.0,0.1,0.062,0.52,203,855117
Ep3-Act1,Gold 3,Viper,8,1.0,14.5,14.5,5.3,0.1,0.049,0.51,201,682686
Ep3-Act1,Gold 3,Skye,9,0.98,14.7,15.1,4.7,0.1,0.047,0.5,205,647700
Ep3-Act1,Gold 3,Brimstone,10,0.97,14.4,14.9,6.7,0.1,0.041,0.5,203,571914
Ep3-Act1,Gold 3,Cypher,11,0.98,14.3,14.6,4.2,0.1,0.036,0.5,197,502350
Ep3-Act1,Gold 3,Phoenix,12,1.06,16.4,15.4,4.0,0.2,0.034,0.5,233,474759
Ep3-Act1,Gold 3,KAY/O,13,0.91,14.0,15.4,7.2,0.1,0.034,0.46,199,469557
Ep3-Act1,Gold 3,Astra,14,1.01,14.8,14.6,5.1,0.1,0.014,0.5,203,197778
Ep3-Act1,Gold 3,Breach,15,0.95,14.5,15.3,5.3,0.1,0.014,0.49,203,190434
Ep3-Act1,Gold 3,Yoru,16,0.99,15.4,15.6,3.4,0.2,0.013,0.44,216,176001
Ep3-Act1,Platinum 1,Jett,1,1.11,17.4,15.7,3.8,0.2,0.15,0.5,243,1535508
Ep3-Act1,Platinum 1,Reyna,2,1.13,17.4,15.5,4.1,0.2,0.143,0.51,244,1463037
Ep3-Act1,Platinum 1,Sage,3,0.94,13.8,14.6,5.1,0.1,0.138,0.51,190,1409640
Ep3-Act1,Platinum 1,Omen,4,0.96,14.6,15.1,5.4,0.1,0.087,0.49,201,889542
Ep3-Act1,Platinum 1,Sova,5,0.99,14.4,14.5,6.1,0.1,0.074,0.51,204,759543
Ep3-Act1,Platinum 1,Raze,6,1.03,16.3,15.7,4.9,0.2,0.066,0.5,238,678963
Ep3-Act1,Platinum 1,Killjoy,7,0.98,14.1,14.3,3.9,0.1,0.06,0.51,200,618885
Ep3-Act1,Platinum 1,Skye,8,0.97,14.6,15.1,4.6,0.1,0.049,0.5,202,502044
Ep3-Act1,Platinum 1,Viper,9,0.98,14.3,14.5,5.3,0.1,0.049,0.51,199,497046
Ep3-Act1,Platinum 1,Brimstone,10,0.96,14.3,14.9,6.8,0.1,0.04,0.51,201,407031
Ep3-Act1,Platinum 1,Cypher,11,0.97,14.2,14.7,4.1,0.1,0.039,0.48,195,396423
Ep3-Act1,Platinum 1,KAY/O,12,0.88,13.8,15.6,7.3,0.1,0.034,0.45,195,344505
Ep3-Act1,Platinum 1,Phoenix,13,1.04,16.1,15.5,3.9,0.2,0.032,0.48,229,326553
Ep3-Act1,Platinum 1,Astra,14,1.0,14.6,14.6,5.1,0.1,0.015,0.48,199,155448
Ep3-Act1,Platinum 1,Breach,15,0.92,14.3,15.5,5.4,0.1,0.013,0.48,199,135303
Ep3-Act1,Platinum 1,Yoru,16,0.97,15.0,15.6,3.4,0.2,0.011,0.47,211,114240
Ep3-Act1,Platinum 2,Jett,1,1.12,17.5,15.6,3.7,0.2,0.155,0.5,244,1221654
Ep3-Act1,Platinum 2,Reyna,2,1.13,17.6,15.6,4.1,0.2,0.142,0.51,245,1119144
Ep3-Act1,Platinum 2,Sage,3,0.95,14.0,14.7,5.1,0.1,0.135,0.51,192,1062483
Ep3-Act1,Platinum 2,Omen,4,0.97,14.8,15.2,5.5,0.1,0.086,0.5,202,679524
Ep3-Act1,Platinum 2,Sova,5,0.99,14.4,14.5,6.2,0.1,0.076,0.51,205,597006
Ep3-Act1,Platinum 2,Raze,6,1.04,16.4,15.8,4.9,0.2,0.067,0.5,239,528105
Ep3-Act1,Platinum 2,Killjoy,7,1.0,14.2,14.2,3.9,0.1,0.058,0.52,201,455940
Ep3-Act1,Platinum 2,Skye,8,0.97,14.7,15.2,4.6,0.1,0.051,0.49,203,398616
Ep3-Act1,Platinum 2,Viper,9,0.99,14.5,14.6,5.3,0.1,0.049,0.5,200,387498
Ep3-Act1,Platinum 2,Brimstone,10,0.97,14.5,14.9,6.9,0.1,0.04,0.51,202,312069
Ep3-Act1,Platinum 2,Cypher,11,0.98,14.4,14.7,4.1,0.1,0.039,0.49,196,310284
Ep3-Act1,Platinum 2,KAY/O,12,0.91,14.1,15.6,7.4,0.1,0.034,0.46,198,265251
Ep3-Act1,Platinum 2,Phoenix,13,1.04,16.3,15.6,4.0,0.2,0.03,0.47,230,239190
Ep3-Act1,Platinum 2,Astra,14,1.0,14.7,14.7,5.2,0.1,0.015,0.48,200,119748
Ep3-Act1,Platinum 2,Breach,15,0.94,14.6,15.4,5.4,0.1,0.013,0.48,202,100674
Ep3-Act1,Platinum 2,Yoru,16,0.96,15.0,15.7,3.4,0.2,0.011,0.43,212,85119
Ep3-Act1,Platinum 3,Jett,1,1.11,17.6,15.7,3.7,0.2,0.159,0.5,244,980373
Ep3-Act1,Platinum 3,Reyna,2,1.12,17.5,15.6,4.1,0.2,0.143,0.5,243,881076
Ep3-Act1,Platinum 3,Sage,3,0.96,14.1,14.7,5.2,0.1,0.132,0.51,193,813909
Ep3-Act1,Platinum 3,Omen,4,0.98,14.8,15.1,5.7,0.1,0.089,0.5,202,547281
Ep3-Act1,Platinum 3,Sova,5,0.99,14.4,14.5,6.2,0.1,0.075,0.5,204,458541
Ep3-Act1,Platinum 3,Raze,6,1.04,16.5,15.9,5.0,0.2,0.067,0.51,240,411060
Ep3-Act1,Platinum 3,Killjoy,7,1.0,14.3,14.4,3.9,0.1,0.057,0.5,202,349758
Ep3-Act1,Platinum 3,Skye,8,0.97,14.8,15.2,4.7,0.1,0.052,0.5,202,319617
Ep3-Act1,Platinum 3,Viper,9,1.0,14.5,14.6,5.4,0.1,0.05,0.52,200,305031
Ep3-Act1,Platinum 3,Cypher,10,0.98,14.4,14.7,4.1,0.1,0.04,0.49,196,247248
Ep3-Act1,Platinum 3,Brimstone,11,0.98,14.5,14.8,6.9,0.1,0.038,0.52,202,233376
Ep3-Act1,Platinum 3,KAY/O,12,0.9,14.0,15.5,7.5,0.1,0.031,0.46,198,190791
Ep3-Act1,Platinum 3,Phoenix,13,1.04,16.4,15.7,4.0,0.2,0.029,0.49,231,180795
Ep3-Act1,Platinum 3,Astra,14,1.0,14.8,14.8,5.4,0.1,0.017,0.48,199,102153
Ep3-Act1,Platinum 3,Breach,15,0.93,14.4,15.5,5.6,0.1,0.011,0.46,199,68748
Ep3-Act1,Platinum 3,Yoru,16,0.97,15.3,15.8,3.4,0.2,0.01,0.43,214,63036
Ep3-Act1,Diamond 1,Jett,1,1.09,17.3,15.8,3.7,0.2,0.16,0.49,240,781269
Ep3-Act1,Diamond 1,Reyna,2,1.1,17.2,15.6,4.0,0.2,0.14,0.51,240,681768
Ep3-Act1,Diamond 1,Sage,3,0.96,14.0,14.7,5.1,0.1,0.134,0.52,192,655656
Ep3-Act1,Diamond 1,Omen,4,0.96,14.7,15.2,5.8,0.1,0.089,0.49,200,433857
Ep3-Act1,Diamond 1,Sova,5,0.99,14.4,14.6,6.3,0.1,0.079,0.51,203,386070
Ep3-Act1,Diamond 1,Raze,6,1.02,16.3,16.0,4.9,0.2,0.065,0.51,237,318648
Ep3-Act1,Diamond 1,Killjoy,7,1.0,14.4,14.4,3.9,0.1,0.057,0.51,201,276675
Ep3-Act1,Diamond 1,Skye,8,0.95,14.5,15.3,4.5,0.1,0.053,0.48,200,256530
Ep3-Act1,Diamond 1,Viper,9,1.0,14.5,14.5,5.4,0.1,0.051,0.51,200,251277
Ep3-Act1,Diamond 1,Cypher,10,0.96,14.3,14.8,4.1,0.1,0.041,0.49,193,201807
