Act,Placement,Agent,Rank,KD,K,D,A,First_Blood_Rate,Pick_Rate,Win_Rate,Avg._Score,Matches
Ep5-Act1,Iron 3,Reyna,2,1.01,14.9,14.7,4.1,0.2,0.111,0.5,220,707268
Ep5-Act1,Iron 3,Raze,3,0.91,13.5,14.9,4.7,0.1,0.071,0.5,206,452370
Ep5-Act1,Iron 3,Omen,4,0.86,12.6,14.7,4.3,0.1,0.064,0.5,184,411825
Ep5-Act1,Iron 3,Chamber,5,0.96,13.7,14.3,3.6,0.1,0.06,0.51,196,385509
Ep5-Act1,Iron 3,Jett,6,0.93,13.9,14.9,3.8,0.2,0.058,0.5,206,371076
Ep5-Act1,Iron 3,Fade,7,0.78,11.5,14.7,6.1,0.1,0.053,0.5,172,340680
Ep5-Act1,Iron 3,Viper,8,0.83,11.8,14.3,4.8,0.1,0.052,0.5,176,330276
Ep5-Act1,Iron 3,Sova,9,0.81,11.6,14.4,4.8,0.1,0.049,0.5,174,314007
Ep5-Act1,Iron 3,Killjoy,10,0.84,11.8,13.9,4.2,0.1,0.046,0.52,177,291567
Ep5-Act1,Iron 3,Yoru,11,0.86,12.8,14.9,3.6,0.1,0.045,0.47,187,290037
Ep5-Act1,Iron 3,Neon,12,0.87,13.3,15.3,3.9,0.2,0.044,0.49,197,284631
Ep5-Act1,Iron 3,Skye,13,0.8,11.7,14.6,5.9,0.1,0.042,0.49,173,267189
Ep5-Act1,Iron 3,Brimstone,14,0.85,12.2,14.4,5.4,0.1,0.04,0.51,182,253062
Ep5-Act1,Iron 3,KAY/O,15,0.77,11.5,15.0,6.5,0.1,0.037,0.46,175,237354
Ep5-Act1,Iron 3,Phoenix,16,0.93,13.6,14.6,3.8,0.1,0.034,0.48,202,214557
Ep5-Act1,Iron 3,Cypher,17,0.86,12.2,14.2,4.5,0.1,0.021,0.49,178,134997
Ep5-Act1,Iron 3,Breach,18,0.82,12.0,14.6,4.7,0.1,0.014,0.51,179,89148
Ep5-Act1,Iron 3,Astra,19,0.91,12.4,13.7,4.3,0.1,0.005,0.51,182,33405
Ep5-Act1,Bronze 1,Sage,1,0.82,11.8,14.3,6.2,0.1,0.147,0.51,173,1254855
Ep5-Act1,Bronze 1,Reyna,2,1.04,15.6,15.0,4.2,0.2,0.114,0.51,227,969204
Ep5-Act1,Bronze 1,Chamber,3,0.98,14.1,14.4,3.5,0.1,0.07,0.5,201,593640
Ep5-Act1,Bronze 1,Raze,4,0.93,14.0,15.0,4.8,0.1,0.068,0.5,213,575688
Ep5-Act1,Bronze 1,Omen,5,0.88,13.1,14.9,4.5,0.1,0.068,0.48,190,575025
Ep5-Act1,Bronze 1,Jett,6,0.97,14.8,15.2,3.9,0.2,0.059,0.5,216,505206
Ep5-Act1,Bronze 1,Viper,7,0.85,12.4,14.5,5.0,0.1,0.054,0.48,181,460224
Ep5-Act1,Bronze 1,Fade,8,0.83,12.2,14.8,6.1,0.1,0.051,0.5,180,430542
Ep5-Act1,Bronze 1,Killjoy,9,0.87,12.2,14.0,4.2,0.1,0.047,0.52,183,400962
Ep5-Act1,Bronze 1,Sova,10,0.84,12.3,14.6,5.0,0.1,0.047,0.49,182,396474
Ep5-Act1,Bronze 1,Brimstone,11,0.87,12.7,14.6,5.7,0.1,0.044,0.52,188,376482
Ep5-Act1,Bronze 1,Skye,12,0.83,12.2,14.7,6.1,0.1,0.044,0.49,179,370821
Ep5-Act1,Bronze 1,Neon,13,0.91,14.1,15.5,4.0,0.2,0.041,0.49,207,346341
Ep5-Act1,Bronze 1,Yoru,14,0.89,13.3,15.1,3.7,0.1,0.038,0.47,193,324972
Ep5-Act1,Bronze 1,KAY/O,15,0.81,12.1,15.0,6.8,0.1,0.037,0.47,182,317577
Ep5-Act1,Bronze 1,Phoenix,16,0.96,14.1,14.7,4.0,0.2,0.029,0.5,210,247911
Ep5-Act1,Bronze 1,Cypher,17,0.87,12.5,14.4,4.6,0.1,0.02,0.49,180,173400
Ep5-Act1,Bronze 1,Breach,18,0.84,12.7,15.2,4.9,0.1,0.016,0.5,185,136476
Ep5-Act1,Bronze 1,Astra,19,0.89,12.7,14.3,4.3,0.1,0.006,0.46,184,54672
Ep5-Act1,Bronze 2,Sage,1,0.86,12.4,14.4,6.3,0.1,0.139,0.5,180,1988643
Ep5-Act1,Bronze 2,Reyna,2,1.09,16.3,15.0,4.1,0.2,0.117,0.51,236,1672239
Ep5-Act1,Bronze 2,Chamber,3,1.03,14.9,14.4,3.5,0.2,0.078,0.5,210,1115064
Ep5-Act1,Bronze 2,Omen,4,0.92,13.8,14.9,4.6,0.1,0.07,0.49,197,996540
Ep5-Act1,Bronze 2,Raze,5,0.97,14.7,15.1,4.8,0.1,0.065,0.5,221,923865
Ep5-Act1,Bronze 2,Jett,6,1.03,15.6,15.2,3.9,0.2,0.062,0.5,226,889644
Ep5-Act1,Bronze 2,Viper,7,0.91,13.1,14.4,5.1,0.1,0.053,0.5,190,761940
Ep5-Act1,Bronze 2,Fade,8,0.87,12.9,14.8,6.3,0.1,0.048,0.5,188,684675
Ep5-Act1,Bronze 2,Brimstone,9,0.91,13.2,14.6,6.0,0.1,0.047,0.51,194,672231
Ep5-Act1,Bronze 2,Sova,10,0.89,13.0,14.5,5.1,0.1,0.047,0.49,190,669018
Ep5-Act1,Bronze 2,Killjoy,11,0.91,12.8,14.0,4.2,0.1,0.045,0.52,190,641478
Ep5-Act1,Bronze 2,Skye,12,0.88,12.9,14.7,6.1,0.1,0.044,0.5,189,629136
Ep5-Act1,Bronze 2,Neon,13,0.95,14.8,15.5,4.0,0.2,0.039,0.49,216,552177
Ep5-Act1,Bronze 2,KAY/O,14,0.85,12.8,15.1,6.9,0.1,0.038,0.47,190,543507
Ep5-Act1,Bronze 2,Yoru,15,0.91,13.8,15.1,3.7,0.1,0.033,0.47,199,467517
Ep5-Act1,Bronze 2,Phoenix,16,1.0,14.8,14.9,4.0,0.2,0.029,0.5,217,418710
Ep5-Act1,Bronze 2,Cypher,17,0.91,13.0,14.3,4.4,0.1,0.02,0.49,187,280449
Ep5-Act1,Bronze 2,Breach,18,0.89,13.5,15.1,5.0,0.1,0.018,0.48,195,252297
Ep5-Act1,Bronze 2,Astra,19,0.94,13.5,14.4,4.7,0.1,0.007,0.47,194,102663
Ep5-Act1,Bronze 3,Sage,1,0.89,12.8,14.4,6.4,0.1,0.133,0.51,185,2304333
Ep5-Act1,Bronze 3,Reyna,2,1.13,17.0,15.1,4.1,0.2,0.121,0.52,244,2098701
Ep5-Act1,Bronze 3,Chamber,3,1.07,15.4,14.4,3.5,0.2,0.087,0.51,216,1507152
Ep5-Act1,Bronze 3,Omen,4,0.95,14.2,15.0,4.7,0.1,0.07,0.5,202,1208343
Ep5-Act1,Bronze 3,Jett,5,1.05,16.1,15.3,3.9,0.2,0.066,0.5,232,1146939
Ep5-Act1,Bronze 3,Raze,6,1.0,15.2,15.2,4.8,0.1,0.064,0.51,227,1102671
Ep5-Act1,Bronze 3,Viper,7,0.93,13.5,14.5,5.3,0.1,0.055,0.5,194,959463
Ep5-Act1,Bronze 3,Brimstone,8,0.93,13.7,14.7,6.1,0.1,0.049,0.51,199,854709
Ep5-Act1,Bronze 3,Fade,9,0.9,13.3,14.8,6.3,0.1,0.046,0.51,193,801057
Ep5-Act1,Bronze 3,Killjoy,10,0.95,13.3,14.0,4.1,0.1,0.046,0.52,195,791622
Ep5-Act1,Bronze 3,Sova,11,0.93,13.5,14.6,5.2,0.1,0.045,0.5,196,776424
Ep5-Act1,Bronze 3,Skye,12,0.9,13.4,14.8,6.2,0.1,0.044,0.49,193,755106
Ep5-Act1,Bronze 3,KAY/O,13,0.87,13.2,15.1,7.0,0.1,0.038,0.47,194,663612
Ep5-Act1,Bronze 3,Neon,14,0.99,15.3,15.6,4.0,0.2,0.036,0.5,223,629901
Ep5-Act1,Bronze 3,Phoenix,15,1.05,15.6,14.8,4.0,0.2,0.028,0.51,226,479604
Ep5-Act1,Bronze 3,Yoru,16,0.95,14.5,15.2,3.7,0.1,0.028,0.47,208,477666
Ep5-Act1,Bronze 3,Breach,17,0.91,13.8,15.2,5.1,0.1,0.019,0.5,199,328746
Ep5-Act1,Bronze 3,Cypher,18,0.93,13.4,14.3,4.5,0.1,0.019,0.48,190,323646
Ep5-Act1,Bronze 3,Astra,19,0.98,14.1,14.3,4.7,0.1,0.008,0.51,198,136527
Ep5-Act1,Silver 1,Sage,1,0.89,12.9,14.5,6.4,0.1,0.128,0.51,185,3110337
Ep5-Act1,Silver 1,Reyna,2,1.14,17.2,15.2,4.1,0.2,0.123,0.51,246,2988447
Ep5-Act1,Silver 1,Chamber,3,1.08,15.6,14.5,3.4,0.2,0.094,0.51,219,2283219
Ep5-Act1,Silver 1,Jett,4,1.08,16.6,15.4,3.9,0.2,0.072,0.51,238,1767558
Ep5-Act1,Silver 1,Omen,5,0.95,14.2,15.0,4.8,0.1,0.069,0.49,201,1678971
Ep5-Act1,Silver 1,Raze,6,1.01,15.6,15.4,4.9,0.1,0.062,0.51,231,1501746
Ep5-Act1,Silver 1,Viper,7,0.94,13.6,14.4,5.2,0.1,0.056,0.5,196,1354815
Ep5-Act1,Silver 1,Brimstone,8,0.94,13.8,14.6,6.3,0.1,0.052,0.52,200,1262250
Ep5-Act1,Silver 1,Sova,9,0.93,13.6,14.6,5.2,0.1,0.046,0.49,198,1118481
Ep5-Act1,Silver 1,Skye,10,0.91,13.5,14.9,6.2,0.1,0.044,0.5,193,1082322
Ep5-Act1,Silver 1,Fade,11,0.91,13.5,14.9,6.3,0.1,0.044,0.5,194,1071918
Ep5-Act1,Silver 1,Killjoy,12,0.95,13.4,14.1,4.1,0.1,0.043,0.52,195,1053405
Ep5-Act1,Silver 1,KAY/O,13,0.88,13.4,15.2,7.1,0.1,0.038,0.48,196,922335
Ep5-Act1,Silver 1,Neon,14,0.99,15.7,15.8,4.0,0.2,0.034,0.49,226,828699
Ep5-Act1,Silver 1,Phoenix,15,1.07,15.9,14.9,3.9,0.2,0.026,0.5,231,644436
Ep5-Act1,Silver 1,Yoru,16,0.96,14.6,15.3,3.6,0.1,0.024,0.46,209,593079
Ep5-Act1,Silver 1,Breach,17,0.91,13.8,15.2,5.0,0.1,0.02,0.49,198,493476
Ep5-Act1,Silver 1,Cypher,18,0.94,13.6,14.5,4.5,0.1,0.018,0.48,192,434010
Ep5-Act1,Silver 1,Astra,19,0.99,14.3,14.4,4.9,0.1,0.008,0.51,200,199206
Ep5-Act1,Silver 2,Reyna,1,1.16,17.6,15.2,4.1,0.2,0.124,0.52,250,2989212
Ep5-Act1,Silver 2,Sage,2,0.91,13.2,14.6,6.5,0.1,0.121,0.51,189,2906898
Ep5-Act1,Silver 2,Chamber,3,1.1,16.0,14.5,3.4,0.2,0.101,0.51,222,2441523
Ep5-Act1,Silver 2,Jett,4,1.09,16.8,15.5,3.8,0.2,0.077,0.5,240,1841916
Ep5-Act1,Silver 2,Omen,5,0.96,14.5,15.0,5.0,0.1,0.068,0.49,204,1646688
Ep5-Act1,Silver 2,Raze,6,1.03,15.9,15.4,4.9,0.1,0.061,0.51,235,1475022
Ep5-Act1,Silver 2,Viper,7,0.96,13.9,14.5,5.2,0.1,0.057,0.5,198,1371288
Ep5-Act1,Silver 2,Brimstone,8,0.95,14.0,14.7,6.4,0.1,0.053,0.52,202,1265565
Ep5-Act1,Silver 2,Sova,9,0.95,13.9,14.6,5.3,0.1,0.045,0.5,200,1076202
Ep5-Act1,Silver 2,Skye,10,0.93,13.7,14.9,6.1,0.1,0.045,0.5,196,1071561
Ep5-Act1,Silver 2,Fade,11,0.92,13.7,14.9,6.4,0.1,0.044,0.51,196,1057383
Ep5-Act1,Silver 2,Killjoy,12,0.96,13.6,14.2,4.1,0.1,0.041,0.51,197,989349
Ep5-Act1,Silver 2,KAY/O,13,0.89,13.6,15.3,7.2,0.1,0.037,0.47,198,895917
Ep5-Act1,Silver 2,Neon,14,1.0,15.8,15.8,4.0,0.2,0.032,0.5,228,774792
Ep5-Act1,Silver 2,Phoenix,15,1.09,16.4,15.0,4.0,0.2,0.026,0.51,235,621282
Ep5-Act1,Silver 2,Yoru,16,0.97,14.9,15.3,3.6,0.1,0.022,0.46,212,529125
Ep5-Act1,Silver 2,Breach,17,0.92,14.0,15.2,5.1,0.1,0.021,0.49,200,506838
Ep5-Act1,Silver 2,Cypher,18,0.95,13.7,14.5,4.5,0.1,0.017,0.48,194,403869
Ep5-Act1,Silver 2,Astra,19,1.01,14.5,14.3,4.9,0.1,0.009,0.5,203,212772
Ep5-Act1,Silver 3,Reyna,1,1.17,17.8,15.3,4.1,0.2,0.127,0.51,253,3229422
Ep5-Act1,Silver 3,Sage,2,0.92,13.4,14.6,6.5,0.1,0.115,0.51,190,2911794
Ep5-Act1,Silver 3,Chamber,3,1.12,16.2,14.6,3.3,0.2,0.107,0.51,225,2703867
Ep5-Act1,Silver 3,Jett,4,1.11,17.2,15.5,3.8,0.2,0.082,0.51,244,2086155
Ep5-Act1,Silver 3,Omen,5,0.97,14.6,15.0,5.0,0.1,0.066,0.49,206,1681776
Ep5-Act1,Silver 3,Raze,6,1.04,16.2,15.5,4.9,0.1,0.061,0.51,238,1556469
Ep5-Act1,Silver 3,Viper,7,0.98,14.1,14.5,5.3,0.1,0.058,0.51,200,1463598
Ep5-Act1,Silver 3,Brimstone,8,0.96,14.2,14.7,6.5,0.1,0.053,0.51,204,1344870
Ep5-Act1,Silver 3,Sova,9,0.97,14.2,14.5,5.3,0.1,0.045,0.51,203,1137300
Ep5-Act1,Silver 3,Skye,10,0.94,14.0,14.9,6.1,0.1,0.044,0.5,199,1108434
Ep5-Act1,Silver 3,Fade,11,0.94,13.9,14.9,6.4,0.1,0.043,0.5,199,1091808
Ep5-Act1,Silver 3,Killjoy,12,0.97,13.8,14.2,4.1,0.1,0.039,0.51,199,982413
Ep5-Act1,Silver 3,KAY/O,13,0.91,13.8,15.3,7.2,0.1,0.037,0.47,201,928506
Ep5-Act1,Silver 3,Neon,14,1.01,16.0,15.9,4.0,0.2,0.031,0.49,230,784941
Ep5-Act1,Silver 3,Phoenix,15,1.12,16.8,15.0,4.0,0.2,0.026,0.52,240,666009
Ep5-Act1,Silver 3,Breach,16,0.93,14.2,15.3,5.1,0.1,0.022,0.49,201,552891
Ep5-Act1,Silver 3,Yoru,17,0.99,15.3,15.4,3.6,0.1,0.019,0.46,216,489753
Ep5-Act1,Silver 3,Cypher,18,0.96,13.9,14.5,4.4,0.1,0.016,0.49,195,397086
Ep5-Act1,Silver 3,Astra,19,1.02,14.8,14.5,5.0,0.1,0.009,0.49,204,233274
Ep5-Act1,Gold 1,Reyna,1,1.13,17.5,15.4,4.0,0.2,0.121,0.51,247,3060714
Ep5-Act1,Gold 1,Sage,2,0.9,13.2,14.7,6.6,0.1,0.113,0.51,187,2845341
Ep5-Act1,Gold 1,Chamber,3,1.09,16.1,14.7,3.3,0.2,0.113,0.51,221,2841720
Ep5-Act1,Gold 1,Jett,4,1.08,17.0,15.7,3.8,0.2,0.084,0.5,239,2129454
Ep5-Act1,Gold 1,Omen,5,0.95,14.4,15.2,5.2,0.1,0.067,0.49,202,1682592
Ep5-Act1,Gold 1,Raze,6,1.02,16.0,15.6,4.8,0.2,0.06,0.51,235,1513527
Ep5-Act1,Gold 1,Viper,7,0.95,13.9,14.6,5.3,0.1,0.059,0.5,197,1488078
Ep5-Act1,Gold 1,Brimstone,8,0.94,13.9,14.8,6.6,0.1,0.054,0.51,200,1368483
Ep5-Act1,Gold 1,Sova,9,0.95,13.9,14.7,5.4,0.1,0.046,0.5,199,1148928
Ep5-Act1,Gold 1,Skye,10,0.92,13.9,15.1,6.1,0.1,0.045,0.5,196,1139493
Ep5-Act1,Gold 1,Fade,11,0.93,13.8,14.9,6.5,0.1,0.043,0.51,196,1092879
Ep5-Act1,Gold 1,KAY/O,12,0.9,13.8,15.4,7.3,0.1,0.038,0.47,199,954006
Ep5-Act1,Gold 1,Killjoy,13,0.95,13.5,14.2,4.0,0.1,0.037,0.51,195,925650
Ep5-Act1,Gold 1,Neon,14,0.99,15.8,16.0,4.0,0.2,0.029,0.49,226,738123
Ep5-Act1,Gold 1,Phoenix,15,1.09,16.6,15.2,3.9,0.2,0.026,0.51,237,651780
Ep5-Act1,Gold 1,Breach,16,0.92,14.1,15.3,5.2,0.1,0.023,0.49,199,571965
Ep5-Act1,Gold 1,Yoru,17,0.97,15.1,15.5,3.6,0.1,0.018,0.46,212,445536
Ep5-Act1,Gold 1,Cypher,18,0.95,13.8,14.6,4.4,0.1,0.015,0.48,193,390201
Ep5-Act1,Gold 1,Astra,19,1.01,14.6,14.5,5.1,0.1,0.01,0.5,203,240975
Ep5-Act1,Gold 2,Reyna,1,1.14,17.7,15.4,4.0,0.2,0.121,0.51,248,2962233
Ep5-Act1,Gold 2,Chamber,2,1.11,16.3,14.7,3.2,0.2,0.118,0.51,223,2898636
Ep5-Act1,Gold 2,Sage,3,0.92,13.5,14.7,6.6,0.1,0.107,0.51,190,2621145
Ep5-Act1,Gold 2,Jett,4,1.09,17.1,15.8,3.8,0.2,0.089,0.5,241,2176986
Ep5-Act1,Gold 2,Omen,5,0.96,14.5,15.2,5.2,0.1,0.065,0.48,203,1602828
Ep5-Act1,Gold 2,Raze,6,1.03,16.2,15.7,4.8,0.2,0.061,0.51,237,1481550
Ep5-Act1,Gold 2,Viper,7,0.96,14.1,14.6,5.3,0.1,0.06,0.5,198,1476705
Ep5-Act1,Gold 2,Brimstone,8,0.96,14.2,14.8,6.7,0.1,0.055,0.51,203,1347471
Ep5-Act1,Gold 2,Sova,9,0.97,14.2,14.7,5.4,0.1,0.046,0.5,201,1119960
Ep5-Act1,Gold 2,Skye,10,0.94,14.1,15.1,6.0,0.1,0.045,0.5,198,1097163
Ep5-Act1,Gold 2,Fade,11,0.93,14.0,14.9,6.5,0.1,0.043,0.51,197,1052793
Ep5-Act1,Gold 2,KAY/O,12,0.9,13.9,15.4,7.3,0.1,0.037,0.47,200,916317
Ep5-Act1,Gold 2,Killjoy,13,0.97,13.8,14.3,4.0,0.1,0.034,0.51,197,838338
Ep5-Act1,Gold 2,Neon,14,1.0,16.0,16.1,4.0,0.2,0.028,0.49,229,693702
Ep5-Act1,Gold 2,Phoenix,15,1.1,16.8,15.2,3.9,0.2,0.026,0.51,239,635511
Ep5-Act1,Gold 2,Breach,16,0.92,14.1,15.3,5.2,0.1,0.023,0.49,199,563244
Ep5-Act1,Gold 2,Yoru,17,0.99,15.4,15.5,3.5,0.1,0.016,0.46,215,401064
Ep5-Act1,Gold 2,Cypher,18,0.96,14.1,14.6,4.4,0.1,0.015,0.48,195,364752
Ep5-Act1,Gold 2,Astra,19,1.02,14.8,14.6,5.2,0.1,0.01,0.49,203,236334
Ep5-Act1,Gold 3,Chamber,1,1.12,16.5,14.8,3.2,0.2,0.123,0.51,225,2918322
Ep5-Act1,Gold 3,Reyna,2,1.15,17.8,15.5,4.0,0.2,0.122,0.51,249,2876655
Ep5-Act1,Gold 3,Sage,3,0.92,13.6,14.7,6.6,0.1,0.103,0.51,191,2425407
Ep5-Act1,Gold 3,Jett,4,1.1,17.3,15.8,3.7,0.2,0.093,0.51,243,2209371
Ep5-Act1,Gold 3,Omen,5,0.97,14.7,15.1,5.4,0.1,0.065,0.5,204,1525410
Ep5-Act1,Gold 3,Viper,6,0.98,14.3,14.6,5.4,0.1,0.06,0.52,200,1423716
Ep5-Act1,Gold 3,Raze,7,1.04,16.4,15.8,4.9,0.2,0.059,0.5,239,1396329
Ep5-Act1,Gold 3,Brimstone,8,0.96,14.2,14.8,6.8,0.1,0.056,0.52,203,1317687
Ep5-Act1,Gold 3,Sova,9,0.98,14.3,14.7,5.5,0.1,0.047,0.51,203,1104609
Ep5-Act1,Gold 3,Skye,10,0.95,14.3,15.1,6.0,0.1,0.044,0.5,200,1050702
Ep5-Act1,Gold 3,Fade,11,0.95,14.1,14.9,6.5,0.1,0.043,0.51,200,1005669
Ep5-Act1,Gold 3,KAY/O,12,0.91,14.0,15.4,7.4,0.1,0.038,0.47,201,888012
Ep5-Act1,Gold 3,Killjoy,13,0.97,13.9,14.3,4.0,0.1,0.032,0.51,198,759033
Ep5-Act1,Gold 3,Neon,14,1.0,16.3,16.2,4.0,0.2,0.027,0.49,230,636480
Ep5-Act1,Gold 3,Phoenix,15,1.12,17.1,15.3,3.9,0.2,0.026,0.51,242,613224
Ep5-Act1,Gold 3,Breach,16,0.92,14.2,15.4,5.3,0.1,0.024,0.49,199,555900
Ep5-Act1,Gold 3,Yoru,17,1.0,15.5,15.5,3.5,0.1,0.015,0.48,216,351951
Ep5-Act1,Gold 3,Cypher,18,0.96,14.1,14.6,4.4,0.1,0.014,0.48,195,338232
Ep5-Act1,Gold 3,Astra,19,1.02,14.9,14.7,5.3,0.1,0.01,0.5,205,237660
Ep5-Act1,Platinum 1,Chamber,1,1.1,16.4,14.9,3.2,0.2,0.13,0.5,223,2833917
Ep5-Act1,Platinum 1,Reyna,2,1.12,17.4,15.6,3.9,0.2,0.115,0.51,243,2518431
Ep5-Act1,Platinum 1,Sage,3,0.91,13.5,14.8,6.6,0.1,0.1,0.51,189,2180301
Ep5-Act1,Platinum 1,Jett,4,1.07,17.1,15.9,3.7,0.2,0.097,0.5,238,2117418
Ep5-Act1,Platinum 1,Omen,5,0.95,14.5,15.3,5.4,0.1,0.064,0.48,201,1400511
Ep5-Act1,Platinum 1,Viper,6,0.96,14.1,14.7,5.4,0.1,0.062,0.51,198,1352316
Ep5-Act1,Platinum 1,Raze,7,1.03,16.2,15.8,4.8,0.2,0.058,0.5,236,1268931
Ep5-Act1,Platinum 1,Brimstone,8,0.95,14.1,14.9,6.9,0.1,0.056,0.51,201,1225479
Ep5-Act1,Platinum 1,Sova,9,0.96,14.2,14.8,5.5,0.1,0.048,0.5,200,1050906
Ep5-Act1,Platinum 1,Skye,10,0.93,14.1,15.1,6.0,0.1,0.045,0.5,198,988278
Ep5-Act1,Platinum 1,Fade,11,0.94,14.1,15.0,6.6,0.1,0.044,0.51,197,954720
Ep5-Act1,Platinum 1,KAY/O,12,0.9,14.0,15.5,7.4,0.1,0.039,0.47,200,846804
Ep5-Act1,Platinum 1,Killjoy,13,0.96,13.9,14.4,3.9,0.1,0.03,0.51,196,656778
Ep5-Act1,Platinum 1,Phoenix,14,1.09,16.9,15.4,3.9,0.2,0.026,0.51,238,570843
Ep5-Act1,Platinum 1,Neon,15,0.99,16.0,16.2,3.9,0.2,0.025,0.49,227,555441
Ep5-Act1,Platinum 1,Breach,16,0.92,14.1,15.4,5.4,0.1,0.024,0.48,197,523260
Ep5-Act1,Platinum 1,Cypher,17,0.97,14.2,14.7,4.3,0.1,0.014,0.48,196,305847
Ep5-Act1,Platinum 1,Yoru,18,0.98,15.3,15.7,3.5,0.2,0.014,0.47,214,300798
Ep5-Act1,Platinum 1,Astra,19,1.01,14.7,14.6,5.3,0.1,0.01,0.5,202,226134
Ep5-Act1,Platinum 2,Chamber,1,1.11,16.5,14.9,3.2,0.2,0.136,0.51,224,2709426
Ep5-Act1,Platinum 2,Reyna,2,1.13,17.6,15.6,3.9,0.2,0.113,0.51,245,2260677
Ep5-Act1,Platinum 2,Jett,3,1.08,17.2,15.9,3.7,0.2,0.101,0.5,239,2014500
