Act,Placement,Agent,Rank,KD,K,D,A,First_Blood_Rate,Pick_Rate,Win_Rate,Avg._Score,Matches
Ep4-Act3,Iron 3,Omen,4,0.89,13.2,14.9,4.4,0.1,0.069,0.48,191,617916
Ep4-Act3,Iron 3,Chamber,5,0.97,14.0,14.5,3.6,0.1,0.064,0.49,199,571455
Ep4-Act3,Iron 3,Jett,6,0.96,14.5,15.2,3.9,0.2,0.054,0.49,214,481491
Ep4-Act3,Iron 3,Fade,7,0.83,12.2,14.7,6.3,0.1,0.054,0.5,181,480828
Ep4-Act3,Iron 3,Sova,8,0.84,12.2,14.6,5.0,0.1,0.05,0.49,182,447933
Ep4-Act3,Iron 3,Viper,9,0.85,12.2,14.5,4.9,0.1,0.049,0.48,181,434010
Ep4-Act3,Iron 3,Killjoy,10,0.87,12.2,14.0,4.2,0.1,0.048,0.52,183,432072
Ep4-Act3,Iron 3,Skye,11,0.82,12.1,14.7,6.1,0.1,0.041,0.49,178,368322
Ep4-Act3,Iron 3,Brimstone,12,0.86,12.6,14.6,5.7,0.1,0.041,0.5,187,366792
Ep4-Act3,Iron 3,Yoru,13,0.87,13.1,15.0,3.7,0.1,0.039,0.46,191,349401
Ep4-Act3,Iron 3,Neon,14,0.9,13.9,15.4,4.0,0.2,0.038,0.48,205,338181
Ep4-Act3,Iron 3,KAY/O,15,0.79,12.0,15.1,6.8,0.1,0.035,0.48,180,314670
Ep4-Act3,Iron 3,Phoenix,16,0.91,13.6,14.9,3.9,0.2,0.028,0.49,202,246585
Ep4-Act3,Iron 3,Cypher,17,0.88,12.5,14.1,4.4,0.1,0.023,0.5,180,207162
Ep4-Act3,Iron 3,Breach,18,0.84,12.7,15.1,4.8,0.1,0.016,0.49,186,138414
Ep4-Act3,Iron 3,Astra,19,0.89,12.8,14.4,4.5,0.1,0.006,0.5,184,57732
Ep4-Act3,Bronze 1,Sage,1,0.85,12.2,14.4,6.4,0.1,0.149,0.51,177,1869762
Ep4-Act3,Bronze 1,Reyna,2,1.08,16.3,15.0,4.2,0.2,0.122,0.5,235,1538058
Ep4-Act3,Bronze 1,Chamber,3,1.02,14.7,14.4,3.6,0.1,0.073,0.5,207,916011
Ep4-Act3,Bronze 1,Omen,4,0.91,13.6,14.9,4.6,0.1,0.071,0.5,195,897651
Ep4-Act3,Bronze 1,Raze,5,0.96,14.6,15.2,4.8,0.1,0.069,0.5,220,869805
Ep4-Act3,Bronze 1,Jett,6,1.0,15.3,15.3,3.9,0.2,0.054,0.49,222,684165
Ep4-Act3,Bronze 1,Fade,7,0.87,12.9,14.9,6.4,0.1,0.054,0.49,188,679218
Ep4-Act3,Bronze 1,Viper,8,0.89,12.9,14.5,5.1,0.1,0.049,0.5,188,617763
Ep4-Act3,Bronze 1,Sova,9,0.88,12.8,14.6,5.1,0.1,0.049,0.49,188,614142
Ep4-Act3,Bronze 1,Killjoy,10,0.91,12.7,14.1,4.2,0.1,0.049,0.52,188,613734
Ep4-Act3,Bronze 1,Brimstone,11,0.9,13.2,14.7,5.9,0.1,0.046,0.51,193,573087
Ep4-Act3,Bronze 1,Skye,12,0.86,12.7,14.8,6.2,0.1,0.042,0.5,185,532338
Ep4-Act3,Bronze 1,KAY/O,13,0.83,12.6,15.1,6.9,0.1,0.036,0.47,188,447423
Ep4-Act3,Bronze 1,Neon,14,0.94,14.6,15.6,4.0,0.2,0.034,0.48,213,424830
Ep4-Act3,Bronze 1,Yoru,15,0.92,13.9,15.1,3.7,0.1,0.033,0.48,200,420393
Ep4-Act3,Bronze 1,Phoenix,16,0.97,14.4,14.8,3.9,0.2,0.024,0.49,211,296055
Ep4-Act3,Bronze 1,Cypher,17,0.89,12.9,14.4,4.5,0.1,0.023,0.47,185,286722
Ep4-Act3,Bronze 1,Breach,18,0.88,13.3,15.0,4.8,0.1,0.017,0.49,194,214608
Ep4-Act3,Bronze 1,Astra,19,0.93,13.4,14.3,4.6,0.1,0.007,0.48,191,88128
Ep4-Act3,Bronze 2,Sage,1,0.88,12.7,14.5,6.5,0.1,0.14,0.51,184,2468706
Ep4-Act3,Bronze 2,Reyna,2,1.12,16.9,15.1,4.1,0.2,0.128,0.51,242,2245989
Ep4-Act3,Bronze 2,Chamber,3,1.05,15.2,14.4,3.5,0.2,0.077,0.51,214,1363230
Ep4-Act3,Bronze 2,Omen,4,0.94,14.1,14.9,4.7,0.1,0.072,0.5,201,1270104
Ep4-Act3,Bronze 2,Raze,5,0.99,15.1,15.3,4.8,0.1,0.069,0.5,226,1218441
Ep4-Act3,Bronze 2,Jett,6,1.04,16.0,15.4,3.9,0.2,0.059,0.5,231,1043460
Ep4-Act3,Bronze 2,Fade,7,0.9,13.4,14.8,6.5,0.1,0.052,0.5,195,921009
Ep4-Act3,Bronze 2,Viper,8,0.92,13.2,14.5,5.1,0.1,0.049,0.5,192,865725
Ep4-Act3,Bronze 2,Brimstone,9,0.91,13.5,14.8,6.1,0.1,0.048,0.5,197,849813
Ep4-Act3,Bronze 2,Sova,10,0.91,13.3,14.6,5.2,0.1,0.048,0.5,194,844713
Ep4-Act3,Bronze 2,Killjoy,11,0.93,13.2,14.1,4.2,0.1,0.048,0.51,193,842316
Ep4-Act3,Bronze 2,Skye,12,0.89,13.2,14.8,6.1,0.1,0.042,0.5,191,731034
Ep4-Act3,Bronze 2,KAY/O,13,0.87,13.1,15.1,7.0,0.1,0.035,0.49,194,616386
Ep4-Act3,Bronze 2,Neon,14,0.98,15.2,15.6,4.0,0.2,0.033,0.49,221,572526
Ep4-Act3,Bronze 2,Yoru,15,0.94,14.3,15.1,3.7,0.1,0.03,0.47,205,520098
Ep4-Act3,Bronze 2,Cypher,16,0.93,13.3,14.4,4.5,0.1,0.022,0.49,190,395148
Ep4-Act3,Bronze 2,Phoenix,17,0.99,14.9,15.0,3.9,0.2,0.022,0.48,218,386427
Ep4-Act3,Bronze 2,Breach,18,0.9,13.7,15.2,4.9,0.1,0.018,0.5,196,315078
Ep4-Act3,Bronze 2,Astra,19,0.97,13.9,14.3,4.6,0.1,0.008,0.5,198,133722
Ep4-Act3,Bronze 3,Reyna,1,1.15,17.4,15.1,4.1,0.2,0.133,0.52,249,2764353
Ep4-Act3,Bronze 3,Sage,2,0.91,13.1,14.5,6.5,0.1,0.132,0.51,188,2757519
Ep4-Act3,Bronze 3,Chamber,3,1.09,15.7,14.5,3.5,0.2,0.085,0.51,219,1762254
Ep4-Act3,Bronze 3,Omen,4,0.97,14.6,15.0,4.9,0.1,0.073,0.5,206,1529439
Ep4-Act3,Bronze 3,Raze,5,1.02,15.6,15.3,4.9,0.1,0.069,0.51,232,1441872
Ep4-Act3,Bronze 3,Jett,6,1.08,16.6,15.4,3.9,0.2,0.062,0.51,238,1302030
Ep4-Act3,Bronze 3,Fade,7,0.93,13.8,14.9,6.6,0.1,0.052,0.51,199,1089309
Ep4-Act3,Bronze 3,Viper,8,0.95,13.8,14.5,5.2,0.1,0.05,0.5,198,1042338
Ep4-Act3,Bronze 3,Brimstone,9,0.95,14.0,14.7,6.3,0.1,0.05,0.52,203,1041879
Ep4-Act3,Bronze 3,Killjoy,10,0.95,13.5,14.2,4.2,0.1,0.048,0.52,197,989808
Ep4-Act3,Bronze 3,Sova,11,0.95,13.7,14.5,5.2,0.1,0.046,0.5,200,967572
Ep4-Act3,Bronze 3,Skye,12,0.92,13.7,14.8,6.2,0.1,0.041,0.51,196,857565
Ep4-Act3,Bronze 3,KAY/O,13,0.89,13.5,15.2,7.1,0.1,0.035,0.48,197,722313
Ep4-Act3,Bronze 3,Neon,14,1.01,15.8,15.6,4.0,0.2,0.03,0.5,228,622965
Ep4-Act3,Bronze 3,Yoru,15,0.97,14.7,15.2,3.6,0.1,0.025,0.46,210,529329
Ep4-Act3,Bronze 3,Cypher,16,0.96,13.8,14.3,4.5,0.1,0.021,0.49,195,446556
Ep4-Act3,Bronze 3,Breach,17,0.92,14.0,15.2,5.0,0.1,0.019,0.48,201,402696
Ep4-Act3,Bronze 3,Phoenix,18,1.04,15.5,15.0,3.9,0.2,0.019,0.5,225,401166
Ep4-Act3,Bronze 3,Astra,19,0.99,14.4,14.4,4.8,0.1,0.008,0.49,202,166515
Ep4-Act3,Silver 1,Reyna,1,1.16,17.6,15.2,4.1,0.2,0.134,0.52,250,3339072
Ep4-Act3,Silver 1,Sage,2,0.91,13.2,14.6,6.6,0.1,0.129,0.51,189,3212592
Ep4-Act3,Silver 1,Chamber,3,1.1,15.9,14.5,3.5,0.2,0.089,0.51,221,2222733
Ep4-Act3,Silver 1,Omen,4,0.97,14.6,15.1,4.9,0.1,0.071,0.49,206,1770924
Ep4-Act3,Silver 1,Raze,5,1.03,15.9,15.5,4.9,0.2,0.07,0.51,235,1734459
Ep4-Act3,Silver 1,Jett,6,1.08,16.9,15.6,3.9,0.2,0.069,0.5,240,1711407
Ep4-Act3,Silver 1,Fade,7,0.93,13.9,14.9,6.6,0.1,0.052,0.5,199,1301622
Ep4-Act3,Silver 1,Brimstone,8,0.95,14.0,14.8,6.4,0.1,0.051,0.5,203,1278213
Ep4-Act3,Silver 1,Viper,9,0.96,13.9,14.5,5.2,0.1,0.051,0.51,199,1258017
Ep4-Act3,Silver 1,Sova,10,0.95,13.9,14.6,5.2,0.1,0.046,0.49,200,1154640
Ep4-Act3,Silver 1,Killjoy,11,0.96,13.6,14.2,4.1,0.1,0.046,0.51,198,1137045
Ep4-Act3,Silver 1,Skye,12,0.93,13.9,14.9,6.1,0.1,0.041,0.5,198,1007964
Ep4-Act3,Silver 1,KAY/O,13,0.89,13.6,15.3,7.2,0.1,0.034,0.47,199,834156
Ep4-Act3,Silver 1,Neon,14,1.01,16.0,15.8,4.0,0.2,0.028,0.49,230,689010
Ep4-Act3,Silver 1,Yoru,15,0.98,15.0,15.4,3.6,0.1,0.023,0.46,213,561000
Ep4-Act3,Silver 1,Breach,16,0.92,14.0,15.3,5.1,0.1,0.021,0.49,200,511530
Ep4-Act3,Silver 1,Cypher,17,0.95,13.9,14.5,4.5,0.1,0.02,0.48,194,508929
Ep4-Act3,Silver 1,Phoenix,18,1.04,15.9,15.2,3.9,0.2,0.018,0.5,227,439977
Ep4-Act3,Silver 1,Astra,19,0.99,14.5,14.6,4.9,0.1,0.009,0.49,202,212823
Ep4-Act3,Silver 2,Reyna,1,1.18,18.0,15.3,4.0,0.2,0.136,0.52,254,3485034
Ep4-Act3,Silver 2,Sage,2,0.92,13.5,14.6,6.6,0.1,0.122,0.51,192,3124770
Ep4-Act3,Silver 2,Chamber,3,1.11,16.2,14.6,3.4,0.2,0.096,0.51,224,2444481
Ep4-Act3,Silver 2,Jett,4,1.1,17.1,15.6,3.8,0.2,0.073,0.51,243,1876545
Ep4-Act3,Silver 2,Omen,5,0.98,14.8,15.1,5.1,0.1,0.072,0.5,208,1834062
Ep4-Act3,Silver 2,Raze,6,1.05,16.3,15.5,4.9,0.2,0.071,0.51,239,1818456
Ep4-Act3,Silver 2,Fade,7,0.95,14.1,14.9,6.7,0.1,0.052,0.5,202,1337730
Ep4-Act3,Silver 2,Brimstone,8,0.97,14.3,14.8,6.5,0.1,0.052,0.52,206,1328499
Ep4-Act3,Silver 2,Viper,9,0.97,14.2,14.6,5.2,0.1,0.051,0.5,201,1308762
Ep4-Act3,Silver 2,Sova,10,0.98,14.2,14.6,5.3,0.1,0.046,0.5,204,1166013
Ep4-Act3,Silver 2,Killjoy,11,0.98,13.9,14.2,4.0,0.1,0.043,0.51,200,1099407
Ep4-Act3,Silver 2,Skye,12,0.95,14.1,14.9,6.0,0.1,0.04,0.5,200,1031016
Ep4-Act3,Silver 2,KAY/O,13,0.91,13.9,15.3,7.2,0.1,0.033,0.47,203,854046
Ep4-Act3,Silver 2,Neon,14,1.03,16.3,15.9,4.0,0.2,0.027,0.49,233,679779
Ep4-Act3,Silver 2,Breach,15,0.94,14.4,15.2,5.1,0.1,0.021,0.5,204,539019
Ep4-Act3,Silver 2,Yoru,16,1.0,15.3,15.3,3.6,0.1,0.021,0.48,217,524586
Ep4-Act3,Silver 2,Cypher,17,0.97,14.1,14.5,4.4,0.1,0.019,0.48,197,497403
Ep4-Act3,Silver 2,Phoenix,18,1.07,16.2,15.2,3.8,0.2,0.016,0.5,232,397749
Ep4-Act3,Silver 2,Astra,19,1.02,14.9,14.6,5.0,0.1,0.009,0.5,206,223890
Ep4-Act3,Silver 3,Reyna,1,1.18,18.2,15.3,4.0,0.2,0.14,0.52,255,3520326
Ep4-Act3,Silver 3,Sage,2,0.93,13.7,14.6,6.6,0.1,0.117,0.51,193,2944689
Ep4-Act3,Silver 3,Chamber,3,1.12,16.4,14.6,3.4,0.2,0.102,0.51,226,2556987
Ep4-Act3,Silver 3,Jett,4,1.11,17.4,15.7,3.8,0.2,0.079,0.51,245,1985226
Ep4-Act3,Silver 3,Omen,5,0.99,15.0,15.1,5.2,0.1,0.071,0.5,209,1792089
Ep4-Act3,Silver 3,Raze,6,1.06,16.5,15.6,4.8,0.2,0.07,0.51,242,1773933
Ep4-Act3,Silver 3,Brimstone,7,0.98,14.5,14.8,6.7,0.1,0.052,0.51,208,1301928
Ep4-Act3,Silver 3,Viper,8,0.99,14.3,14.5,5.2,0.1,0.051,0.51,202,1295196
Ep4-Act3,Silver 3,Fade,9,0.96,14.3,15.0,6.7,0.1,0.051,0.5,204,1292799
Ep4-Act3,Silver 3,Sova,10,0.98,14.3,14.6,5.4,0.1,0.045,0.5,205,1135260
Ep4-Act3,Silver 3,Skye,11,0.97,14.4,15.0,6.0,0.1,0.041,0.5,203,1026426
Ep4-Act3,Silver 3,Killjoy,12,0.98,14.0,14.2,4.0,0.1,0.04,0.52,201,1013574
Ep4-Act3,Silver 3,KAY/O,13,0.92,14.1,15.3,7.3,0.1,0.033,0.47,204,834105
Ep4-Act3,Silver 3,Neon,14,1.04,16.5,15.9,4.0,0.2,0.025,0.49,235,638316
Ep4-Act3,Silver 3,Breach,15,0.95,14.5,15.3,5.2,0.1,0.022,0.49,204,542385
Ep4-Act3,Silver 3,Cypher,16,0.98,14.4,14.6,4.5,0.1,0.019,0.48,200,487662
Ep4-Act3,Silver 3,Yoru,17,1.01,15.5,15.4,3.6,0.1,0.018,0.47,218,455328
Ep4-Act3,Silver 3,Phoenix,18,1.08,16.5,15.2,3.8,0.2,0.014,0.49,235,349401
Ep4-Act3,Silver 3,Astra,19,1.03,15.0,14.6,5.1,0.1,0.009,0.5,209,229092
Ep4-Act3,Gold 1,Reyna,1,1.14,17.7,15.5,4.0,0.2,0.132,0.51,247,3119517
Ep4-Act3,Gold 1,Sage,2,0.92,13.5,14.7,6.7,0.1,0.114,0.51,190,2686782
Ep4-Act3,Gold 1,Chamber,3,1.1,16.3,14.7,3.3,0.2,0.108,0.51,223,2546073
Ep4-Act3,Gold 1,Jett,4,1.07,17.0,15.9,3.7,0.2,0.082,0.5,239,1933104
Ep4-Act3,Gold 1,Omen,5,0.97,14.8,15.2,5.3,0.1,0.072,0.49,205,1688610
Ep4-Act3,Gold 1,Raze,6,1.04,16.3,15.7,4.8,0.2,0.071,0.51,238,1661172
Ep4-Act3,Gold 1,Brimstone,7,0.96,14.2,14.9,6.8,0.1,0.053,0.51,203,1257150
Ep4-Act3,Gold 1,Viper,8,0.97,14.1,14.6,5.2,0.1,0.053,0.5,199,1250979
Ep4-Act3,Gold 1,Fade,9,0.95,14.2,15.0,6.7,0.1,0.052,0.5,201,1214922
Ep4-Act3,Gold 1,Sova,10,0.96,14.1,14.7,5.4,0.1,0.047,0.5,201,1113687
Ep4-Act3,Gold 1,Skye,11,0.94,14.2,15.0,6.0,0.1,0.042,0.5,199,978027
Ep4-Act3,Gold 1,Killjoy,12,0.97,13.9,14.3,3.9,0.1,0.038,0.51,198,896886
Ep4-Act3,Gold 1,KAY/O,13,0.91,13.9,15.4,7.4,0.1,0.034,0.47,201,797436
Ep4-Act3,Gold 1,Neon,14,1.0,16.2,16.1,3.9,0.2,0.023,0.49,229,545292
Ep4-Act3,Gold 1,Breach,15,0.92,14.1,15.3,5.2,0.1,0.022,0.49,199,518925
Ep4-Act3,Gold 1,Cypher,16,0.97,14.2,14.6,4.4,0.1,0.019,0.48,197,444975
Ep4-Act3,Gold 1,Yoru,17,0.99,15.4,15.6,3.5,0.1,0.016,0.47,214,379134
Ep4-Act3,Gold 1,Phoenix,18,1.05,16.2,15.4,3.8,0.2,0.012,0.49,229,292995
Ep4-Act3,Gold 1,Astra,19,1.0,14.8,14.7,5.1,0.1,0.01,0.49,203,236589
Ep4-Act3,Gold 2,Reyna,1,1.15,17.8,15.5,3.9,0.2,0.132,0.51,248,2710803
Ep4-Act3,Gold 2,Chamber,2,1.12,16.4,14.7,3.3,0.2,0.114,0.51,224,2348499
Ep4-Act3,Gold 2,Sage,3,0.93,13.7,14.7,6.7,0.1,0.108,0.51,192,2229363
Ep4-Act3,Gold 2,Jett,4,1.08,17.2,15.9,3.7,0.2,0.087,0.5,241,1794537
Ep4-Act3,Gold 2,Raze,5,1.05,16.5,15.8,4.8,0.2,0.071,0.51,240,1455744
Ep4-Act3,Gold 2,Omen,6,0.98,14.8,15.2,5.3,0.1,0.07,0.48,205,1446819
Ep4-Act3,Gold 2,Viper,7,0.98,14.3,14.6,5.2,0.1,0.053,0.51,200,1088187
Ep4-Act3,Gold 2,Brimstone,8,0.96,14.4,14.9,6.9,0.1,0.053,0.51,205,1087167
Ep4-Act3,Gold 2,Fade,9,0.96,14.4,15.0,6.9,0.1,0.053,0.51,202,1081557
Ep4-Act3,Gold 2,Sova,10,0.98,14.4,14.7,5.5,0.1,0.047,0.5,204,961758
Ep4-Act3,Gold 2,Skye,11,0.96,14.4,15.1,5.9,0.1,0.041,0.5,201,851700
Ep4-Act3,Gold 2,Killjoy,12,0.97,14.1,14.4,3.9,0.1,0.036,0.5,199,731748
Ep4-Act3,Gold 2,KAY/O,13,0.92,14.1,15.4,7.4,0.1,0.034,0.47,203,702321
Ep4-Act3,Gold 2,Neon,14,1.02,16.3,16.1,3.8,0.2,0.023,0.49,231,478482
Ep4-Act3,Gold 2,Breach,15,0.93,14.4,15.4,5.2,0.1,0.022,0.49,201,457011
Ep4-Act3,Gold 2,Cypher,16,0.97,14.2,14.7,4.3,0.1,0.018,0.49,196,376380
Ep4-Act3,Gold 2,Yoru,17,1.0,15.6,15.6,3.5,0.2,0.015,0.46,218,312681
Ep4-Act3,Gold 2,Phoenix,18,1.06,16.5,15.6,3.8,0.2,0.011,0.48,233,230724
Ep4-Act3,Gold 2,Astra,19,1.02,14.9,14.6,5.2,0.1,0.01,0.5,205,207417
Ep4-Act3,Gold 3,Reyna,1,1.15,17.8,15.5,3.9,0.2,0.132,0.51,248,2327181
Ep4-Act3,Gold 3,Chamber,2,1.12,16.6,14.8,3.3,0.2,0.12,0.51,225,2101353
Ep4-Act3,Gold 3,Sage,3,0.94,13.8,14.8,6.7,0.1,0.103,0.51,194,1809276
Ep4-Act3,Gold 3,Jett,4,1.09,17.4,16.0,3.7,0.2,0.093,0.5,242,1630827
Ep4-Act3,Gold 3,Raze,5,1.05,16.6,15.8,4.8,0.2,0.072,0.51,241,1260210
Ep4-Act3,Gold 3,Omen,6,0.99,14.9,15.2,5.5,0.1,0.071,0.5,207,1238943
Ep4-Act3,Gold 3,Viper,7,0.99,14.4,14.6,5.3,0.1,0.054,0.51,201,950844
Ep4-Act3,Gold 3,Brimstone,8,0.98,14.6,14.9,7.0,0.1,0.053,0.52,207,934881
Ep4-Act3,Gold 3,Fade,9,0.96,14.5,15.1,6.9,0.1,0.052,0.51,204,915144
Ep4-Act3,Gold 3,Sova,10,0.98,14.4,14.7,5.5,0.1,0.047,0.5,204,821712
Ep4-Act3,Gold 3,Skye,11,0.96,14.5,15.1,5.9,0.1,0.041,0.5,202,721140
Ep4-Act3,Gold 3,KAY/O,12,0.93,14.3,15.5,7.5,0.1,0.034,0.47,205,597618
Ep4-Act3,Gold 3,Killjoy,13,0.99,14.2,14.3,3.9,0.1,0.033,0.5,200,571455
Ep4-Act3,Gold 3,Neon,14,1.04,16.7,16.2,3.9,0.2,0.022,0.49,236,393720
Ep4-Act3,Gold 3,Breach,15,0.94,14.4,15.3,5.3,0.1,0.022,0.5,201,388059
Ep4-Act3,Gold 3,Cypher,16,0.99,14.4,14.6,4.4,0.1,0.017,0.49,198,300951
Ep4-Act3,Gold 3,Yoru,17,1.01,15.8,15.6,3.5,0.2,0.014,0.47,220,251634
Ep4-Act3,Gold 3,Phoenix,18,1.05,16.4,15.5,3.8,0.2,0.01,0.49,231,178704
Ep4-Act3,Gold 3,Astra,19,1.01,14.9,14.7,5.4,0.1,0.01,0.51,205,172533
Ep4-Act3,Platinum 1,Reyna,1,1.12,17.6,15.7,3.9,0.2,0.128,0.51,244,1857420
Ep4-Act3,Platinum 1,Chamber,2,1.11,16.5,14.9,3.2,0.2,0.126,0.5,224,1834011
Ep4-Act3,Platinum 1,Sage,3,0.93,13.8,14.8,6.7,0.1,0.1,0.51,192,1458549
Ep4-Act3,Platinum 1,Jett,4,1.07,17.2,16.0,3.6,0.2,0.095,0.5,239,1380927
Ep4-Act3,Platinum 1,Raze,5,1.04,16.5,15.9,4.8,0.2,0.071,0.51,239,1028874
Ep4-Act3,Platinum 1,Omen,6,0.97,14.8,15.3,5.6,0.1,0.071,0.48,204,1025151
Ep4-Act3,Platinum 1,Viper,7,0.97,14.3,14.7,5.3,0.1,0.055,0.5,199,802689
Ep4-Act3,Platinum 1,Brimstone,8,0.96,14.4,14.9,7.1,0.1,0.054,0.52,203,780759
Ep4-Act3,Platinum 1,Fade,9,0.96,14.4,15.1,7.0,0.1,0.053,0.51,201,764439
Ep4-Act3,Platinum 1,Sova,10,0.97,14.3,14.7,5.5,0.1,0.048,0.5,202,694110
Ep4-Act3,Platinum 1,Skye,11,0.96,14.5,15.2,5.9,0.1,0.042,0.5,202,609348
Ep4-Act3,Platinum 1,KAY/O,12,0.92,14.2,15.5,7.6,0.1,0.035,0.47,203,507246
Ep4-Act3,Platinum 1,Killjoy,13,0.98,14.2,14.5,3.9,0.1,0.03,0.51,200,440691
Ep4-Act3,Platinum 1,Breach,14,0.93,14.4,15.5,5.4,0.1,0.022,0.47,199,325686
Ep4-Act3,Platinum 1,Neon,15,1.01,16.4,16.3,3.9,0.2,0.021,0.49,231,309315
Ep4-Act3,Platinum 1,Cypher,16,0.98,14.4,14.8,4.3,0.1,0.017,0.48,198,246993
Ep4-Act3,Platinum 1,Yoru,17,1.0,15.7,15.8,3.5,0.1,0.013,0.47,217,182580
Ep4-Act3,Platinum 1,Astra,18,1.01,15.1,14.9,5.5,0.1,0.01,0.48,205,144381
Ep4-Act3,Platinum 1,Phoenix,19,1.05,16.3,15.5,3.7,0.2,0.009,0.49,231,131223
Ep4-Act3,Platinum 2,Chamber,1,1.12,16.7,14.9,3.2,0.2,0.134,0.5,225,1540098
Ep4-Act3,Platinum 2,Reyna,2,1.12,17.6,15.7,3.9,0.2,0.126,0.5,244,1449267
Ep4-Act3,Platinum 2,Jett,3,1.07,17.1,16.0,3.6,0.2,0.1,0.5,237,1147092
