Act,Placement,Agent,Rank,KD,K,D,A,First_Blood_Rate,Pick_Rate,Win_Rate,Avg._Score,Matches
Ep2-Act2,Iron 3,Phoenix,7,0.93,13.6,14.6,4.1,0.2,0.067,0.5,204,607767
Ep2-Act2,Iron 3,Killjoy,8,0.9,12.4,13.8,4.2,0.1,0.065,0.52,187,592314
Ep2-Act2,Iron 3,Brimstone,9,0.87,12.6,14.5,4.9,0.1,0.049,0.51,189,447474
Ep2-Act2,Iron 3,Cypher,10,0.87,12.3,14.1,4.7,0.1,0.036,0.5,181,329511
Ep2-Act2,Iron 3,Yoru,11,0.86,12.9,15.0,3.9,0.1,0.032,0.47,192,293862
Ep2-Act2,Iron 3,Viper,12,0.85,12.2,14.4,4.1,0.1,0.032,0.49,182,285039
Ep2-Act2,Iron 3,Skye,13,0.8,11.7,14.5,4.2,0.1,0.024,0.48,173,215883
Ep2-Act2,Iron 3,Breach,14,0.84,12.6,14.9,5.1,0.1,0.021,0.5,187,188037
Ep2-Act2,Iron 3,Astra,15,0.91,12.9,14.1,3.8,0.1,0.01,0.49,190,89352
Ep2-Act2,Bronze 1,Sage,1,0.88,12.5,14.2,6.5,0.1,0.172,0.51,185,1937133
Ep2-Act2,Bronze 1,Reyna,2,1.09,16.1,14.7,4.6,0.2,0.125,0.52,237,1406988
Ep2-Act2,Bronze 1,Raze,3,0.99,14.7,14.9,4.9,0.1,0.108,0.51,225,1215483
Ep2-Act2,Bronze 1,Jett,4,1.04,15.4,14.9,3.9,0.2,0.103,0.51,227,1163004
Ep2-Act2,Bronze 1,Omen,5,0.94,13.7,14.7,3.7,0.1,0.08,0.5,200,896886
Ep2-Act2,Bronze 1,Sova,6,0.9,12.9,14.3,5.5,0.1,0.076,0.5,195,859248
Ep2-Act2,Bronze 1,Killjoy,7,0.93,12.9,13.8,4.2,0.1,0.07,0.53,194,794580
Ep2-Act2,Bronze 1,Phoenix,8,0.99,14.5,14.7,4.3,0.2,0.062,0.5,217,703341
Ep2-Act2,Bronze 1,Brimstone,9,0.91,13.2,14.6,5.0,0.1,0.051,0.51,197,579513
Ep2-Act2,Bronze 1,Cypher,10,0.92,12.9,14.1,4.8,0.1,0.037,0.49,189,422943
Ep2-Act2,Bronze 1,Viper,11,0.9,12.9,14.4,4.2,0.1,0.03,0.49,192,336600
Ep2-Act2,Bronze 1,Yoru,12,0.89,13.3,14.9,3.9,0.1,0.028,0.45,198,313446
Ep2-Act2,Bronze 1,Breach,13,0.87,13.1,15.0,5.1,0.1,0.024,0.49,194,267189
Ep2-Act2,Bronze 1,Skye,14,0.85,12.3,14.5,4.2,0.1,0.023,0.48,182,258570
Ep2-Act2,Bronze 1,Astra,15,0.96,13.6,14.2,4.0,0.1,0.011,0.48,199,123930
Ep2-Act2,Bronze 2,Sage,1,0.92,13.0,14.1,6.6,0.1,0.164,0.51,191,2227119
Ep2-Act2,Bronze 2,Reyna,2,1.12,16.6,14.8,4.6,0.2,0.129,0.51,245,1744557
Ep2-Act2,Bronze 2,Jett,3,1.08,16.1,14.9,3.9,0.2,0.11,0.51,235,1485528
Ep2-Act2,Bronze 2,Raze,4,1.02,15.2,15.0,5.0,0.1,0.104,0.5,232,1415964
Ep2-Act2,Bronze 2,Omen,5,0.96,14.2,14.7,3.8,0.1,0.083,0.5,206,1122612
Ep2-Act2,Bronze 2,Sova,6,0.94,13.4,14.2,5.7,0.1,0.076,0.5,201,1029588
Ep2-Act2,Bronze 2,Killjoy,7,0.96,13.3,13.9,4.2,0.1,0.07,0.52,198,955689
Ep2-Act2,Bronze 2,Phoenix,8,1.02,15.0,14.7,4.3,0.2,0.063,0.5,223,848538
Ep2-Act2,Bronze 2,Brimstone,9,0.93,13.6,14.6,5.1,0.1,0.054,0.5,202,727515
Ep2-Act2,Bronze 2,Cypher,10,0.94,13.3,14.1,4.8,0.1,0.038,0.49,194,521220
Ep2-Act2,Bronze 2,Viper,11,0.94,13.4,14.3,4.2,0.1,0.028,0.5,198,375666
Ep2-Act2,Bronze 2,Yoru,12,0.94,14.0,15.0,3.9,0.1,0.025,0.46,206,337518
Ep2-Act2,Bronze 2,Breach,13,0.9,13.5,15.0,5.2,0.1,0.025,0.49,200,333795
Ep2-Act2,Bronze 2,Skye,14,0.88,12.8,14.6,4.4,0.1,0.02,0.49,188,276012
Ep2-Act2,Bronze 2,Astra,15,0.97,13.9,14.3,4.0,0.1,0.012,0.5,200,159732
Ep2-Act2,Bronze 3,Sage,1,0.94,13.3,14.2,6.7,0.1,0.16,0.51,195,2398224
Ep2-Act2,Bronze 3,Reyna,2,1.16,17.1,14.8,4.6,0.2,0.134,0.52,250,2001138
Ep2-Act2,Bronze 3,Jett,3,1.12,16.7,15.0,3.9,0.2,0.113,0.51,244,1689630
Ep2-Act2,Bronze 3,Raze,4,1.04,15.6,15.0,5.0,0.1,0.101,0.51,237,1509906
Ep2-Act2,Bronze 3,Omen,5,0.98,14.5,14.8,3.8,0.1,0.085,0.5,209,1275816
Ep2-Act2,Bronze 3,Sova,6,0.96,13.7,14.2,5.7,0.1,0.075,0.5,205,1125366
Ep2-Act2,Bronze 3,Killjoy,7,0.97,13.5,13.9,4.2,0.1,0.072,0.52,201,1071459
Ep2-Act2,Bronze 3,Phoenix,8,1.06,15.7,14.8,4.3,0.2,0.06,0.5,231,894387
Ep2-Act2,Bronze 3,Brimstone,9,0.96,14.0,14.6,5.1,0.1,0.056,0.51,207,836604
Ep2-Act2,Bronze 3,Cypher,10,0.95,13.5,14.1,4.8,0.1,0.039,0.49,196,577932
Ep2-Act2,Bronze 3,Viper,11,0.97,13.9,14.3,4.3,0.1,0.026,0.49,204,392394
Ep2-Act2,Bronze 3,Breach,12,0.93,14.0,15.1,5.3,0.1,0.026,0.48,204,392190
Ep2-Act2,Bronze 3,Yoru,13,0.95,14.3,15.0,3.9,0.1,0.022,0.47,209,330531
Ep2-Act2,Bronze 3,Skye,14,0.9,13.1,14.6,4.4,0.1,0.019,0.49,193,279225
Ep2-Act2,Bronze 3,Astra,15,0.98,14.2,14.5,4.1,0.1,0.012,0.47,205,186507
Ep2-Act2,Silver 1,Sage,1,0.93,13.3,14.3,6.7,0.1,0.157,0.5,194,2471919
Ep2-Act2,Silver 1,Reyna,2,1.16,17.4,14.9,4.6,0.2,0.132,0.52,253,2087430
Ep2-Act2,Silver 1,Jett,3,1.13,17.0,15.1,3.9,0.2,0.119,0.5,247,1882410
Ep2-Act2,Silver 1,Raze,4,1.05,15.9,15.2,5.0,0.1,0.1,0.51,240,1570698
Ep2-Act2,Silver 1,Omen,5,0.98,14.6,14.9,3.8,0.1,0.088,0.5,209,1385670
Ep2-Act2,Silver 1,Sova,6,0.97,13.9,14.3,5.8,0.1,0.075,0.5,207,1182435
Ep2-Act2,Silver 1,Killjoy,7,0.97,13.6,14.0,4.1,0.1,0.072,0.51,200,1128120
Ep2-Act2,Silver 1,Phoenix,8,1.07,15.9,14.9,4.3,0.2,0.06,0.5,234,943602
Ep2-Act2,Silver 1,Brimstone,9,0.96,14.1,14.7,5.1,0.1,0.057,0.5,206,897600
Ep2-Act2,Silver 1,Cypher,10,0.97,13.8,14.3,4.9,0.1,0.039,0.49,199,618273
Ep2-Act2,Silver 1,Breach,11,0.91,13.8,15.1,5.3,0.1,0.027,0.47,202,420342
Ep2-Act2,Silver 1,Viper,12,0.97,14.0,14.4,4.3,0.1,0.025,0.49,204,396270
Ep2-Act2,Silver 1,Yoru,13,0.95,14.4,15.2,3.8,0.1,0.02,0.44,210,318189
Ep2-Act2,Silver 1,Skye,14,0.91,13.3,14.7,4.4,0.1,0.017,0.48,193,268821
Ep2-Act2,Silver 1,Astra,15,0.99,14.4,14.6,4.1,0.1,0.012,0.47,205,195534
Ep2-Act2,Silver 2,Sage,1,0.95,13.6,14.3,6.8,0.1,0.149,0.52,197,2412147
Ep2-Act2,Silver 2,Reyna,2,1.18,17.7,15.0,4.6,0.2,0.135,0.52,256,2175099
Ep2-Act2,Silver 2,Jett,3,1.15,17.4,15.1,3.9,0.2,0.123,0.51,251,1987929
Ep2-Act2,Silver 2,Raze,4,1.07,16.3,15.2,5.0,0.1,0.1,0.51,244,1622820
Ep2-Act2,Silver 2,Omen,5,0.99,14.8,14.9,3.7,0.1,0.091,0.5,210,1463343
Ep2-Act2,Silver 2,Sova,6,1.0,14.2,14.2,5.9,0.1,0.076,0.51,210,1226448
Ep2-Act2,Silver 2,Killjoy,7,0.98,13.8,14.0,4.1,0.1,0.071,0.52,202,1144797
Ep2-Act2,Silver 2,Phoenix,8,1.09,16.3,15.0,4.3,0.2,0.058,0.49,239,933045
Ep2-Act2,Silver 2,Brimstone,9,0.98,14.3,14.6,5.2,0.1,0.057,0.52,209,923049
Ep2-Act2,Silver 2,Cypher,10,0.97,13.9,14.3,4.9,0.1,0.04,0.49,199,650709
Ep2-Act2,Silver 2,Breach,11,0.92,14.1,15.2,5.4,0.1,0.028,0.47,204,444720
Ep2-Act2,Silver 2,Viper,12,0.99,14.3,14.4,4.3,0.1,0.025,0.49,207,399687
Ep2-Act2,Silver 2,Yoru,13,0.97,14.7,15.2,3.9,0.1,0.018,0.45,213,295698
Ep2-Act2,Silver 2,Skye,14,0.93,13.6,14.6,4.5,0.1,0.016,0.48,197,258060
Ep2-Act2,Silver 2,Astra,15,0.99,14.4,14.5,4.0,0.1,0.013,0.47,205,211905
Ep2-Act2,Silver 3,Sage,1,0.95,13.7,14.4,6.8,0.1,0.146,0.51,198,2334678
Ep2-Act2,Silver 3,Reyna,2,1.19,17.9,15.1,4.5,0.2,0.137,0.52,257,2200752
Ep2-Act2,Silver 3,Jett,3,1.15,17.5,15.2,3.8,0.2,0.128,0.51,252,2050455
Ep2-Act2,Silver 3,Raze,4,1.08,16.5,15.3,4.9,0.1,0.098,0.51,246,1576257
Ep2-Act2,Silver 3,Omen,5,0.99,14.9,15.0,3.8,0.1,0.093,0.5,211,1495167
Ep2-Act2,Silver 3,Sova,6,1.01,14.4,14.3,6.0,0.1,0.074,0.5,211,1180344
Ep2-Act2,Silver 3,Killjoy,7,0.98,13.8,14.1,4.0,0.1,0.071,0.52,202,1136892
Ep2-Act2,Silver 3,Brimstone,8,0.97,14.4,14.8,5.2,0.1,0.057,0.5,209,919326
Ep2-Act2,Silver 3,Phoenix,9,1.1,16.6,15.1,4.3,0.2,0.057,0.5,240,910248
Ep2-Act2,Silver 3,Cypher,10,0.98,14.2,14.5,4.9,0.1,0.041,0.49,201,652239
Ep2-Act2,Silver 3,Breach,11,0.94,14.3,15.3,5.5,0.1,0.029,0.48,206,459102
Ep2-Act2,Silver 3,Viper,12,1.0,14.4,14.5,4.4,0.1,0.024,0.5,207,382194
Ep2-Act2,Silver 3,Yoru,13,0.96,14.8,15.4,3.9,0.1,0.017,0.45,214,265659
Ep2-Act2,Silver 3,Skye,14,0.93,13.9,14.9,4.6,0.1,0.015,0.47,199,234804
Ep2-Act2,Silver 3,Astra,15,1.0,14.5,14.5,4.1,0.1,0.013,0.48,207,212160
Ep2-Act2,Gold 1,Sage,1,0.93,13.5,14.5,6.8,0.1,0.149,0.51,193,2007564
Ep2-Act2,Gold 1,Reyna,2,1.14,17.4,15.3,4.5,0.2,0.131,0.51,249,1769394
Ep2-Act2,Gold 1,Jett,3,1.11,17.1,15.4,3.8,0.2,0.125,0.51,243,1695087
Ep2-Act2,Gold 1,Omen,4,0.96,14.6,15.1,3.8,0.1,0.098,0.5,205,1330845
Ep2-Act2,Gold 1,Raze,5,1.04,16.1,15.5,4.9,0.1,0.098,0.51,239,1318707
Ep2-Act2,Gold 1,Killjoy,6,0.96,13.6,14.2,3.9,0.1,0.074,0.51,198,998427
Ep2-Act2,Gold 1,Sova,7,0.98,14.1,14.4,6.0,0.1,0.074,0.5,206,996591
Ep2-Act2,Gold 1,Brimstone,8,0.95,14.1,14.9,5.2,0.1,0.057,0.51,204,764286
Ep2-Act2,Gold 1,Phoenix,9,1.06,16.2,15.3,4.3,0.2,0.055,0.5,234,744294
Ep2-Act2,Gold 1,Cypher,10,0.95,13.8,14.5,4.8,0.1,0.043,0.48,195,582318
Ep2-Act2,Gold 1,Breach,11,0.9,13.9,15.3,5.5,0.1,0.03,0.47,200,408204
Ep2-Act2,Gold 1,Viper,12,0.97,14.1,14.5,4.4,0.1,0.024,0.49,202,324921
Ep2-Act2,Gold 1,Skye,13,0.9,13.5,15.0,4.5,0.1,0.015,0.47,192,196299
Ep2-Act2,Gold 1,Yoru,14,0.94,14.5,15.4,3.8,0.1,0.014,0.44,209,193392
Ep2-Act2,Gold 1,Astra,15,0.98,14.4,14.6,4.2,0.1,0.014,0.48,203,188547
Ep2-Act2,Gold 2,Sage,1,0.95,13.7,14.5,6.9,0.1,0.142,0.52,196,1629195
Ep2-Act2,Gold 2,Reyna,2,1.15,17.6,15.4,4.5,0.2,0.132,0.51,251,1519290
Ep2-Act2,Gold 2,Jett,3,1.11,17.3,15.5,3.7,0.2,0.132,0.5,245,1514700
Ep2-Act2,Gold 2,Omen,4,0.98,14.8,15.1,3.8,0.1,0.101,0.5,207,1166472
Ep2-Act2,Gold 2,Raze,5,1.06,16.4,15.5,4.9,0.2,0.098,0.51,243,1129497
Ep2-Act2,Gold 2,Sova,6,0.99,14.3,14.4,6.1,0.1,0.073,0.5,208,841857
Ep2-Act2,Gold 2,Killjoy,7,0.98,14.0,14.2,3.9,0.1,0.072,0.51,201,831861
Ep2-Act2,Gold 2,Phoenix,8,1.08,16.4,15.3,4.3,0.2,0.055,0.5,236,630819
Ep2-Act2,Gold 2,Brimstone,9,0.96,14.3,14.9,5.3,0.1,0.054,0.52,206,623832
Ep2-Act2,Gold 2,Cypher,10,0.96,14.0,14.6,4.9,0.1,0.044,0.49,198,508062
Ep2-Act2,Gold 2,Breach,11,0.91,14.1,15.4,5.6,0.1,0.032,0.46,201,366996
Ep2-Act2,Gold 2,Viper,12,0.98,14.3,14.5,4.4,0.1,0.023,0.49,204,268515
Ep2-Act2,Gold 2,Astra,13,0.98,14.4,14.7,4.2,0.1,0.014,0.5,202,157335
Ep2-Act2,Gold 2,Yoru,14,0.94,14.6,15.5,3.9,0.2,0.013,0.44,209,153969
Ep2-Act2,Gold 2,Skye,15,0.92,13.7,14.9,4.6,0.1,0.013,0.48,195,153153
Ep2-Act2,Gold 3,Sage,1,0.96,13.9,14.6,6.9,0.1,0.139,0.51,197,1309170
Ep2-Act2,Gold 3,Jett,2,1.12,17.5,15.6,3.7,0.2,0.137,0.5,247,1291779
Ep2-Act2,Gold 3,Reyna,3,1.15,17.8,15.4,4.5,0.2,0.135,0.51,251,1270665
Ep2-Act2,Gold 3,Omen,4,0.98,14.8,15.1,3.8,0.1,0.103,0.5,207,975477
Ep2-Act2,Gold 3,Raze,5,1.07,16.6,15.6,4.9,0.2,0.099,0.51,245,930648
Ep2-Act2,Gold 3,Sova,6,1.01,14.4,14.3,6.2,0.1,0.074,0.51,210,698598
Ep2-Act2,Gold 3,Killjoy,7,0.98,14.0,14.3,3.9,0.1,0.071,0.51,200,670752
Ep2-Act2,Gold 3,Phoenix,8,1.08,16.5,15.3,4.3,0.2,0.053,0.5,237,503931
Ep2-Act2,Gold 3,Brimstone,9,0.96,14.3,14.9,5.2,0.1,0.053,0.5,205,503880
Ep2-Act2,Gold 3,Cypher,10,0.97,14.1,14.7,4.8,0.1,0.043,0.48,198,405807
Ep2-Act2,Gold 3,Breach,11,0.91,14.1,15.4,5.8,0.1,0.031,0.46,201,291618
Ep2-Act2,Gold 3,Viper,12,1.0,14.6,14.6,4.5,0.1,0.023,0.49,207,213588
Ep2-Act2,Gold 3,Astra,13,0.99,14.5,14.7,4.1,0.1,0.014,0.48,203,135405
Ep2-Act2,Gold 3,Skye,14,0.94,14.1,14.9,4.6,0.1,0.012,0.48,199,117096
Ep2-Act2,Gold 3,Yoru,15,0.94,14.8,15.7,3.9,0.1,0.011,0.43,209,107151
Ep2-Act2,Platinum 1,Jett,1,1.11,17.3,15.7,3.7,0.2,0.139,0.5,244,952272
Ep2-Act2,Platinum 1,Sage,2,0.94,13.8,14.6,6.9,0.1,0.138,0.51,195,947223
Ep2-Act2,Platinum 1,Reyna,3,1.11,17.3,15.5,4.5,0.2,0.13,0.49,245,894948
Ep2-Act2,Platinum 1,Omen,4,0.97,14.8,15.2,3.8,0.1,0.107,0.49,205,735012
Ep2-Act2,Platinum 1,Raze,5,1.05,16.4,15.7,4.9,0.2,0.098,0.51,242,674475
Ep2-Act2,Platinum 1,Sova,6,0.99,14.2,14.4,6.2,0.1,0.074,0.5,206,509847
Ep2-Act2,Platinum 1,Killjoy,7,0.97,13.8,14.3,3.9,0.1,0.072,0.51,198,495669
Ep2-Act2,Platinum 1,Brimstone,8,0.96,14.4,15.0,5.2,0.1,0.053,0.51,205,363681
Ep2-Act2,Platinum 1,Phoenix,9,1.06,16.5,15.5,4.4,0.2,0.053,0.5,235,361590
Ep2-Act2,Platinum 1,Cypher,10,0.97,14.1,14.5,4.8,0.1,0.047,0.49,197,321402
Ep2-Act2,Platinum 1,Breach,11,0.89,13.8,15.5,5.9,0.1,0.032,0.45,197,220473
Ep2-Act2,Platinum 1,Viper,12,0.97,14.2,14.6,4.5,0.1,0.022,0.49,202,147798
Ep2-Act2,Platinum 1,Astra,13,0.97,14.2,14.7,4.1,0.1,0.014,0.45,199,95370
Ep2-Act2,Platinum 1,Skye,14,0.92,13.8,15.0,4.6,0.1,0.012,0.46,196,81753
Ep2-Act2,Platinum 1,Yoru,15,0.91,14.3,15.6,3.9,0.2,0.011,0.44,204,72675
Ep2-Act2,Platinum 2,Jett,1,1.1,17.3,15.8,3.7,0.2,0.148,0.49,243,753474
Ep2-Act2,Platinum 2,Sage,2,0.96,14.0,14.6,6.9,0.1,0.136,0.51,198,692172
Ep2-Act2,Platinum 2,Reyna,3,1.13,17.5,15.5,4.5,0.2,0.129,0.51,247,658767
Ep2-Act2,Platinum 2,Omen,4,0.98,14.8,15.2,3.8,0.1,0.108,0.5,205,553605
Ep2-Act2,Platinum 2,Raze,5,1.05,16.5,15.7,4.9,0.2,0.098,0.5,242,500769
Ep2-Act2,Platinum 2,Sova,6,0.99,14.4,14.5,6.3,0.1,0.074,0.5,207,378981
Ep2-Act2,Platinum 2,Killjoy,7,0.98,14.1,14.3,3.9,0.1,0.071,0.51,200,360111
Ep2-Act2,Platinum 2,Phoenix,8,1.07,16.5,15.4,4.3,0.2,0.053,0.5,235,271983
Ep2-Act2,Platinum 2,Brimstone,9,0.97,14.5,14.9,5.3,0.1,0.051,0.52,205,258927
Ep2-Act2,Platinum 2,Cypher,10,0.96,13.9,14.6,4.8,0.1,0.047,0.49,195,239802
Ep2-Act2,Platinum 2,Breach,11,0.9,13.9,15.4,6.1,0.1,0.031,0.46,197,156060
Ep2-Act2,Platinum 2,Viper,12,1.0,14.5,14.5,4.3,0.1,0.02,0.51,206,101184
Ep2-Act2,Platinum 2,Astra,13,0.98,14.6,14.8,4.2,0.1,0.014,0.48,201,69870
Ep2-Act2,Platinum 2,Skye,14,0.93,14.1,15.2,4.8,0.1,0.012,0.46,197,59670
Ep2-Act2,Platinum 2,Yoru,15,0.95,14.8,15.6,3.9,0.1,0.009,0.44,210,47430
Ep2-Act2,Platinum 3,Jett,1,1.1,17.4,15.8,3.7,0.2,0.149,0.5,244,580431
Ep2-Act2,Platinum 3,Sage,2,0.97,14.1,14.6,6.9,0.1,0.132,0.52,199,512448
Ep2-Act2,Platinum 3,Reyna,3,1.13,17.5,15.6,4.4,0.2,0.132,0.5,246,512448
Ep2-Act2,Platinum 3,Omen,4,0.98,14.9,15.2,3.9,0.1,0.111,0.49,205,431664
Ep2-Act2,Platinum 3,Raze,5,1.05,16.6,15.7,4.9,0.2,0.097,0.52,243,377706
Ep2-Act2,Platinum 3,Sova,6,1.01,14.6,14.5,6.4,0.1,0.074,0.51,210,289068
Ep2-Act2,Platinum 3,Killjoy,7,0.99,14.2,14.4,3.8,0.1,0.072,0.51,200,278868
Ep2-Act2,Platinum 3,Phoenix,8,1.06,16.6,15.6,4.4,0.2,0.052,0.48,236,203949
Ep2-Act2,Platinum 3,Brimstone,9,0.97,14.5,14.9,5.4,0.1,0.05,0.51,206,194667
Ep2-Act2,Platinum 3,Cypher,10,0.95,14.1,14.8,4.8,0.1,0.047,0.47,195,181662
Ep2-Act2,Platinum 3,Breach,11,0.91,14.0,15.5,6.1,0.1,0.029,0.47,198,113985
Ep2-Act2,Platinum 3,Viper,12,1.01,14.8,14.6,4.5,0.1,0.02,0.49,208,75939
Ep2-Act2,Platinum 3,Astra,13,0.99,14.7,15.0,4.3,0.1,0.015,0.48,202,56814
Ep2-Act2,Platinum 3,Skye,14,0.96,14.5,15.1,4.9,0.1,0.011,0.48,201,41922
Ep2-Act2,Platinum 3,Yoru,15,0.93,14.8,15.8,3.9,0.1,0.009,0.41,209,34629
Ep2-Act2,Diamond 1,Jett,1,1.09,17.3,15.9,3.6,0.2,0.149,0.49,241,424269
Ep2-Act2,Diamond 1,Reyna,2,1.11,17.3,15.7,4.4,0.2,0.133,0.51,243,379542
Ep2-Act2,Diamond 1,Sage,3,0.95,13.9,14.7,7.0,0.1,0.132,0.51,195,376533
Ep2-Act2,Diamond 1,Omen,4,0.97,14.7,15.3,4.0,0.1,0.115,0.5,203,328185
Ep2-Act2,Diamond 1,Raze,5,1.04,16.5,15.9,4.8,0.2,0.096,0.5,242,274839
Ep2-Act2,Diamond 1,Sova,6,1.0,14.4,14.4,6.4,0.1,0.078,0.5,208,222462
Ep2-Act2,Diamond 1,Killjoy,7,0.98,14.1,14.4,3.8,0.1,0.071,0.51,198,203286
Ep2-Act2,Diamond 1,Phoenix,8,1.05,16.3,15.5,4.3,0.2,0.05,0.49,231,143463
Ep2-Act2,Diamond 1,Cypher,9,0.96,14.1,14.8,4.8,0.1,0.05,0.48,195,141933
Ep2-Act2,Diamond 1,Brimstone,10,0.96,14.5,15.0,5.4,0.1,0.048,0.51,204,138261
Ep2-Act2,Diamond 1,Breach,11,0.89,13.9,15.5,6.3,0.1,0.028,0.47,195,79509
Ep2-Act2,Diamond 1,Viper,12,0.98,14.5,14.8,4.6,0.1,0.018,0.47,204,51000
Ep2-Act2,Diamond 1,Astra,13,0.99,14.8,14.9,4.3,0.1,0.013,0.49,203,37995
Ep2-Act2,Diamond 1,Skye,14,0.91,13.8,15.1,4.9,0.1,0.011,0.46,193,31824
Ep2-Act2,Diamond 1,Yoru,15,0.93,15.0,16.0,4.0,0.2,0.008,0.44,207,21879
Ep2-Act2,Diamond 2,Jett,1,1.08,17.2,15.9,3.6,0.2,0.153,0.5,239,332673
Ep2-Act2,Diamond 2,Sage,2,0.95,14.0,14.8,7.0,0.1,0.132,0.5,196,286875
Ep2-Act2,Diamond 2,Reyna,3,1.1,17.3,15.7,4.5,0.2,0.129,0.51,243,279633
Ep2-Act2,Diamond 2,Omen,4,0.97,14.7,15.2,3.9,0.1,0.115,0.49,203,249849
Ep2-Act2,Diamond 2,Raze,5,1.04,16.5,15.9,4.9,0.2,0.1,0.51,241,216189
Ep2-Act2,Diamond 2,Sova,6,0.98,14.2,14.5,6.5,0.1,0.074,0.5,204,160395
Ep2-Act2,Diamond 2,Killjoy,7,0.99,14.3,14.4,3.8,0.1,0.073,0.51,200,158712
Ep2-Act2,Diamond 2,Cypher,8,0.96,14.1,14.7,4.8,0.1,0.051,0.48,196,110007
Ep2-Act2,Diamond 2,Phoenix,9,1.03,16.0,15.6,4.3,0.2,0.05,0.49,228,108171
Ep2-Act2,Diamond 2,Brimstone,10,0.97,14.5,15.0,5.3,0.1,0.047,0.51,204,102918
Ep2-Act2,Diamond 2,Breach,11,0.91,14.0,15.5,6.5,0.1,0.028,0.47,197,59823
